Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
A Microservice Architecture for Online Mobile App Optimization,Y. Zhao; N. Medvidovic,University of Southern California; University of Southern California,2019 IEEE/ACM 6th International Conference on Mobile Software Engineering and Systems (MOBILESoft),29 Aug 2019,2019,,,45,49,"A large number of techniques for analyzing and optimizing mobile apps have emerged in the past decade. However, those techniques' components are notoriously difficult to extract and reuse outside their original tools. This paper introduces MAOMAO, a microservice-based reference architecture for reusing and integrating such components. MAOMAO's twin goals are (1) adoption of available app optimization techniques in practice and (2) improved construction and evaluation of new techniques. The paper uses several existing app optimization techniques to illustrate both the motivation behind MAOMAO and its potential to fundamentally alter the landscape in this area.",,978-1-7281-3395-9,10.1109/MOBILESoft.2019.00017,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8817053,mobile applications;reference architecture;infrastructure;reusability;optimization,Instruments;Prefetching;Monitoring;Optimization;Runtime;Mobile applications;Tools,,2.0,,33.0,IEEE,29 Aug 2019,,,IEEE,IEEE Conferences
Event Model Algorithm with Microservice Architecture Implementation,O. Romanov; V. Mankivskyi; I. Saychenko; M. Nesterenko,"Igor Sikorsky Kyiv Polytechnic Institute, National Technical University of Ukraine, Kiev, Ukraine; Igor Sikorsky Kyiv Polytechnic Institute, National Technical University of Ukraine, Kiev, Ukraine; Igor Sikorsky Kyiv Polytechnic Institute, National Technical University of Ukraine, Kiev, Ukraine; Military Institute of Telecommunications and Information Technologies Named After Heroiv Krut, Kiev, Ukraine","2022 IEEE 9th International Conference on Problems of Infocommunications, Science and Technology (PIC S&T)",6 Sep 2023,2022,,,561,566,"The Event-driven architectures (EDA) are gaining popularity for a reason. Scalability in building isolated microservices is a paradigm that many businesses are constantly striving for, and event-driven architecture is built with that in mind. With innovative tools such as Kafka and RabbitMQ, event-driven architectures are becoming more flexible, versatile, and robust to satisfy a wide range of business needs. However, powerful tool also comes at a price: a high learning curve and rather complicated initial setup. However, once such a structure is in place, the benefits are clear as data is transmitted with lower latency and higher throughput. So why not use an event-driven architecture? In the work, an algorithm for transition to the use of EDA is proposed for a successful transition to such an architecture.",,979-8-3503-9891-5,10.1109/PICST57299.2022.10238498,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10238498,eda;event;network;kafka;domain model,Costs;Architecture;Scalability;Microservice architectures;Human factors;Throughput;Complexity theory,,,,13.0,IEEE,6 Sep 2023,,,IEEE,IEEE Conferences
A Comparative Analysis of Communication Efficiency: REST vs. gRPC in Microservice- Based Ecosystems,Ritu; S. Arora; A. Bhardwaj; A. Kukkar; S. Kaur,"Department of Computer Science & Engineering, Chandigarh Engineering College, Chandigarh Group of Colleges, Jhanjeri, Mohali, India; Chitkara University Institute of Engineering and Technology Chitkara University, Punjab, India; Amity School of Engineering and Technology Amity University Mohali, Punjab, India; Chitkara University Institute of Engineering and Technology Chitkara University, Punjab, India; Amity School of Engineering and Technology Amity University Mohali, Punjab, India",2024 International Conference on Emerging Innovations and Advanced Computing (INNOCOMP),17 Sep 2024,2024,,,621,626,"This study investigates the practical aspects of evaluating the efficiency and performance of Representational State Transfer (REST) and gRPC communication protocols in microservice-based systems. Microservices revolutionize software architecture by enabling scalable applications through independently deployable services. However, effective communication between these services is crucial for maintaining system responsiveness and reliability. The paper takes a hands-on approach, drawing insights from real-world implementations and experiments. It offers a pragmatic overview of microservices architecture, highlighting the pivotal role of communication protocols in facilitating seamless interactions among distributed components. Furthermore, the study delves into the technical intricacies of REST and gRPC, exploring aspects such as message formats, serialization mechanisms, and transport protocols. Through empirical analysis, the paper evaluates the latency performance of REST and gRPC across various communication tasks under different workloads and network conditions. These insights provide practical guidance for developers and architects in selecting the most suitable communication protocol based on specific project requirements and performance constraints, ultimately enhancing microservice communication efficiency and reliability.",,979-8-3503-7647-0,10.1109/INNOCOMP63224.2024.00107,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664091,Representational state transfer (REST);gRPC;communication protocols;microservices architecture;distributed systems;latency analysis;practical guidelines,Transport protocols;Technological innovation;Protocols;Ecosystems;Microservice architectures;Computer architecture;Throughput,,,,18.0,IEEE,17 Sep 2024,,,IEEE,IEEE Conferences
BLOC: Balancing Load with Overload Control In the Microservices Architecture,R. Bhattacharya; T. Wood,"Department of Computer Science, George Washington University; Department of Computer Science, George Washington University",2022 IEEE International Conference on Autonomic Computing and Self-Organizing Systems (ACSOS),4 Nov 2022,2022,,,91,100,"The microservices architecture has become ubiquitous in the cloud environment. It simplifies application development by breaking monolithic applications into manageable micro services that can be developed and deployed independently of the whole. However, the move from a monolithic or simple multi-tier architecture to a distributed microservice ""service mesh"" leads to new challenges due to the more complex application topology.A particular problem when automatically managing the performance of microservices is that since each service component scales up and down independently, it can easily create load imbalance problems on shared backend services accessed by multiple components. Traditional load balancing algorithms were designed for centralized load balancers sitting between a group of clients and a server farm. These algorithms, however, do not port over well to a distributed microservice architecture where load balancers are deployed client-side. In this paper we propose a self managing load balancing system, BLOC, which provides consistent response times to users without using a centralized metadata store or explicit messaging between nodes.We show that different service layers scaling independently can create unacceptably wide response time distributions and long tails, hurting client experience. This is because popular microservice load balancing algorithms, like Least Connection, only use a single component’s view of the backend load to guide decisions. This limited perspective leads to an unevenly balanced system and the potential for incast problems where a large number of frontend components can easily overload a shared backend. BLOC uses overload control approaches like rate limiting, active queue management and backpressure to provide feedback to the load balancers. The load balancers react to this feedback with techniques like backoff and retries. We show that this performs significantly better in solving the incast problem in microservice architectures.Evaluating this framework, we found that BLOC improves the response time distribution range, between the 10th and 90th percentiles, by 2 to 4 times and the tail, 99th percentile, latency by two times.",,978-1-6654-7137-4,10.1109/ACSOS55765.2022.00027,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9935022,microservices;loadbalancing;overload control,Limiting;Microservice architectures;Tail;Metadata;Load management;Control systems;User experience,,4.0,,21.0,IEEE,4 Nov 2022,,,IEEE,IEEE Conferences
UFCity: A Software Architecture to Create Data Ecosystem in Smart Cities,D. Pereira; A. Brayner,"Doctoral program in computer science, Federal University of Ceara, Fortaleza, Brazil; Dept. computer science, Federal University of Ceara, Fortaleza, Brazil",2023 Symposium on Internet of Things (SIoT),17 Jan 2024,2023,,,1,5,"Smart city platforms manage resources and information to offer services to citizens. Developing technological solutions for this scenario is not trivial, given data and resource heterogeneity and the need for platform flexibility and adaptability. This work presents UFCity, a software architecture for smart city data ecosystems using microservices, artificial intelligence, and a three-layer networking structure. As a proof of concept, we developed a prototype and tested it in usage scenarios with real data. These use cases explored how our solution solves identified problems, showing meeting essential requirements for smart city platforms. In this way, UFCity is an alternative for data management in a smart city, presenting advantages over other solutions listed in this work in meeting the platform requirements.",,979-8-3503-2943-8,10.1109/SIoT60039.2023.10389861,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10389861,software architecture;smart city platform;microservices;artificial intelligence,Flexible printed circuits;Smart cities;Software architecture;Ecosystems;Microservice architectures;Prototypes;Network architecture,,,,25.0,IEEE,17 Jan 2024,,,IEEE,IEEE Conferences
Case for Microservices Orchestration Using Workflow Engines,A. Nadeem; M. Z. Malik,"North Dakota State University, Fargo, North Dakota, USA; North Dakota State University, Fargo, North Dakota, USA",2022 IEEE/ACM 44th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),13 Jun 2022,2022,,,6,10,"Microservices have become the de-facto software architecture for cloud-native applications. A contentious architectural decision in microservices is to compose them using choreography or orchestration. In choreography, every service works independently, whereas, in orchestration, there is a controller that coordinates service interactions. This paper makes a case for orchestration. The promise of microservices is that each microservice can be independently developed, deployed, tested, upgraded, and scaled. This makes them suitable for systems running on cloud infrastructures. However, microservice-based systems become complicated due to the complex interactions of various services, concurrent events, failing components, developers’ lack of global view, and configurations of the environment. This makes maintaining and debugging such systems very challenging. We hypothesize that orchestrated services are easier to debug and to test this we ported the largest publicly available microservices’ benchmark TrainTicket [24], which is implemented using choreography, to a fault-oblivious stateful workflow framework Temporal [19]. We report our experience in porting the code from traditional choreographed microservice architecture to one orchestrated by Temporal and present our initial findings of time to debug the 22 bugs present in the benchmark. Our findings suggest that an effort towards making a transition to orchestrated approach is worthwhile, making the ported code easier to debug.",,978-1-6654-9596-7,10.1145/3510455.3512777,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793520,Microservices;Distributed Systems;Orchestration;Workflow Engines;Fault tolerance;Debugging,Visualization;Codes;Software architecture;Computer bugs;Microservice architectures;Debugging;Computer architecture;Benchmark testing;Engines,,,,25.0,IEEE,13 Jun 2022,,,IEEE,IEEE Conferences
11 things about Securing Microservice,Y. Madheswaran,"General Motors Financial Company, San Antonio, USA",2023 IEEE Secure Development Conference (SecDev),8 Nov 2023,2023,,,51,53,"Microservices are a modern-era software development approach to creating REST APIs as a small independent process that is loosely coupled, performs business specific operation or capabilities, and is owned by a small team. Microservices are light weight components that are easy to develop, deploy and scale based on business requirements. Some of our customers use microservice with container-based deployment, some implement regular legacy process build and deploy on the webserver and some serverless in private, public, or hybrid cloud. Microservices are evolving and distributing the business requirement logic to multiple services which increases application complexity, maintainability and security while interacting with other services. Each organization follows multiple ways to secure their Microservices. Here, we will go through some of the security implementations and finally will review securing Microservices in zero trust.",,979-8-3503-3132-5,10.1109/SecDev56634.2023.00019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10305626,,Scalability;Microservice architectures;Organizations;Software;Zero Trust;Complexity theory,,,,6.0,IEEE,8 Nov 2023,,,IEEE,IEEE Conferences
gym-hpa: Efficient Auto-Scaling via Reinforcement Learning for Complex Microservice-based Applications in Kubernetes,J. Santos; T. Wauters; B. Volckaert; F. D. Turck,"Department of Information Technology Technologiepark-Zwijnaarde 126, IDLab, Ghent University - imec, Gent, Belgium; Department of Information Technology Technologiepark-Zwijnaarde 126, IDLab, Ghent University - imec, Gent, Belgium; Department of Information Technology Technologiepark-Zwijnaarde 126, IDLab, Ghent University - imec, Gent, Belgium; Department of Information Technology Technologiepark-Zwijnaarde 126, IDLab, Ghent University - imec, Gent, Belgium",NOMS 2023-2023 IEEE/IFIP Network Operations and Management Symposium,21 Jun 2023,2023,,,1,9,"Containers have revolutionized application deployment and life-cycle management in current cloud platforms. Applications have evolved from large monoliths to complex graphs of loosely-coupled microservices aiming to improve deployment flexibility and operational efficiency. However, modern microservice-based architectures are challenging since proper allocation and scaling of microservices is a difficult task due to their complex inter-dependencies. Existing works do not consider microservice dependencies, which could lead to the application’s performance degradation when service demand increases. This paper studies the impact of microservice interdependencies in auto-scaling mechanisms by proposing a novel framework named gym-hpa that enables different auto-scaling goals via Reinforcement Learning (RL). The framework has been developed based on the OpenAI Gym library for the popular Kubernetes (K8s) platform to bridge the gap between RL and auto-scaling research by training RL agents on real cloud environments. The aim is to improve resource usage and reduce the application’s response time in future cloud platforms by considering microservice inter-dependencies in horizontal scaling. Experiments with microservice benchmark applications show that RL agents trained with the gym-hpa framework can reduce on average resource usage by 30% and reduce the application’s response time by 25% compared to default scaling mechanisms.",2374-9709,978-1-6654-7716-1,10.1109/NOMS56928.2023.10154298,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10154298,Auto-scaling;Containers;Cloud-native;Microservices;Orchestration;Reinforcement Learning;Kubernetes,Training;Degradation;Microservice architectures;Reinforcement learning;Containers;Benchmark testing;Libraries,,10.0,,48.0,IEEE,21 Jun 2023,,,IEEE,IEEE Conferences
Software Component Update for IoT Systems,M. Nordahl; A. Åkesson; B. A. Johnsson; G. Hedin; B. Magnusson,"Dept. of Computer Science, Lund University, Sweden; Dept. of Computer Science, Lund University, Sweden; Dept. of Computer Science, Lund University, Sweden; Dept. of Computer Science, Lund University, Sweden; Dept. of Computer Science, Lund University, Sweden","2024 11th International Conference on Internet of Things: Systems, Management and Security (IOTSMS)",14 Oct 2024,2024,,,124,131,"Frequent updates in IoT software are crucial for fixing security vulnerabilities, correcting bugs, and adding new features. However, for systems comprising geographically distributed devices, implementing updates is challenging. Such updates must be coordinated across multiple devices, automated without end-user involvement, adaptable to weak connectivity, and minimally disruptive to end users. In this paper we introduce an update method that addresses these challenges. Our approach utilizes a versioned, component-oriented software model for light-weight microservices, alongside a domain-specific language for specifying configurations, facilitating updates of individual components. We evaluate the effectiveness of this method within a Hospital-at-Home system, including servers, tablets for nurses and patients, and medical equipment located in patients’ homes. Our results demonstrate that this method offers substantial flexibility and significantly reduces total update time, switchover time, and network load compared to previous methods.",2832-3033,979-8-3503-6650-1,10.1109/IOTSMS62296.2024.10710264,Health; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10710264,IoT;software updates;component-oriented software;configuration language;microservices;eHealth,Microservice architectures;Switches;Telecommunication traffic;Software;Safety;Internet;Electronic healthcare;Servers;Security;Domain specific languages,,,,16.0,IEEE,14 Oct 2024,,,IEEE,IEEE Conferences
A Service-Oriented Digital Twins Framework for Smart Grid Management,M. Atalay,"Middle East Technical University, Ankara, Turkey",2022 International Workshop on Secure and Reliable Microservices and Containers (SRMC),12 Dec 2022,2022,,,9,17,"Cyber-Physical Systems (CPS) are infrastructures with capabilities of perception, networking, and computation. They consist of physical and virtual components that interact with their environment. Their main goal is to monitor the physical system in real-time to have its behavior under control. Some of these infrastructures require well-defined security measures due to their critical processing capabilities. Digital Twins are defined as virtual structures emulating the physical components in various systems. They enable the deployment of isolated simulation environments to test changes and specify the security issues of a CPS. One of the main applications of CPS is smart grids. Microservices allow us to create fine-grained operations on automation systems. Using small, well-defined, modular processes, we can observe the states of smart grid infrastructure in many stages. In this work, we aim to design a framework that can create a reliable environment for smart grids compliant with existing industrial standards. We propose a service-oriented digital twins framework consisting of entities such as power meters, data aggregators, and system parameters for providing a scalable and highly available platform for complex energy systems.",,978-1-6654-5539-8,10.1109/SRMC57347.2022.00006,Middle East Technical University(grant numbers:GAP-312-2021-10784); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9973120,smart grid;digital twin;microservice architecture;cyber-physical systems,Microservice architectures;Intrusion detection;Reliability engineering;Real-time systems;Software;Smart grids;Digital twins,,,,46.0,IEEE,12 Dec 2022,,,IEEE,IEEE Conferences
Node-RED Workflow Manager for Edge Service Orchestration,F. Larrinaga; W. Ochoa; A. Perez; J. Cuenca; J. Legaristi; M. Illarramendi,"Faculty of Engineering, Mondragon Unibertsitatea, Arrasate-Mondragon, Spain; Faculty of Engineering, Mondragon Unibertsitatea, Arrasate-Mondragon, Spain; Faculty of Engineering, Mondragon Unibertsitatea, Arrasate-Mondragon, Spain; Faculty of Engineering, Mondragon Unibertsitatea, Arrasate-Mondragon, Spain; Faculty of Engineering, Mondragon Unibertsitatea, Arrasate-Mondragon, Spain; Faculty of Engineering, Mondragon Unibertsitatea, Arrasate-Mondragon, Spain",NOMS 2022-2022 IEEE/IFIP Network Operations and Management Symposium,9 Jun 2022,2022,,,1,6,"Microservice Architectures have increasingly become popular in Industry 4.0 as they allow heterogeneous systems to interact, reduce the complexity in the management of individual components, and support distributed deployments. The integration of those distributed services into orchestrated production processes is performed by workflow managers. Next generation workflow managers must overcome a number of challenges when operating in microservice architectures and IoT environments. To overcome these challenges (heterogeneity, high dynamism, edge deployment or scalability), we propose a workflow manager alternative built in Node-RED. Node-RED provides instruments for the development of IoT systems and leverages the edge computing paradigm. This solution is deployable in embedded systems, is able to load and execute business processes by means of BPMN recipes and enables the integration of other frameworks and architectures.",2374-9709,978-1-6654-0601-7,10.1109/NOMS54207.2022.9789940,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9789940,Business processes;Workflow Management;Industry4.0;Service Oriented Architecture;Microservices;Node-RED,Embedded systems;Microservice architectures;Computer architecture;Sensor systems;Workstations;Sensors;Task analysis,,5.0,,33.0,IEEE,9 Jun 2022,,,IEEE,IEEE Conferences
A Task-Oriented Automatic Microservice Deployment Method For Industrial Edge Applications,F. Yang; Y. Zhang; B. Lv; W. Dai,"Shanghai Jiao Tong University, China; Shanghai Jiao Tong University, China; Shanghai Jiao Tong University, China; Shanghai Jiao Tong University, China",IECON 2020 The 46th Annual Conference of the IEEE Industrial Electronics Society,18 Nov 2020,2020,,,2149,2154,"Flexible production and intelligent manufacturing prompt a variety of production and computing requirements of industrial edge applications. Industrial edge applications need to adopt more flexible deployment methods to meet the new requirements from the new industrial cloud and edge paradigm. However, most legacy industrial applications are still based on a fixed order deployment method. In this paper, a task-oriented automatic edge-cloud collaborative microservice method is proposed to optimize the deployment process of industrial edge applications and improve the flexibility and expandability. The proposed method was verified by a case study of the thrust ball bearing producing.",2577-1647,978-1-7281-5414-5,10.1109/IECON43393.2020.9254447,National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9254447,Microservice;Automatic Deployment;Industrial Edge Computing;Edge-Cloud Collaboration;Task Analysis,Task analysis;Computer architecture;Collaboration;Production;Databases;Shape;Merging,,2.0,,15.0,IEEE,18 Nov 2020,,,IEEE,IEEE Conferences
Object-Aware Identification of Microservices,M. J. Amiri,"Department of Computer Science, University of California, Santa Barbara",2018 IEEE International Conference on Services Computing (SCC),6 Sep 2018,2018,,,253,256,"Microservices is an architectural style inspired by service-oriented computing that structures an application as a collection of cohesive and loosely coupled components, which implement business capabilities. One of today's problems in designing microservice architectures is to decompose a system into cohesive, loosely coupled, and fine-grained microservices. Identification of microservices is usually performed intuitively, based on the experience of the system designers, however, if the functionalities of a system are highly interconnected, it is a challenging task to decompose the system into appropriate microservices. To tackle this challenge, we present a microservice identification method that decomposes a system using clustering technique. To this end, we model a system as a set of business processes and take two aspects of structural dependency and data object dependency of functionalities into account. Furthermore, we conduct a study to evaluate the effect of process characteristics on the accuracy of identification approaches.",2474-2473,978-1-5386-7250-1,10.1109/SCC.2018.00042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456428,Microservice;Identification;Business Process;Clustering,Logic gates;Computer architecture;Task analysis;Object recognition;Companies;Estimation,,27.0,,16.0,IEEE,6 Sep 2018,,,IEEE,IEEE Conferences
Research on building an innovative electric power marketing business application system based on cloud computing and microservices architecture technologies,Hong Lin; Jiakui Zhao; Yi Jiao; Jing Cao; Hong Ouyang; Hongwang Fang; Bao Yuan,"State Grid Information & Telecommunication Group Co., Ltd., Beijing, China; State Grid Information & Telecommunication Group Co., Ltd., Beijing, China; Maintenance Branch, State Grid Liaoning Electric Power Supply Co., Ltd., Shenyang, China; Marketing Department, State Grid Hunan Electric Power Company, Changsha, China; State Grid Information & Telecommunication Group Co., Ltd., Beijing, China; State Grid Information & Telecommunication Group Co., Ltd., Beijing, China; State Grid Information & Telecommunication Group Co., Ltd., Beijing, China",2017 IEEE 2nd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA),19 Jun 2017,2017,,,246,253,"The paper proposes the method of building the electric power marketing business application system based on the cloud computing and microservices architecture technologies to solve the issues of the current system with the concentrated infrastructure and the monolithic architecture which are difficult to support the business processing in very large scale and the evolution of the electric power marketing business. The paper first introduces the current electric power marketing business application system and highlights its main drawbacks. Then it proposes the method to build the innovative electric power marketing business application system with the main technical characteristics as follows: the IaaS part of the application system has the distributed infrastructures with the IT resource elastic management and powerful horizontal scalability brought by the cloud computing technology; its PaaS part is the service platform with the components of the data processing, information integration, application building, and cloud service center to provide the several cloud services, such as one-click deployment, flexible scaling, fault self-healing, gray distribution, full-link monitoring and other cloud service capabilities; and its SaaS part has the microservices architecture with the features of servitization, componentization, decentralization, independent deployment etc. Finally, the suggestions are given to design the microservices for the electric power marketing business application.",,978-1-5090-4499-3,10.1109/ICCCBDA.2017.7951919,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7951919,electric power marketing;cloud computing;microservices architecture;SaaS;PaaS;IaaS;horizontal scaling;distributed service bus,Computer architecture;Monitoring;Servers;Business;Reliability,,2.0,,19.0,IEEE,19 Jun 2017,,,IEEE,IEEE Conferences
Evaluating Cloud Microservices with DIRECTOR,M. França; C. Werner,"Systems Engineering and Computer Science Program, Federal University of Rio de Janeiro - UFRJ, Rio de Janeiro, Brazil; Systems Engineering and Computer Science Program, Federal University of Rio de Janeiro - UFRJ, Rio de Janeiro, Brazil",2019 IEEE International Conference on Service-Oriented System Engineering (SOSE),6 May 2019,2019,,,47,4709,"Software ecosystems are now emerging in the cloud, allowing actors to contribute, but also commercialize their own solutions, by reusing software assets provided through the platforms - popularly in the shape of microservices. With so many alternatives, an open challenge for software architects is to find the most adequate asset given a set of requirements and priorities. In this context, we propose DIRECTOR: A cloud microservice selection framework based on technical, social and semantical perspectives, i.e., objective analysis, reputation and artificial intelligence, respectively. Results indicate that it can support software acquisition via discovery, evaluation and comparison of microservices, being able to recommend the fittest among hundreds of candidates in multiple cloud platforms.",2642-6587,978-1-7281-1442-2,10.1109/SOSE.2019.00017,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8705787,Software Architecture;Software Acquisition;Cloud Computing;Microservice;Cognitive Computing,Cloud computing;Service-oriented architecture;Current measurement;Artificial intelligence;Organizations,,1.0,,39.0,IEEE,6 May 2019,,,IEEE,IEEE Conferences
Key Lessons from Microservices for Data Mesh Adoption,A. Ashraf; A. Hassan; H. Mahdi,"Computer and Systems, Engineering Department, Ain Shams University, Cairo, Egypt; Egypt University of Informatics, Ain Shams University, Cairo, Egypt; Computer and Systems, Engineering Department, Ain Shams University, Cairo, Egypt","2023 International Mobile, Intelligent, and Ubiquitous Computing Conference (MIUCC)",20 Oct 2023,2023,,,1,8,"Data Mesh constitutes an architectural blueprint tailored to facilitate the execution of enterprise data platforms within expansive and intricate organizations. Its design aims to propel the broad adoption of analytics beyond a single platform and solitary implementation team. This research delves into the convergence of Microservices and Data Mesh structures, pinpointing vital learnings from Microservices that can inform and ease the transition to Data Mesh architecture. Several critical components like Domain-Driven Design, data consistency, team autonomy, technology selection, and scalability are included in this investigation, each with significant implications for the successful implementation of a Data Mesh.",,979-8-3503-0623-1,10.1109/MIUCC58832.2023.10278300,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10278300,Decentralized Domain Driven Design;Software Engineering;Data Mesh;Microservices;Big Data,Navigation;Scalability;Microservice architectures;Organizations;Computer architecture;Transforms;Propulsion,,2.0,,27.0,IEEE,20 Oct 2023,,,IEEE,IEEE Conferences
"Microservices for Continuous Deployment, Monitoring and Validation in Cyber-Physical Systems: an Industrial Case Study for Elevators Systems",A. Gartziandia; J. Ayerdi; A. Arrieta; S. Ali; T. Yue; A. Agirre; G. Sagardui; M. Arratibel,Ikerlan; Mondragon University; Mondragon University; Simula Research Laboratory; Simula Research Laboratory; Ikerlan; Mondragon University; Orona,2021 IEEE 18th International Conference on Software Architecture Companion (ICSA-C),10 May 2021,2021,,,46,53,"Cyber-Physical Systems (CPSs) are systems that integrate digital cyber computations with physical processes. The software embedded in CPSs has a long life-cycle, requiring constant evolution to support new requirements, bug fixes, and deal with hardware obsolescence. To date, the development of software for CPSs is fragmented, which makes it extremely expensive. This could be substantially enhanced by tightly connecting the development and operation phases, as is done in other software engineering domains (e.g., web engineering through DevOps). Nevertheless, there are still complex issues that make it difficult to use DevOps techniques in the CPS domain, such as those related to hardware-software co-design. To pave the way towards DevOps in the CPS domain, in this paper we instantiate part of the reference architecture presented in the H2020 Adeptness project, which is based on microservices that allow for the continuous deployment, monitoring and validation of CPSs. To this end, we elaborate a systematic methodology that considers as input both domain expertise and a previously defined taxonomy for DevOps in the CPS domain. We obtain a generic microservice template that can be used in any kind of CPS. In addition, we instantiate this architecture in the context of an industrial case study from the elevation domain.",,978-1-6654-3910-7,10.1109/ICSA-C52384.2021.00014,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9425852,Microservices;DevOps;Cyber-Physical Systems,Systematics;Software architecture;Conferences;Taxonomy;Computer architecture;Cyber-physical systems;Software,,3.0,,23.0,IEEE,10 May 2021,,,IEEE,IEEE Conferences
An Exploratory Case Study: Using Petri Nets for Modelling Microservice-based Systems,G. K. Soylu; O. Demirörs,"Department of Computer Engineering, Izmir Institute of Technology, Izmir, Turkey; Department of Computer Engineering, Izmir Institute of Technology, Izmir, Turkey",2023 49th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),1 Jan 2024,2023,,,254,261,"The rapid evolution of cloud technology has led to the development of highly responsive and flexible applications. Microservice-based Architecture (MSbA) is a popular approach for creating cloud-compatible applications. However, MSbA presents challenges in system verification and analysis. This paper explores using Petri nets for modelling microservice-based systems. The proposed method utilises abstraction and composition techniques to model complex systems using 1-safe Petri nets. A case study on Banking as a Service (BaaS) demonstrates the suitability of Petri nets for modelling, analysis and verification of microservice-based systems.",2376-9521,979-8-3503-4235-2,10.1109/SEAA60479.2023.00047,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371419,Microservice;modelling;analysis;verification;Petri nets,Analytical models;System verification;Petri nets;Microservice architectures;Computer architecture;Banking;Complex systems,,1.0,,19.0,IEEE,1 Jan 2024,,,IEEE,IEEE Conferences
A Digital Enterprise Architecture based on Cloud-Based Services and Digital Signatures,M. Marian; A. Cusman; F. Stîngă; D. Popescu,"Dept. of Computers and IT, University of Craiova, Craiova, Romania; CERT DIGITAL, Centrul de Calcul S.A., Tg. Jiu, Romania; Dept. of Automation and Electronics, University of Craiova, Craiova, Romania; Dept. of Automation and Electronics, University of Craiova, Craiova, Romania",2024 25th International Carpathian Control Conference (ICCC),1 Jul 2024,2024,,,1,6,"Digital Enterprise (DE) is defined as an organization that uses digital technologies in its operations to gain a competitive advantage. Starting from reshaping infrastructure and operations using information technology, businesses have evolved into a digital transformation, including, and adopting digital solutions throughout the organization. The paper presents two particular DE component services: Document Management (DMS) and Electronic Archiving (EA). These services are offered by reusing some functionalities provided by the microservices that compose the middleware developed within the project. Also, the services offered by CBS (Cloud-Based Signature) and OCC (Online Content Certification) products, resulting from the performance of previous project activities, are also integrated within the DE. The design and implementation of the DMS, respectively EA components started from the SDK (Software Development Kit) developed in the DE's middleware. It contains a set of auxiliary subcomponents that define the data structure (models’ area) and common behavior (services area).",,979-8-3503-5070-8,10.1109/ICCC62069.2024.10569192,European Regional Development Fund(grant numbers:2021-2023); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10569192,digitalization;cloud computing;electronic signature,Digital transformation;Microservice architectures;Europe;Organizations;Market research;Middleware;Information technology,,,,7.0,IEEE,1 Jul 2024,,,IEEE,IEEE Conferences
