Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Webalyt: Implemetation of architecture for capturing web user behaviours with feedback propagation,P. Filip; L. Čegan,"Faculty of Electrical Engineering and Informatics, University of Pardubice, Pardubice, Czech Republic; Faculty of Electrical Engineering and Informatics, University of Pardubice, Pardubice, Czech Republic",2018 28th International Conference Radioelektronika (RADIOELEKTRONIKA),11-Jun-18,2018,,,1,5,"In the world of the Internet where people are consuming web-content, more and more emphasis is placed on user friendliness of web-pages. It means increasing web-page usability and better user-experience. Increasing quality of user-experience (UX) is the task of UX developers. They should always base their work on the best practices and research. Each webpage has its own specificity and it leads to new challenges for the UX developers. One of the biggest issues is the problematic view of a web-page on specific devices with specific web-browser versions. Tools for capturing user behaviour are available, but there are issues with data ownership and with the development of new functionality. Actually, there are no free easily scalable and extendable products for user data gathering on the market. In this paper, implementation of architecture (based on Spring Boot microservices) for capturing web user behaviours with feedback propagation is introduced. Architecture implementation is easily scalable and extendable. All of the components are described in detail. At the end of this paper, summary and limitation of created architecture is discussed. Webalyt is helpful for understanding user behaviour and improving user-experience.",,978-1-5386-2485-2,10.1109/RADIOELEK.2018.8376409,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376409,User-Experience;Web User Behaviour;Analytical Tool;Microservices;Spring Boot,Computer architecture;Tools;Real-time systems;Software;Servers;Data processing;Mice,,1,,24,IEEE,11-Jun-18,,,IEEE,IEEE Conferences
Data Provenance in Environmental Monitoring,D. L. da Silva; A. Batista; P. L. P. Corrêa,"Comput. Eng. Dept., Universidade de Sao Paulo, Sao Paulo, S????o Paulo, BR; Computer Engineering Department, University of Sao Paulo, Sao Paulo, Brazil; Computer Engineering Department, University of Sao Paulo, Sao Paulo, Brazil",2016 IEEE 13th International Conference on Mobile Ad Hoc and Sensor Systems (MASS),16-Jan-17,2016,,,337,342,"Long-term research and environmental monitoring are essential for the improved management of ecosystems and natural resources. However, to reuse this data for new experiments, decision-making processes, and integrate these data with other long-term initiatives, scientists need more information related to data creation and its evolution, intellectual property rights, and technical information in order to evaluate the use of this data. Provenance metadata emerges as a way to evaluate the quality and reliability of data, audit processes and the data versioning, while enabling the data reuse and the reproducibility of experiments and analysis. However, most solutions for the capture and management of provenance metadata are based on specific tools, restricted scopes, and they are difficult to apply in distributed and heterogeneous environments. In this paper, we present an approach for capturing, managing, and publishing the provenance metadata generated in the environmental monitoring processes. Our computational architecture comprises three main components: (1) a data model based in PROV-DM and Dublin Core, (2) a repository of RDF Graphs, and (3) a Web API that provides services for collecting, storing, and querying provenance metadata. We demonstrate the application of our approach and show its practical usefulness by evaluating this architecture to manage provenance metadata generated during an environmental monitoring simulation. The results show that our approach is effective in collecting and storing provenance metadata and allows the query of an entire provenance of datasets and data products, thus enabling reuse, discovery, and visualization of raw data, processes, and scientists involved in its generation and evolution.",2155-6814,978-1-5090-2833-7,10.1109/MASS.2016.050,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7815044,Data Provenance;Environmental Monitoring;Internet of Things;Computational Architecture,Metadata;Resource description framework;Environmental monitoring;Computer architecture;Software algorithms,,4,,20,IEEE,16-Jan-17,,,IEEE,IEEE Conferences
Architecture Blueprints to Enable Scalable Vertical Integration of Assets with Digital Twins,F. Schnicke; A. Haque; T. Kuhn; D. Espen; P. O. Antonino,"Virtual Engineering, Fraunhofer IESE, Kaiserslautern, Germany; Virtual Engineering, Fraunhofer IESE, Kaiserslautern, Germany; Embedded Systems, Fraunhofer IESE, Kaiserslautern, Germany; Virtual Engineering, Fraunhofer IESE, Kaiserslautern, Germany; Virtual Engineering, Fraunhofer IESE, Kaiserslautern, Germany",2022 IEEE 27th International Conference on Emerging Technologies and Factory Automation (ETFA),25-Oct-22,2022,,,1,8,"Many Industry 4.0 use cases require the integration of live data, e.g., from sensors and devices. However, the large number of legacy fieldbus protocols and proprietary data formats turns this integration into an effort-consuming task. As the number of digital twins in a factory increases rapidly, data source integration has to scale well. Until now, little guidance is available on how to implement this integration in a scalable and reusable manner for Industry 4.0. To close this gap, we define five architecture blueprints based on our experience in various Industry 4.0 projects. These blueprints detail various integration scenarios differentiated by key attributes like frequency of data consumption and data production. In these architecture blueprints, two core components, the Updater and the Delegator, are identified. By providing and evaluating our open-source implementation of these two components, we show the feasibility of the defined blueprints. Utilizing the provided open-source components and the defined architecture blueprints will benefit practitioners as well as researchers when it comes to data integration with digital twins.",,978-1-6654-9996-5,10.1109/ETFA52439.2022.9921728,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9921728,Digital Twins;Vertical Integration;Scalability;Asset Administration Shell;IoT;Industry 4.0;Architecture,Protocols;Soft sensors;Data integration;Production facilities;Fourth Industrial Revolution;Digital twins;Task analysis,,8,,24,IEEE,25-Oct-22,,,IEEE,IEEE Conferences
Development of the Concept and Architecture of an Automated System for Updating Physical Knowledge for Information Support of Search Design,A. Bobunov; D. Korobkin; S. Fomenkov,"CAD Department, Volgograd State Technical University, Volgograd, Russia; CAD Department, Volgograd State Technical University, Volgograd, Russia; CAD Department, Volgograd State Technical University, Volgograd, Russia",2023 International Russian Smart Industry Conference (SmartIndustryCon),01-May-23,2023,,,281,288,"For developing an automated system for updating physical knowledge for information support of search design, it is necessary to choose a technology stack that would meet the implementation requirements. In view of the sanctions currently imposed on the Russian Federation, it is worth considering mainly open projects and/or domestic developments. We will highlight the main criteria that it is desirable to take into account when designing the architecture of an automated system to support the synthesis of new technical systems and technologies: (a) ability to store and process large amounts of data; (b) unification access for all data analysis procedures; (c) maximum automation of all stages; (d) modularity of the structure, focus on the expansion of functionality; (e) focus on open source solutions and software of domestic manufacturers, excluding rigid binding to paid foreign solutions. As a result of the work done, various aspects of the implementation of the required automated system were analyzed. A review of various software systems and cloud products showed that the concept of building data lakes (Data Lake) in conjunction with the distributed processing tools of the Apache Hadoop ecosystem is used for big data processing. An architecture framework based on a centralized data warehouse and Hadoop components is proposed. It will be possible to increase the functionality of the platform by adding new microservices that connect to the storage and distributed processing tools via the API, as well as using a single web service for managing and displaying data analysis results from these microservices.",,978-1-6654-6429-1,10.1109/SmartIndustryCon57312.2023.10110764,Russian Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10110764,architecture;physical knowledge;information support;search design,Distributed processing;Data analysis;Web services;Architecture;Ecosystems;Microservice architectures;Computer architecture,,2,,20,IEEE,01-May-23,,,IEEE,IEEE Conferences
Towards a Maintainable Federalist Enterprise Measurement Infrastructure,M. Vianden; H. Lichter; A. Steffens,"Research Group Software Construction, RWTH Aachen University, Aachen, Germany; Research Group Software Construction, RWTH Aachen University, Aachen, Germany; Research Group Software Construction, RWTH Aachen University, Aachen, Germany",2013 Joint Conference of the 23rd International Workshop on Software Measurement and the 8th International Conference on Software Process and Product Measurement,02-Jan-14,2013,,,63,70,"Large scale measurement systems are hard to build and to maintain. In this paper we propose an architecture blueprint for a federalist Enterprise Measurement Infrastructure (EMI) which helps to address these typical weaknesses of centralistic measurement systems. The EMI is based on the ideas of Service Oriented Measurements. We combined these with modern ideas from the area of Enterprise Application Integration and extended the ISO 15939 data flow to allow a more flexible and elegant solution. The current prototypes of EMI implementations and field studies prove the benefits of the architecture blueprint over existing solutions. We strongly belief that the EMI can help to build better, extendible, and maintainable measurement systems which are integrated and aligned with modern business needs.",,978-0-7695-5078-7,10.1109/IWSM-Mensura.2013.20,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6693224,Measurement Infrastructure;Enterprise Application Integration;Metric;Dashboard;Service Oriented Architecture,Measurement;Electromagnetic interference;Kernel;Data visualization;Service-oriented architecture;Databases;Computer architecture,,7,,25,IEEE,02-Jan-14,,,IEEE,IEEE Conferences
Design and Implementation of an Intelligent Classification and Reliability Prediction Tool based on Cloud Platform,J. Chen; Q. Wang; Y. Ling; S. Liang; M. Li,"Key Laboratory of Industrial Equipment Quality Big Data, MIIT The 5th Electronics Research Institute, MIIT, Guangzhou, China; Key Laboratory of Industrial Equipment Quality Big Data, MIIT The 5th Electronics Research Institute, MIIT, Guangzhou, China; Key Laboratory of Industrial Equipment Quality Big Data, MIIT The 5th Electronics Research Institute, MIIT, Guangzhou, China; Key Laboratory of Industrial Equipment Quality Big Data, MIIT The 5th Electronics Research Institute, MIIT, Guangzhou, China; Key Laboratory of Industrial Equipment Quality Big Data, MIIT The 5th Electronics Research Institute, MIIT, Guangzhou, China","2021 2nd International Conference on Electronics, Communications and Information Technology (CECIT)",01-Apr-22,2021,,,443,448,"Reliability prediction is of great importance for electronic products design, and an indispensable technique to ensure that electronic components, equipment and the overall system meet their required reliability targets as well. Present methods, handbooks, standards and software tools of reliability prediction were studied and compared. For industrial and commercial electronic equipment applications, the development and demand of reliability prediction tools were analyzed in this paper. Using new-generation information technologies such as cloud computing and machine learning, a lightweight component reliability prediction tool was designed based on the Spring Cloud microservice architecture. In addition, the naive Bayesian algorithm was adopted to achieve intelligent components classification, which enhances prediction efficiency significantly. An example was offered, which verified the effectiveness of the cloud-based reliability prediction tool. Its characteristics of low-cost, rapidly-deployed and easy-to-use were shown, which differ it from traditional prediction tools, and make it suitable for commercial companies and electronic products.",,978-1-6654-3757-8,10.1109/CECIT53797.2021.00084,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741889,reliability prediction;microservice architecture;naive Bayesian algorithm;commercial electronics,Cloud computing;Reliability engineering;Prediction algorithms;Product design;Software reliability;Classification algorithms;Bayes methods,,1,,10,IEEE,01-Apr-22,,,IEEE,IEEE Conferences
Containerized Development and Microservices for Self-Driving Vehicles: Experiences & Best Practices,C. Berger; B. Nguyen; O. Benderius,"Department of Computer Science and Engineering, University of Gothenburg, Sweden; Department of Mechanics and Maritime Sciences, Chalmers University of Technology, Gothenburg, Sweden; Department of Mechanics and Maritime Sciences, Chalmers University of Technology, Gothenburg, Sweden",2017 IEEE International Conference on Software Architecture Workshops (ICSAW),26-Jun-17,2017,,,7,12,"In this paper, experiences and best practices from using containerized software microservices for self-driving vehicles are shared. We applied the containerized software paradigm successfully to both the software development and deployment to turn our software architecture in the vehicles following the idea of microservices. Key enabling elements include onboarding of new developers, both researchers and students, traceable development and packaging, convenient and bare-bone deployment, and traceably archiving binary distributions of our quickly evolving software environment. In this paper, we share our experience from working one year with containerized development and deployment for our self-driving vehicles highlighting our reflections and application-specific shortcomings, our approach uses several components from the widely used Docker ecosystem, but the discussion in this paper generalizes these concepts. We conclude that the growingly complex automotive software systems in combination with their computational platforms should be rather understood as data centers on wheels to design both, (a) the software development and deployment processes, and (b) the software architecture in such a way to enable continuous integration, continuous deployment, and continuous experimentation.",,978-1-5090-4793-2,10.1109/ICSAW.2017.56,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7958428,,Software;Cameras;Sensors;Containers;Software architecture;Hardware;Best practices,,17,1,17,IEEE,26-Jun-17,,,IEEE,IEEE Conferences
Bringing computation to the data: A MOEA-driven approach for optimising data processing in the context of the SKA and SRCNet,M. Parra-Royón; Á. Rodríguez-Gallardo; S. Sánchez-Expósito; L. Darriba-Pol; J. Sánchez-Castañeda; M. Mendoza; J. Garrido; J. Moldón; L. Verdes-Montenegro,"IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain; IAA-CSIC Glorieta de la Astronomía, s/n, Instituto de Astrofísica de Andalucía, Granada, Spain",2024 IEEE International Conference on Evolving and Adaptive Intelligent Systems (EAIS),26-Jun-24,2024,,,1,8,"The Square Kilometre Array (SKA) is a next-generation radio astronomy-driven big data facility that will revolutionise our understanding of the Universe and the laws of fundamental physics, and needs innovative solutions for efficient data processing. The SKA Regional Centres Network (SRCNet) is a collaborative ecosystem tasked with the demanding role of processing and analyzing SKA data products. With SKA, the near-exascale computing will be a challenge, chief among them being the issue of data movement. As computational capabilities, the sheer volume of generated data becomes staggering. The traditional approach of moving tons of data to centralized computing resources becomes impractical due to the limitations of existing networks and storage infrastructures. The data transfer bottleneck becomes a critical impediment, hindering the overall efficiency. To overcome this challenge, a paradigm shift is imperative. Strategies such as in-situ processing and distributed computing models where computation is moved to the data emerge as promising solutions. In the realm of SKA and specifically within SRCNet data processing needs, the conjunction of Function-as-a-Service (FaaS) with a decision-making entity driven by Evolutionary Algorithms (EAs) becomes pivotal. FaaS abstracts away infrastructure management concerns, enabling the deployment of modular functions in close proximity to data sources. This development aligns with the principle of bringing computation to the data, mitigating the challenges associated with extensive data transfers. The decision-making entity, guided by EAs, facilitates a systematic exploration of near-optimal execution plans, that will provide with detailed information on how and where a function should be executed within the overall computing and data infrastructure. With the focus on two objectives such as execution time and energy consumption, and constraints like data transfers or data locations, Multi-Objective Evolutionary Algorithms (MOEAs) could be a good option to optimise the movement of the computation to the data. In this context, MOEAs could provide a baseline guide for efficient and cost-effective data processing for the computation model within the SRCNet. Our proposal unifies the technical aspects of FaaS deployment, together with the mathematical modelling and code implementation of a customised first approach MOEA model for the optimisation of function execution plans within the SRCNet architecture and its integration with FaaS.",2473-4691,979-8-3503-6623-5,10.1109/EAIS58494.2024.10570022,Junta de Andalucía; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10570022,,Energy consumption;Computational modeling;Decision making;Distributed databases;Computer architecture;Data transfer;Data models,,,,15,IEEE,26-Jun-24,,,IEEE,IEEE Conferences
Faceted Search in Business Intelligence on the Cloud,H. Al-Aqrabi; L. Liu; R. Hill; L. Cui; J. Li,"School of Computing and Mathematics, University of Derby, Derby, United Kingdom; School of Computing and Mathematics, University of Derby, Derby, United Kingdom; School of Computing and Mathematics, University of Derby, Derby, United Kingdom; School of Computer Science & Engineering, Beihang University, Beijing, China; Beihang University, Beijing, CN","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing",12-Dec-13,2013,,,842,849,"Faceted search is a new concept in search engines for implementing a feature of direct search queries using guided navigation among the search results. In this concept, the search results are grouped and ranked under facets that guide a user on the dimensions through which the search results can be viewed. It has been implemented on web based query systems by integrating with semantic search engines (like Google, Yahoo and Bing). However, there is a significant opportunity of implementing faceted search in business intelligence (BI) frameworks to include direct searching features through BI dashboards and custom reporting interfaces. In this paper, a technology positioning map for implementing faceted search in BI framework on cloud computing has been presented. BI on the cloud is based on massively parallel processing of hardware and database resources and an XML based service oriented architecture in which the data warehouses and OLAP cubes are formed using XML data files. The architecture has been expanded to include a DOM parser and a DTD mapping system that will parse the 2D XML views (pulled from cubes formed by many-to-many XML files) and extract the database fields to be stored in a facet repository as per pre-established metadata rules. Whenever an OLAP query is invoked by a user (using a decision map), a query coordinator will fetch the relevant 2D OLAP views and group them under facets fetched from the facet repository taking the services of a metadata coordinator. The user can make use of the facets to create direct queries, generate the targeted dashboards, and hence reduce searching time.",,978-0-7695-5046-6,10.1109/GreenCom-iThings-CPSCom.2013.148,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6682162,Faceted search;Business intelligence;OLAP;XML;data files;XML DOM parsing;XML data warehouse;OLAP cubes;Cloud computing,XML;Bismuth;Databases;Business;Films;Data warehouses;Search problems,,7,,30,IEEE,12-Dec-13,,,IEEE,IEEE Conferences
The Research on Agricultural Product Price Forecasting Service Based on Combination Model,G. Zheng; H. Zhang; J. Han; C. Zhuang; L. Xi,"College of Information and Management Sciences, Henan Agricultural University, Zhengzhou, P.R.China; College of Information and Management Sciences, Henan Agricultural University, Zhengzhou, P.R.China; College of Information and Management Sciences, Henan Agricultural University, Zhengzhou, P.R.China; College of Information and Management Sciences, Henan Agricultural University, Zhengzhou, P.R.China; College of Information and Management Sciences, Henan Agricultural University, Zhengzhou, P.R.China",2020 IEEE 13th International Conference on Cloud Computing (CLOUD),18-Dec-20,2020,,,4,9,"Under the market economy, the moderate fluctuations in the price were normal reaction of the market mechanism. However, excessive fluctuations in the price would also bring adverse effects to corresponding industry. The price change of agricultural products was the great event vital to national well-being and the people's livelihood. Since the price of agricultural products was affected by many factors, it was difficult to predict the price of agricultural products timely and accurately. The emergence of cloud computing, accompanied by massive storage space, huge computing capacity and low cost, provided a new direction for data mining to deal with big data. To realize the short-term agricultural product price forecasting, took service oriented forecasting as the guidance, this paper constructed a agricultural product price forecasting service system based on the DOA architecture. The system could conduct the analysis and prediction for the market price through the combined forecasting method of wavelet transform and BP neural network. Based on the 72 sets of monthly price data from January 2013 to December 2018 of the spinach, cabbage, tomato, pepper and potato, this paper studied the changing trend of agricultural products price. Firstly, in this paper, the price was conducted the db5 three scale decomposition using wavelet transform. Then, the shredded trend part and detail part were predicted by BP neural network model respectively. Finally, the prediction results of each component were combined and reconstructed. On the basis of this combined forecasting method, the agricultural product price forecasting service system with functions of price data service and price forecasting service was designed based on DOA architecture. To verify the prediction accuracy to the price of the 5 kinds of vegetables, the prediction accuracy index was used to evaluate and analyze the price prediction results of the system. The results showed that the minimum mean absolute error of the system was 0.083 yuan/kg, the minimum mean percentage error was 3.95%, the minimum mean square error was 0.102 and the agricultural product price forecasting service system combining wavelet transform and BP neural network had better agricultural product price forecasting performance. At the same time, this also meant that the universality of this system could adapt to the price forecasting of a variety of vegetables and provide technical support for producers, operators, consumers and relevant government departments.",2159-6190,978-1-7281-8780-8,10.1109/CLOUD49709.2020.00009,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284302,Cloud computing;Wavelet transform;BP neural network;Agricultural products;Price forecasting service,Wavelet transforms;Cloud computing;Analytical models;Neural networks;Predictive models;Agricultural products;Forecasting,,2,,22,IEEE,18-Dec-20,,,IEEE,IEEE Conferences
SpaceCubeX: A framework for evaluating hybrid multi-core CPU/FPGA/DSP architectures,A. G. Schmidt; G. Weisz; M. French; T. Flatley; C. Y. Villalpando,"Information Sciences Institute, University of Southern California; Information Sciences Institute, University of Southern California; Information Sciences Institute, University of Southern California; Science Data Processing Branch, NASA Goddard Space Flight Center; Jet Propulsion Laboratory, California Institute of Technology",2017 IEEE Aerospace Conference,08-Jun-17,2017,,,1,10,"The SpaceCubeX project is motivated by the need for high performance, modular, and scalable on-board processing to help scientists answer critical 21st century questions about global climate change, air quality, ocean health, and ecosystem dynamics, while adding new capabilities such as low-latency data products for extreme event warnings. These goals translate into on-board processing throughput requirements that are on the order of 100–1,000x more than those of previous Earth Science missions for standard processing, compression, storage, and downhnk operations. To study possible future architectures to achieve these performance requirements, the SpaceCubeX project provides an evolvable testbed and framework that enables a focused design space exploration of candidate hybrid CPU/FPGA/DSP processing architectures. The framework includes ArchGen, an architecture generator tool populated with candidate architecture components, performance models, and IP cores, that allows an end user to specify the type, number, and connectivity of a hybrid architecture. The framework requires minimal extensions to integrate new processors, such as the anticipated High Performance Spaceflight Computer (HPSC), reducing time to initiate benchmarking by months. To evaluate the framework, we leverage a wide suite of high performance embedded computing benchmarks and Earth science scenarios to ensure robust architecture characterization. We report on our projects Year 1 efforts and demonstrate the capabihties across four simulation testbed models, a baseline SpaceCube 2.0 system, a dual ARM A9 processor system, a hybrid quad ARM A53 and FPGA system, and a hybrid quad ARM A53 and DSP system.",,978-1-5090-1613-6,10.1109/AERO.2017.7943876,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943876,,Computer architecture;Program processors;Geoscience;Climate change;Aerospace electronics;Field programmable gate arrays;Benchmark testing,,11,,14,IEEE,08-Jun-17,,,IEEE,IEEE Conferences
Leveraging service-oriented architecture to extend a legacy commerce system,J. J. Mulcahy; Shihong Huang; A. B. Veghte,"Computer Science & Engineering, Florida Atlantic University, Boca Raton, FL, USA; Computer Science & Engineering, Florida Atlantic University, Boca Raton, FL, USA; Computer Science & Engineering, Florida Atlantic University, Boca Raton, FL, USA",2010 IEEE International Systems Conference,07-Jun-10,2010,,,243,248,"Among the many challenges faced by businesses that maintain legacy software systems is the integration of those systems with external data sources, which are often other software systems developed and maintained by otherwise unrelated entities. Leveraging service oriented-architecture (SOA) provides a method by which the business value of a legacy system can be extended without the expensive alternative of reengineering or of complete replacement of the software. This paper describes a particular implementation that used a SOA approach to enhance and extend the functionality of a mature, complex multi-channel commerce enterprise system. The implementation linked the legacy enterprise system of a multi-channel merchant with that of an international shipping company that provides a service for electronic shipping label requests. The goal was to further automate the process of shipping and tracking of purchased products returned by customers of the merchant.",,978-1-4244-5884-4,10.1109/SYSTEMS.2010.5482334,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5482334,systems of systems;service-oriented architecture (SOA);software maintenance;systems integration;software reuse;legacy software systems,Service oriented architecture;Business;Software systems;Software maintenance;Computer science;Maintenance engineering;Data engineering;Simple object access protocol;Enterprise resource planning;Companies,,5,3,18,IEEE,07-Jun-10,,,IEEE,IEEE Conferences
Preproduction Deploys: Cloud-Native Integration Testing,J. J. Carroll; P. Anand; D. Guo,"Infrastructure, Coursera, Mountain View; Infrastructure, Coursera, Mountain View; Infrastructure, Coursera, Mountain View",2021 IEEE Cloud Summit (Cloud Summit),29-Dec-21,2021,,,41,48,"The microservice architecture for cloud-based systems is extended to not only require each loosely coupled component to be independently deployable, but also to provide independent routing for each component. This supports canary deployments, green/blue deployments and roll-back. Both ad hoc and system integration test traffic can be directed to components before they are released to production traffic. Front-end code is included in this architecture by using server-side rendering of JS bundles. Environments for integration testing are created with preproduction deploys side by side with production deploys using appropriate levels of isolation. After a successful integration test run, preproduction components are known to work with production precisely as it is. For isolation, test traffic uses staging databases that are copied daily from the production databases, omitting sensitive data. Safety and security concerns are dealt with in a targeted fashion, not monolithically. This architecture scales well with organization size; is more effective for integration testing; and is better aligned with agile business practices than traditional approaches.",,978-1-6654-2582-7,10.1109/IEEECloudSummit52029.2021.00015,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9658870,cloud computing;microservices;software architecture;software integration testing,Cloud computing;Databases;Software architecture;Microservice architectures;Production;Computer architecture;System integration,,2,,31,IEEE,29-Dec-21,,,IEEE,IEEE Conferences
Towards a Digital Twin Platform for Industrie 4.0,M. Redeker; J. N. Weskamp; B. Rössl; F. Pethig,"Fraunhofer IOSB, IOSB-INA Lemgo, Fraunhofer Institute of Optronics, System Technologies and Image Exploitation; Fraunhofer IOSB, IOSB-INA Lemgo, Fraunhofer Institute of Optronics, System Technologies and Image Exploitation; Fraunhofer IOSB, IOSB-INA Lemgo, Fraunhofer Institute of Optronics, System Technologies and Image Exploitation; Fraunhofer IOSB, IOSB-INA Lemgo, Fraunhofer Institute of Optronics, System Technologies and Image Exploitation",2021 4th IEEE International Conference on Industrial Cyber-Physical Systems (ICPS),05-Jul-21,2021,,,39,46,"In an Industrie 4.0 (I4.0), rigid structures and architectures applied in manufacturing and industrial information technologies today, should be replaced by highly dynamic and self-organizing networks. Today's proprietary technical systems lead to strictly defined engineering processes and value chains. Interacting Digital Twins (DT) are considered an enabling technology that could help to increase flexibility based on semantically enriched information. Nevertheless, for interacting digital twins to become a reality, their implementation should be based on existing standards like the Asset Administration Shell (AAS). Additionally, DT Platforms could accelerate development, deployment and ensure resilient operation of DT. This paper presents such a platform based on a microservices architecture and offering solutions for continuous deployment, data infrastructure and I4.0 business services. The platform is evaluated in the use case scenarios platform-based manufacturing and collaborative condition monitoring. As a result, implemented AAS-based mi-croservices organize manufacturing, and submodels of the AAS enable cross-company data sharing for collaborative condition monitoring. Future work should focus on fault-management and service recovery, as well as integration of the AAS into lower platform layers, e.g. for improving data usage control.",,978-1-7281-6207-2,10.1109/ICPS49255.2021.9468204,Ministry of Economic Affairs; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9468204,Industrie 4.0;Digital Twin;Asset Administration Shell;Semantic Interoperability;Big Data Platform;Mi-croservices Architecture;Manufacturing;Collaborative Condition Monitoring;GAIA-X,Industries;Condition monitoring;Digital twin;Conferences;Collaboration;Self-organizing networks;Manufacturing,,22,,40,IEEE,05-Jul-21,,,IEEE,IEEE Conferences
A Digital Enterprise Architecture based on Cloud-Based Services and Digital Signatures,M. Marian; A. Cusman; F. Stîngă; D. Popescu,"Dept. of Computers and IT, University of Craiova, Craiova, Romania; CERT DIGITAL, Centrul de Calcul S.A., Tg. Jiu, Romania; Dept. of Automation and Electronics, University of Craiova, Craiova, Romania; Dept. of Automation and Electronics, University of Craiova, Craiova, Romania",2024 25th International Carpathian Control Conference (ICCC),01-Jul-24,2024,,,1,6,"Digital Enterprise (DE) is defined as an organization that uses digital technologies in its operations to gain a competitive advantage. Starting from reshaping infrastructure and operations using information technology, businesses have evolved into a digital transformation, including, and adopting digital solutions throughout the organization. The paper presents two particular DE component services: Document Management (DMS) and Electronic Archiving (EA). These services are offered by reusing some functionalities provided by the microservices that compose the middleware developed within the project. Also, the services offered by CBS (Cloud-Based Signature) and OCC (Online Content Certification) products, resulting from the performance of previous project activities, are also integrated within the DE. The design and implementation of the DMS, respectively EA components started from the SDK (Software Development Kit) developed in the DE's middleware. It contains a set of auxiliary subcomponents that define the data structure (models’ area) and common behavior (services area).",,979-8-3503-5070-8,10.1109/ICCC62069.2024.10569192,European Regional Development Fund(grant numbers:2021-2023); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10569192,digitalization;cloud computing;electronic signature,Digital transformation;Microservice architectures;Europe;Organizations;Market research;Middleware;Information technology,,,,7,IEEE,01-Jul-24,,,IEEE,IEEE Conferences
Design of a smart gateway solution based on the exploration of specific challenges in IoT,V. P. Venkatesan; C. P. Devi; M. Sivaranjani,"Department of Banking Technology, Pondicherry University, Pondicherry, India; Department of Information technology, Sri Manakula Vinayagar Engineering College, Puducherry, India; Department of Banking Technology, Pondicherry University, Pondicherry, India","2017 International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)",05-Oct-17,2017,,,22,31,"The Internet of Things environment is rising at a staggering rate. Every day, we are observing the appearance of new devices, cameras, smartphones and sensors that are connected to the internet. It is visualized IoT will discover, integrate and make use of such devices and their data in the progress of new services and products that can alter and positively blow our lives. In this survey, the technologies, key concepts and recent developments in IoT are systematically reviewed. Firstly, the concept and various applications of IoT are discussed; then the technologies of IoT are compared with its diverse selected characteristics followed by the discussion on communication features of IoT; subsequently technological challenges in IoT are explored which lead to the thought of discussion on recent perspectives in IoT. Among these perspectives, nowadays, IoT needs a service oriented approach to improve the functionality of device and to provide successful application integration using middleware architecture. Finally, the critical disputes that require addressing by research community are investigated and a solution for these issues is taken in hand by using IoT gateway and a proposal has been made to make the data handling in IoT more efficient.",,978-1-5090-3243-3,10.1109/I-SMAC.2017.8058352,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8058352,Internet of Things (IoT);Service Oriented IoT;Service Oriented Architecture (SOA);Middleware;IoT gateway,Internet of Things;Radiofrequency identification;Medical services;Monitoring;Agriculture;Mobile communication,,8,,54,IEEE,05-Oct-17,,,IEEE,IEEE Conferences
