Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Detecting Inconsistencies in Microservice-Based Systems: An Annotation-Assisted Scenario-Oriented Approach,C. -A. Sun; Y. Gong; M. Li; L. Xu; J. Han; Y. Han,"Department of Computer Science and Technology, University of Science and Technology Beijing, Beijing, China; Department of Computer Science and Technology, University of Science and Technology Beijing, Beijing, China; Department of Computer Science and Technology, University of Science and Technology Beijing, Beijing, China; Intelligent Technology Research Institute, China Electronic Technology Group Corporation, Beijing, China; School of Software and Electrical Engineering, Swinburne University of Technology, Melbourne, VIC, Australia; School of Information Engineering, North China University of Technology, Beijing, China",IEEE Transactions on Services Computing,8 Oct 2024,2024,17,5,2194,2209,"Microservice architecture (MSA) has been widely adopted to develop various large-scale distributed systems. Microservice-based systems (MBSs) comprise a number of independently deployed microservices fulfilling the specific functionalities. Unique characteristics of microservices, such as independent and parallel development, rapid iteration, and distributed deployment, result in low observability and reliability of MBSs. A typical solution is to regulate system behavior in specifications of MBSs, and then develop and test MBSs based on these specifications. However, current microservice specifications focus on describing the APIs of microservices without describing the behavior expectation for an MBS. In this article, we propose an annotation-assisted and scenario-oriented approach, called MSA_Sighter, to detect behavior inconsistencies in MBSs. In MSA_Sighter, the details of an MBS are captured in a description model (MSDM), which can be extracted automatically from the functional services through annotation-assisted runtime component instance analysis and static program analysis. Given a specific business scenario, inconsistency detection is conducted by analyzing the actual behavior's conformance to the expected behavior, where the former is collected through distributed tracing while the latter is derived from the MSDM. We have developed a supporting tool called ConsChecker and evaluated MSA_Sighter's effectiveness on three open-source MBSs in GitHub. The experimental results have shown that MSA_Sighter can effectively detect inconsistencies in MBSs during system development and evolution.",1939-1374,,10.1109/TSC.2024.3399652,"National Natural Science Foundation of China(grant numbers:62272037,61872039); Open Research Fund Program of Beijing Key Laboratory on Integration and Analysis of Large-scale Stream Data(grant numbers:220190804); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10542425,Microservice;microservice-based systems;scenario-oriented testing;inconsistency detection;conformance testing;verification;software evolution,Microservice architectures;Unified modeling language;Computer architecture;Software systems;Restful API;Java;Business,,,,46,IEEE,30 May 2024,,,IEEE,IEEE Journals
Servitization of Customized 3D Assets and Performance Comparison of Services and Microservices Implementations,A. Ruiz-Zafra; J. Pigueiras-del-Real; M. Noguera; L. Chung; D. G. Barres; K. Benghazi,"Departament of Software Engineering - ETSIIT, University of Granada, Granada, Spain; Departament of Physics and Condensed Material, University of Cadiz, Cadiz, Spain; Departament of Software Engineering - ETSIIT, University of Granada, Granada, Spain; Departament of Computer Science, University of Texas at Dallas (UT Dallas), Richardson, TX, USA; Departament of Software Engineering - ETSIIT, University of Granada, Granada, Spain; Departament of Software Engineering - ETSIIT, University of Granada, Granada, Spain",IEEE Transactions on Services Computing,5 Feb 2024,2024,17,1,194,208,"3D models (or assets) that are present in many of modern software applications are first modeled by graphic designers using dedicated computer graphic tools and then integrated into such software applications or apps by software developers. This simple workflow/procedure requires developers to have a basic grounding in computer graphics, since 3D engines, libraries and third-party software are needed for this kind of integrations. Oftentimes, 3D designers are also required to customize or produce versions of a 3D model and thus, they must re-model all the assets before they are returned back to the developers for integration into the applications. This procedure also occurs whenever a modification or customization is requested. One possible significant improvement to this traditional, poorly automated workflow is to use services-oriented technology and features servitization to carry out the customization of 3D assets on-demand. In this article, we introduce $ \mu $μS3D, an open-source microservices-based platform designed to support features relating to the customization of 3D models. $ \mu $μS3D not only enables 3D assets to be customized without the need for computer graphic tools or designers, but also allows 3D models to be visualized through web technologies (e.g., HTML, Javascript and web component to visualize and interact with 3D models), thereby avoiding the development of computer graphics libraries or components in final software products. The article describes the elements that $ \mu $μS3D comprises, explains how it works and presents a series of load tests to compare the performance (time consumption, CPU and memory utilization) of $ \mu $μS3D when implemented and deployed as a microservices platform against a monolithic-based implementation, showing similar results with a low number of users (and requests) but reducing, on average, 64.32% the response time in the microservice-based implementation for a large number of users; reducing CPU utilization on microservice-based implementation and remaining the memory usage more or less constant in both implementations.",1939-1374,,10.1109/TSC.2023.3339991,"Spanish Ministry of Science and Innovation(grant numbers:PID2020-118112RB-C21,PID2020-118112RB-C22); Plan Andaluz de Investigación, Desarrollo e Innovación(grant numbers:PAIDI 2020); Proyectos de investigación orientados a los retos de la sociedad andaluza(grant numbers:P18-RT-4550); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10345729,3D models;graphics;services;microservices;customization;  $ \mu $   μ     s3d;architectures,Three-dimensional displays;Solid modeling;Microservice architectures;Software;Computational modeling;Load modeling;Libraries,,,,39,IEEE,6 Dec 2023,,,IEEE,IEEE Journals
On Optimization of Next-Generation Microservice-Based Core Networks,A. Tassi; D. Warren; Y. Wang; D. Bhamare; R. Behravesh,"Advanced Network Research, Samsung R&D Institute, Staines, U.K.; Communications Research, Samsung R&D Institute, Staines, U.K.; Advanced Network Research, Samsung R&D Institute, Staines, U.K.; Advanced Network Research, Samsung R&D Institute, Staines, U.K.; Advanced Network Research, Samsung R&D Institute, Staines, U.K.",IEEE Transactions on Vehicular Technology,19 Jun 2024,2024,73,6,9199,9204,"Next-generation mobile core networks are required to be scalable and capable of efficiently utilizing heterogeneous bare metal resources that may include edge servers. To this end, microservice-based solutions where control plane procedures are deconstructed in their fundamental building blocks are gaining momentum. This letter proposes an optimization framework delivering the partitioning and mapping of large-scale microservice graphs onto heterogeneous bare metal deployments while minimizing the total network traffic among servers. An efficient heuristic strategy for solving the optimization problem is also provided. Simulation results show that, with the proposed framework, a microservice-based core can consistently support the requested load in heterogeneous bare metal deployments even when alternative architecture fails. Besides, our framework ensures an overall reduction in the control plane-related network traffic if compared to current core architectures.",1939-9359,,10.1109/TVT.2024.3355335,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10402017,5G;6G;microservice and control plane;SBA,Servers;Optimization;Noise measurement;Metals;Microservice architectures;Telecommunication traffic;Computational modeling,,,,12,IEEE,17 Jan 2024,,,IEEE,IEEE Journals
Containerized Microservices: A Survey of Resource Management Frameworks,L. M. Al Qassem; T. Stouraitis; E. Damiani; I. M. Elfadel,"Center for Secure Cyber Physical Systems and the College of Computing and Mathematical Sciences, Khalifa University, Abu Dhabi, UAE; Center for Secure Cyber Physical Systems and the College of Computing and Mathematical Sciences, Khalifa University, Abu Dhabi, UAE; Center for Secure Cyber Physical Systems and the College of Computing and Mathematical Sciences, Khalifa University, Abu Dhabi, UAE; Center for Secure Cyber Physical Systems and the College of Computing and Mathematical Sciences, Khalifa University, Abu Dhabi, UAE",IEEE Transactions on Network and Service Management,22 Aug 2024,2024,21,4,3775,3796,"The growing adoption of microservice architectures (MSAs) has led to major research and development efforts to address their challenges and improve their performance, reliability, and robustness. Important aspects of MSA that are not sufficiently covered in the open literature include efficient cloud resource allocation and optimal power management. Other aspects of MSA remain widely scattered in the literature, including cost analysis, service level agreements (SLAs), and demand-driven scaling. In this article, we examine recent cloud frameworks for containerized microservices with a focus on efficient resource utilization using auto-scaling. We classify these frameworks on the basis of their resource allocation models and underlying hardware resources. We highlight current MSA trends and identify workload-driven resource sharing within microservice meshes and SLA streamlining as two key areas for future microservice research.",1932-4537,,10.1109/TNSM.2024.3388633,Khalifa University Center of Secure Cyberphysical System; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499978,Microservices;containers;resource management;container orchestration;machine learning;workload forecasting;reactive allocation;predictive allocation,Microservice architectures;Resource management;Cloud computing;Containers;Service level agreements;Computer architecture;Surveys,,1.0,,120,IEEE,15 Apr 2024,,,IEEE,IEEE Journals
Design of Industrial Edge Applications Based on IEC 61499 Microservices and Containers,W. Dai; Y. Zhang; L. Kong; J. H. Christensen; D. Huang,"Shanghai Jiao Tong University, Shanghai, China; Shanghai Jiao Tong University, Shanghai, China; Huawei Technology Ltd., Shenzhen, China; Holobloc Inc., Cleveland, OH, USA; Department of Automation, Shanghai Jiao Tong University Shanghai, Shanghai, China",IEEE Transactions on Industrial Informatics,21 Jun 2023,2023,19,7,7925,7935,"Industrial automation is entering a new era of the Industrial Internet with enhanced computing, communication, and storage capabilities provided by cloud computing and field devices. The paradigm of automation systems is shifting from the ISA-95 pyramid to the two-layers architecture: industrial cloud and edge computing. Industrial software is also evolving under the new architecture in ways for which dedicated software applications are no longer suited. Service-based industrial cloud and edge applications provide maximum flexibility, interoperability, and efficiency by combining the IEC 61499 standard, microservice architecture, and container technology. This article provides orchestration methods and deployment procedures for the OT-IT hybrid industrial edge applications. The feasibility of the proposed approach is demonstrated by an industrial case study with accompanying performance analysis.",1941-0050,,10.1109/TII.2022.3214199,"National R&D Key Program of China(grant numbers:2021YFB1714000); National Natural Science Foundation of China(grant numbers:61973216,62122048); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9918040,Industrial edge computing;IEC 61499;microservices;linux container;virtualization,Microservice architectures;IEC Standards;Cloud computing;Computer architecture;Containers;Automation;Virtualization,,10.0,,30,IEEE,13 Oct 2022,,,IEEE,IEEE Journals
MicroNet: Operation Aware Root Cause Identification of Microservice System Anomalies,J. Yang; Y. Guo; Y. Chen; Y. Zhao,"School of Information and Electronic Engineering, Beijing Jiaotong University, Beijing, China; School of Information and Electronic Engineering, Beijing Jiaotong University, Beijing, China; School of Information and Electronic Engineering, Beijing Jiaotong University, Beijing, China; School of Information and Electronic Engineering, Beijing Jiaotong University, Beijing, China",IEEE Transactions on Network and Service Management,22 Aug 2024,2024,21,4,4255,4267,"Microservice architecture has been widely adopted in large-scale applications. However, it also brings new challenges to ensuring reliable performance and maintenance due to the huge volume of data and complex dependencies of microservices. Existing approaches still suffer from the over-aggregation of data, interference from anomaly propagation, and ignoration of component differences. To solve these issues, this paper builds a root cause diagnosis framework at the operation granularity, named as MicroNet. Since operations are subfunctions of microservices, recorded as invocation purposes, we propose the operation-centric perspective, to realize fine-grained data aggregation and operation-level anomaly backtracking. We decompose the diagnosis task into four phases: dependency graph construction, anomaly detection, anomaly evaluation, and culprit location. To construct the invocation dependency accurately, we propose the concept of meta call, defined as the triple (caller, operation, callee), the smallest unit that can be aggregated. Based on the dependency graph, we quantify the operation’s abnormality by analyzing the operation execution process, to backtrack the propagated anomalies. Then, we customize a personalized PageRank algorithm to identify the root cause in which invocation latency and different invocation relationships are considered simultaneously. Our experimental evaluation on an open dataset shows that MicroNet can effectively locate root causes with 90% mean average precision, outperforming state-of-the-art methods.",1932-4537,,10.1109/TNSM.2024.3387552,National Key Research and Development Project of China(grant numbers:2022YFB3303702); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10500843,Microservice architecture;operation analysis;root cause location,Microservice architectures;Data aggregation;Interference;Time factors;System performance;Receivers;Logic gates,,1.0,,63,IEEE,16 Apr 2024,,,IEEE,IEEE Journals
A New Data Processing Architecture for Multi-Scenario Applications in Aviation Manufacturing,W. Wang; L. Fan; P. Huang; H. Li,"School of Mechanical and Electrical Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Mechanical and Electrical Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Mechanical and Electrical Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Mechanical and Electrical Engineering, University of Electronic Science and Technology of China, Chengdu, China",IEEE Access,5 Jul 2019,2019,7,,83637,83650,"The development of industry 4.0 has spurred the transformation of traditional manufacturing into modern industrial Internet-of-Things. The most notable feature during this transition is the improvement of digitization and intelligence based on the massive data drives. In such a data-driven environment, the processing, storage, and utilization of the industry data get more and more important. Usually, the traditional data processing architecture runs as a one-way streamline, which cannot adapt to the different requirements of the multi-scenario application. This paper proposed a new industrial big data processing architecture called Phi architecture, which can realize many functions such as batch data processing and stream data processing, distributed storage and access, and real-time control. Compared with other data processing architecture, the Phi architecture combined with edge computing and feedback control has the ability to deal with the different demands in aviation manufacturing. Next, the new architecture is designed for microservices pattern, which improves the flexibility and stability of the architecture, and makes it independent operated in multi-scenarios, such as state monitoring of workshop, adaptive data acquisition, feedback control, and user-oriented information classification. As a proof of concept, the architecture has been tested in a simulation digital manufacturing workshop. The results verify the improved effectiveness of the Phi architecture on the data feedback control and real-time processing. And, the development of microservices architecture greatly improves the efficiency, adaptability, and extensibility of the manufacturing process.",2169-3536,,10.1109/ACCESS.2019.2925114,National Science and Technology Major Project(grant numbers:2017ZX04002001); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8746121,Data processing architecture;real-time feedback;edge computing;microservices;multi-scenario application,Computer architecture;Data processing;Edge computing;Manufacturing;Cloud computing;Real-time systems;Industries,,19.0,,37,CCBY,26 Jun 2019,,,IEEE,IEEE Journals
Advancing Static Code Analysis With Language-Agnostic Component Identification,M. Schiewe; J. Curtis; V. Bushong; T. Cerny,"Department of Computer Science, Baylor University, Waco, TX, USA; Department of Computer Science, Baylor University, Waco, TX, USA; Department of Computer Science, Baylor University, Waco, TX, USA; Department of Computer Science, Baylor University, Waco, TX, USA",IEEE Access,24 Mar 2022,2022,10,,30743,30761,"Static code analysis of software systems has proven beneficial for a broad range of domains, including security assessments, coding practice, error detection, and others. However, as modern systems have grown in complexity and heterogeneity over the past few decades, advances in development frameworks have dominated. Rather than involving low-level language constructs, these frameworks typically focus on software components, including data entities, controllers, and endpoints. As a result, current code analysis approaches have become unsuitable for analyzing these modern systems due to their focus on low-level constructs in a single language. Thus, code analysis has become a far more complicated endeavor thanks to the plethora of languages, frameworks, and design approaches in modern software development. This paper presents a novel approach to solving the problem of being tied to a single language and its low-level constructs. The system’s source code is transformed into an intermediate representation called a language-agnostic abstract-syntax tree. This system representation is then assessed by generalized component parsers that extract relevant high-level information, such as components, from low-level structures. The design of the approach is presented here in detail, along with its evaluation in a case study involving two large, heterogeneous, cloud-native system benchmarks (Java and C++ microservices). The study demonstrates a unified identification approach to determine system data entities and endpoints. Utilizing higher-level constructs, such as components, can advance the current practice of system analysis to better face broader problems introduced by modern system development practices.",2169-3536,,10.1109/ACCESS.2022.3160485,National Science Foundation(grant numbers:1854049); Red Hat Research (https://research.redhat.com); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9737496,Code analysis;distributed systems;enterprise architecture;microservices,Codes;Microservice architectures;Unified modeling language;Task analysis;Static analysis;Complexity theory;Optimization,,19.0,,45,CCBY,17 Mar 2022,,,IEEE,IEEE Journals
On Code Analysis Opportunities and Challenges for Enterprise Systems and Microservices,T. Cerny; J. Svacina; D. Das; V. Bushong; M. Bures; P. Tisnovsky; K. Frajtak; D. Shin; J. Huang,"Department of Computer Science, Baylor University, Waco, USA; Department of Computer Science, Baylor University, Waco, USA; Department of Computer Science, Baylor University, Waco, USA; Department of Computer Science, Baylor University, Waco, USA; Department of Computer Science, Faculty of Electrical Engineering, Czech Technical University, Prague, Czech Republic; Red Hat Czech, Brno, Czech Republic; Department of Computer Science, Faculty of Electrical Engineering, Czech Technical University, Prague, Czech Republic; Department of Computer Science, New Mexico Tech, Socorro, USA; School of Computer Science, Chongqing University of Posts and Telecommunications, Chongqing, China",IEEE Access,10 Sep 2020,2020,8,,159449,159470,"Code analysis brings excellent benefits to software development, maintenance, and quality assurance. Various tools can uncover code defects or even software bugs in a range of seconds. For many projects and developers, the code analysis tools became essential in their daily routines. However, how can code analysis help in an enterprise environment? Enterprise software solutions grow in scale and complexity. These solutions no longer involve only plain objects and basic language constructs but operate with various components and mechanisms simplifying the development of such systems. Enterprise software vendors have adopted various development and design standards; however, there is a gap between what constructs the enterprise frameworks use and what current code analysis tools recognize. This manuscript aims to challenge the mainstream research directions of code analysis and motivate for a transition towards code analysis of enterprise systems with interesting problems and opportunities. In particular, this manuscript addresses selected enterprise problems apparent for monolithic and distributed enterprise solutions. It also considers challenges related to the recent architectural push towards a microservice architecture. Along with open-source proof-of-concept prototypes to some of the challenges, this manuscript elaborates on code analysis directions and their categorization. Furthermore, it suggests one possible perspective of the problem area using aspect-oriented programming.",2169-3536,,10.1109/ACCESS.2020.3019985,National Science Foundation(grant numbers:1854049); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9179733,Code analysis;distributed systems;enterprise architecture;enterprise systems;global governance;microservice,Computer architecture;Software;Standards;Security;Computer science;Best practices,,18.0,,184,CCBY,28 Aug 2020,,,IEEE,IEEE Journals
The Jaseci Programming Paradigm and Runtime Stack: Building Scale-Out Production Applications Easy and Fast,J. Mars; Y. Kang; R. Daynauth; B. Li; A. Mahendra; K. Flautner; L. Tang,"University of Michigan, Ann Arbor, MI, USA; University of Michigan, Ann Arbor, MI, USA; University of Michigan, Ann Arbor, MI, USA; University of Michigan, Ann Arbor, MI, USA; University of Michigan, Ann Arbor, MI, USA; University of Michigan, Ann Arbor, MI, USA; University of Michigan, Ann Arbor, MI, USA",IEEE Computer Architecture Letters,23 Aug 2023,2023,22,2,101,104,"Today's production scale-out applications include many sub-application components, such as storage backends, logging infrastructure and AI models. These components have drastically different characteristics, are required to work in collaboration, and interface with each other as microservices. This leads to increasingly high complexity in developing, optimizing, configuring, and deploying scale-out applications, raising the barrier to entry for most individuals and small teams. We developed a novel co-designed runtime system, Jaseci, and programming language, Jac, which aims to reduce this complexity. The key design principle throughout Jaseci's design is to raise the level of abstraction by moving as much of the scale-out data management, microservice componentization, and live update complexity into the runtime stack to be automated and optimized automatically. We use real-world AI applications to demonstrate Jaseci's benefit for application performance and developer productivity.",1556-6064,,10.1109/LCA.2023.3274038,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10129141,Serverless computing;artificial intelligence;warehouse-scale computing;runtimes;programming languages,Runtime;Complexity theory;Programming;Microservice architectures;Libraries;Distributed databases;Measurement,,,,17,IEEE,18 May 2023,,,IEEE,IEEE Journals
An Anomaly Detection Algorithm for Microservice Architecture Based on Robust Principal Component Analysis,M. Jin; A. Lv; Y. Zhu; Z. Wen; Y. Zhong; Z. Zhao; J. Wu; H. Li; H. He; F. Chen,"School of Mathematics, South China University of Technology, Guangzhou, China; School of Mathematics, South China University of Technology, Guangzhou, China; School of Mathematics, South China University of Technology, Guangzhou, China; JOYY Inc., Guangzhou, China; JOYY Inc., Guangzhou, China; School of Mathematics, South China University of Technology, Guangzhou, China; School of Mathematics, South China University of Technology, Guangzhou, China; School of Mathematics, South China University of Technology, Guangzhou, China; School of Mathematics, South China University of Technology, Guangzhou, China; School of Management Administration, Guangdong Industry Polytechnic, Guangzhou, China",IEEE Access,29 Dec 2020,2020,8,,226397,226408,"Microservice architecture (MSA) is a new software architecture, which divides a large single application and service into dozens of supporting microservices. With the increasingly popularity of MSA, the security issues of MSA get a lot of attention. In this paper, we propose an algorithm for mining causality and the root cause. Our algorithm consists of two parts: invocation chain anomaly analysis based on robust principal component analysis (RPCA) and a single indicator anomaly detection algorithm. The single indicator anomaly detection algorithm is composed of Isolation Forest (IF) algorithm, One-Class Support Vector Machine (SVM) algorithm, Local Outlier Factor (LOF) algorithm, and  $3\sigma $  principle. For general and network time-consuming anomaly in the process of the MSA, we formulate different anomaly time-consuming detection strategies. We select a batch of sample data and three batches of test data of the 2020 International AIOps Challenge to debug our algorithm. According to the scoring criteria of the competition organizers, our algorithm has an average score of 0.8304 (The full score is 1) in the four batches of data. Our proposed algorithm has higher accuracy than some traditional machine learning algorithms in anomaly detection.",2169-3536,,10.1109/ACCESS.2020.3044610,"National Natural Science Foundation of China(grant numbers:61802129); Natural Science Foundation of Guangdong Province, China(grant numbers:2018A030310381); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9293310,Microservice architecture;root cause analysis;anomaly detection,Anomaly detection;Standards;Topology;Machine learning algorithms;Signal processing algorithms;Containers,,24.0,,42,CCBYNCND,14 Dec 2020,,,IEEE,IEEE Journals
Distributed Digital Twins as Proxies-Unlocking Composability and Flexibility for Purpose-Oriented Digital Twins,A. Aziz; S. S. Chouhan; O. Schelén; U. Bodin,"Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Luleå, Sweden",IEEE Access,15 Dec 2023,2023,11,,137577,137593,"In the realm of the Industrial Internet of Things (IoT) and Industrial Cyber-Physical Systems (ICPS), Digital Twins (DTs) have revolutionized the management of physical entities. However, existing implementations often face constraints due to hardware-centric approaches and limited flexibility. This article introduces a transformative paradigm that harnesses the potential of distributed digital twins as proxies, enabling software-centricity and unlocking composability and flexibility for purpose-oriented digital twin development and deployment. The proposed microservices-based architecture, rooted in service-oriented architecture (SOA) and microservices principles, emphasizes reusability, modularity, and scalability. Leveraging the Lean Digital Twin Methodology and packaged business capabilities expedites digital twin creation and deployment, facilitating dynamic responses to evolving industrial demands. This architecture segments the industrial realm into physical and virtual spaces, where core components are responsible for digital twin management, deployment, and secure interactions. By abstracting and virtualizing physical entities into individual digital twins, this approach lays the groundwork for purpose-oriented composite digital twin creation. Our key contributions involve a comprehensive exposition of the architecture, a practical proof-of-concept (PoC) implementation, and the application of the architecture in a use-case scenario. Additionally, we provide an analysis, including a quantitative evaluation of the proxy aspect and a qualitative comparison with traditional approaches. This assessment emphasizes key properties such as reusability, modularity, abstraction, discoverability, and security, transcending the limitations of contemporary industrial systems and enabling agile, adaptable digital proxies to meet modern industrial demands.",2169-3536,,10.1109/ACCESS.2023.3340132,projects Arrowhead flexible Production Value Network (fPVN) [EU Key Digital Technologies Joint Undertaking (KDT JU)](grant numbers:101111977); Mine.io (Horizon Europe)(grant numbers:101091885); AIMS5.0 (EU KDT JU)(grant numbers:10111208); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10345582,OT virtualization;distributed digital twin as proxy;edge;cloud;composition;flexibility,Digital twins;Industrial Internet of Things;Interoperability;Computer architecture;Security;Virtualization;Microservice architectures,,2.0,,66,CCBYNCND,5 Dec 2023,,,IEEE,IEEE Journals
Component-Based Microservices for Flexible and Scalable Automation of Industrial Bioprocesses,V. Ibarra-Junquera; A. González; C. M. Paredes; D. Martínez-Castro; R. A. Nuñez-Vizcaino,"Laboratorio de Agrobiotecnología, Universidad de Colima, Coquimatlán, México; Laboratorio de Agrobiotecnología, Universidad de Colima, Coquimatlán, México; Facultad de Ingeniería, Universidad Autónoma de Occidente, Cali, Colombia; Facultad de Ingeniería, Universidad Autónoma de Occidente, Cali, Colombia; Facultad de Ingeniería Mecánica y Eléctrica, Universidad de Colima, Coquimatlán, México",IEEE Access,19 Apr 2021,2021,9,,58192,58207,"Industry 4.0 involves the digital transformation of the industry with the integration and digitization of all industrial processes that make up the value chain, which is characterized by adaptability, flexibility, and efficiency to meet the needs of customers in today's market. Therefore, the adaptations of the new bioprocess industry require a lot of flexibility to react quickly and constantly to market changes and to be able to offer more specialized, customized products with high operational efficiency. This paper presents a flexible, scalable, and robust framework based on software components, container technology, microservice concepts, and the publish/subscribe paradigm. This framework allows new components to be added or removed online, without the need for system reconfiguration, while maintaining temporal and functional constraints in industrial automation systems. The main objective of the framework proposed is the use of components based on microservices, allowing easy implementation, scalability, and fast maintenance, without losing or degrading the robustness from previous developments. Finally, the effectiveness of the proposed framework was verified in two case studies (1) a soursop soda making process is presented, with a fuzzy controller implemented to keep the pasteurizer output flow constant (UHT) and (2) an automatic storage tank selection and filling process with actuated valves to direct the fluid to the corresponding tank at the time to start the process. The results showed that the platform provided a high-fidelity design, analysis, and testing environment for the flow of cyber information and its effect on the physical operation in a beverage processing plant with high demand for flexibility, scalability, and robustness of its processes, as they were experimentally verified in a real production process.",2169-3536,,10.1109/ACCESS.2021.3072040,"Research Cooperation between the Universidad de Colima (Mexico), the Universidad Autónoma de Occidente (Colombia), and the Juice Production Plant Punta Delicia, Colima, Mexico; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9399423,Industry 40;distributed industrial automation systems;interoperability;middleware;industrial cyber-physical systems,Computer architecture;Scalability;Containers;Industries;Real-time systems;Production;Process control,,11.0,,30,CCBY,9 Apr 2021,,,IEEE,IEEE Journals
Scheduling Multi-Component Applications Across Federated Edge Clusters With Phare,G. Castellano; S. Galantino; F. Risso; A. Manzalini,"Centre Inria d’Université Côte d’Azur, Valbonne, France; Department of Computer and Control Engineering, Politecnico di Torino, Turin, Italy; Department of Computer and Control Engineering, Politecnico di Torino, Turin, Italy; Innovation Labs, Telecom Italia Mobile, Turin, Italy",IEEE Open Journal of the Communications Society,2 Apr 2024,2024,5,,1814,1826,"The shift towards agile microservice architecture has enabled significant benefits for IT companies but has also resulted in increased complexity for Cloud orchestration tools. Traditional tools were designed for centralized data centers and are ineffective for locating microservices in geographically-distributed edge-like infrastructures. This paper presents Phare, a decentralized scheduling algorithm designed to optimize the placement of microservices by satisfying their computing and communication demands while minimizing deployment costs. Phare employs a heuristic-based approach to solve the NP-Hard scheduling problem, prioritizing the microservices with the more stringent requirements and placing them on the most convenient computing facilities, based on the concept of affinity, contributing to the field by providing a more holistic approach to resource scheduling in edge computing. We validate our approach against Firmament, the state-of-the-art workload scheduling algorithm for component-based applications, on simulated edge infrastructures with hundreds of clusters. Phare achieves up to a  $10\times $  reduction in terms of deployment costs compared to Firmament while providing a much lower scheduling latency.",2644-125X,,10.1109/OJCOMS.2024.3377917,"European Union’s Horizon Europe Research and Innovation Programme Project FLUIDOS (Flexible, Scalable, Secure, and Decentralised Operating System)(grant numbers:101070473); TIM S.p.A. through the Ph.D. Scholarship; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10473112,Resource sharing;cloud-to-edge;service allocation,Costs;Microservice architectures;Task analysis;Scheduling algorithms;Data centers;Cloud computing;Resource management,,,,53,CCBYNCND,18 Mar 2024,,,IEEE,IEEE Journals
Decision as a Service for Transaction Banking Using Service-Oriented Modeling Architecture Methodology,F. L. Gaol; G. D. Nugraha; T. Matsuo,"Computer Science Department, Bina Nusantara University, West Jakarta, Indonesia; Computer Science Department, Bina Nusantara University, West Jakarta, Indonesia; Advanced Institute of Industrial Technology (AIIT), Tokyo, Japan",IEEE Access,2 May 2023,2023,11,,41455,41466,"In order to gain a competitive edge in the banking industry, direct face-to-face interactions between customers and banks are being gradually replaced by virtual interactions. Instead, they communicate using electronic devices such as smartphones, tablets, and web applications. Transaction banking, which provides commercial services for banking products to small, medium, and large corporations, is a highly typical work unit in banking. Shipping and international payments, risk management for international trade, and other services are provided. We use the Service Oriented Modelling Architecture (SOMA) methodology to solve the problem of the transaction banking unit by relocating it from a system with general dependencies to a system that is independent of the entire service and operates on a small function scale. The study found that a decision as a service (DAAS) model with an Enterprise Service Bus (ESB), Business Process Management (BPM), and Business Rule Management (BRM) solution can provide guidelines for the design of decision rules pertaining to integrated or separate business modeling, thereby aiding business unit delivery.",2169-3536,,10.1109/ACCESS.2023.3268284,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105241,Service oriented modelling architecture (SOMA);enterprise service bus (ESB);business process management (BPM);business rule management (BRM);application programming interface (API);transaction banking,Banking;Business;Service-oriented systems engineering;Computer architecture;System integration;Collaboration;Adaptation models;Application Programming Interfaces;Process monitoring,,,,26,CCBYNCND,19 Apr 2023,,,IEEE,IEEE Journals
