"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automated Reverse Engineering for MoM-Based Microservices (ARE4MOM) Using Static Analysis","S. Singh; A. Koziolek","KASTEL – Institute of Information Security and Dependability, Karlsruhe Institute of Technology, Karlsruhe, Germany; KASTEL – Institute of Information Security and Dependability, Karlsruhe Institute of Technology, Karlsruhe, Germany",2024 IEEE 21st International Conference on Software Architecture (ICSA),"24 Jul 2024","2024","","","12","22","Context: Understanding architecture is crucial during the development of Message-oriented Middleware-based (MoM-based) microservices. Such architecture serves as a prerequisite for system maintenance, comprehension, and refactoring. However, maintaining an accurate architecture document becomes challenging due to continuous changes in the architecture throughout development. Problem: The challenge lies in maintaining the correct architectural document amid ongoing architectural modifications. While Reverse Engineering supports architecture extraction, existing approaches are limited to synchronous microservice communication and lack clear identification of microservice components and messaging interfaces. Objective: This research aims to automatically extract both the component-based architecture and behavior of MoM-based microservice systems, focusing on asynchronous communication. The primary contribution is the extraction of components and behavior models tailored for asynchronous scenarios. Method: To address the challenges, we extend the existing Software Model eXtractor (SoMoX) approach, incorporating a model-based reverse engineering concept to support asynchronous communication. Our approach automates the extraction of MoM-based microservice system architecture from its source code using static analysis. Result: The paper introduces the concepts of our approach (ARE4MOM) through a running example, demonstrating its capabilities. Evaluation: involves three GitHub case studies utilizing different MoMs and technologies for asynchronous communication. ARE4MOM successfully extracts the architecture and behavior model with a 98.1% F1 score.","2835-7043","979-8-3503-5916-9","10.1109/ICSA59870.2024.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10592672","Microservice;Asynchronous communication;Software Architecture;Reverse Engineering","Asynchronous communication;Analytical models;Software architecture;Source coding;Unified modeling language;Reverse engineering;Microservice architectures","","","","20","EU","24 Jul 2024","","","IEEE","IEEE Conferences"
"Borehole Trajectory System Based on Microservices Architecture","K. Wang; Y. Miao","Xi'an Shiyou University, College of Computer, Xi'an, Shannxi, China; Xi'an Shiyou University, College of Computer, Xi'an, Shannxi, China","2024 6th International Conference on Communications, Information System and Computer Engineering (CISCE)","9 Sep 2024","2024","","","1343","1346","This research aims to integrate microservices architecture into the borehole trajectory design system, addressing the challenges faced by traditional monolithic systems in processing big data and rapid updates. By dividing and deploying the frontend, backend, database, database operation modules, and the drilling trajectory module as microservices, this paper achieves coordinated operation among system components through a loosely coupled architecture, thereby efficiently completing system functions. This method not only improves adaptability to new technologies but also provides an effective strategy for overcoming existing problems.","2833-2423","979-8-3503-5317-4","10.1109/CISCE62493.2024.10653309","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10653309","microservices;loosely coupled;borehole trajectory","Drilling;Technological innovation;Databases;System performance;Scalability;Microservice architectures;Computer architecture","","","","10","IEEE","9 Sep 2024","","","IEEE","IEEE Conferences"
"Towards Decomposing Monolithic Applications into Microservices","D. Kuryazov; D. Jabborov; B. Khujamuratov","Software Engineering Department, Urgench branch of Tashkent University of Information Technologies named after Muhammad al-Khwarizmi, Urgench, Uzbekistan; Software Engineering Department, Urgench branch of Tashkent University of Information Technologies named after Muhammad al-Khwarizmi, Urgench, Uzbekistan; Software Engineering Department, Urgench branch of Tashkent University of Information Technologies named after Muhammad al-Khwarizmi, Urgench, Uzbekistan",2020 IEEE 14th International Conference on Application of Information and Communication Technologies (AICT),"9 Mar 2021","2020","","","1","4","Continuously changing the existing software systems results in large and monolith software solutions making them difficult to maintain. As maintenance and development of monolithic software systems is a difficult task, there is a need for decomposing these monolithic systems into smaller subsystems, components and services, i.e., microservices. Service-oriented architectures yield more maintenance and less complexity in developing large-scale software applications. Thus, this paper focuses on decomposing monolithic software systems into microservices in order to maintain them with less development effort. Moreover, it addresses to the problem of architectural refactoring and improvement of software systems during architectural migration.","2472-8586","978-1-7281-7386-3","10.1109/AICT50176.2020.9368571","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9368571","Monolithic Software;Migration;Microservice Architecture;Microservices;Sustainability","Conferences;Maintenance engineering;Software systems;Service-oriented architecture;Information and communication technology;Complexity theory;Task analysis","","15","","17","IEEE","9 Mar 2021","","","IEEE","IEEE Conferences"
"Load Balancing for Microservice Service Meshes","R. Bhattacharya",George Washington University,2022 IEEE International Conference on Autonomic Computing and Self-Organizing Systems Companion (ACSOS-C),"4 Nov 2022","2022","","","63","65","Microservices break down monolithic applications into smaller components and have become a popular model for application deployment. In this model, load balancing has moved from the server to the request side where a load balancer resides with each upstream service.Least Connection, a derivative of the Join the Shortest Queue (JSQ), is a popular algorithm used in the microservice architecture. Despite JSQ being proven to be nearly optimal in certain scenarios, Least Connection significantly underperforms in microservices and edge environments.My thesis aims to adapt load balancing to the microservices environment such that they can autonomously choose from a collection of approaches to mitigate widening of response time distributions.","","978-1-6654-5142-0","10.1109/ACSOSC56246.2022.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9934879","load balancing;microservice;service mesh;backend feedback","Microservice architectures;Computer architecture;Load management;Time factors;Servers;Distributed computing;Load modeling","","1","","8","IEEE","4 Nov 2022","","","IEEE","IEEE Conferences"
"Making the move to microservice architecture","A. Koschel; I. Astrova; J. Dötterl","Faculty IV, Department of Computer Science, University of Applied Sciences and Arts, Hannover, Germany; Department of Software Science School of IT, Tallinn University of Technology, Tallinn, Estonia; Faculty IV Department of Computer Science, University of Applied Sciences and Arts, Hannover, Germany",2017 International Conference on Information Society (i-Society),"7 May 2018","2017","","","74","79","Microservice architecture is an architectural style suitable for large software projects. The main goals of microservices are flexible on-demand scalability and short release cycles. Microservice architecture decomposes applications into multiple independent components (called microservices), each running in its own process. This sets microservice applications apart from monoliths, which run in a single process. This paper describes the characteristics of both architectures and explores under which circumstances a shift from a monolith towards the more costly microservice architecture is justified. Furthermore, the paper describes (non-)technical challenges that arise in that shift.","","978-1-908320-80-3","10.23919/i-Society.2017.8354675","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8354675","monolithycal architecture;microservice architecture;large software projects","Computer architecture;Companies;Software;Servers;Web pages;Databases","","10","1","5","","7 May 2018","","","IEEE","IEEE Conferences"
"Fostering Microservice Maintainability Assurance Through a Comprehensive Framework","A. S. Abdelfattah","Computer Science Department, Baylor University, Waco, TX, USA",2024 IEEE International Conference on Software Maintenance and Evolution (ICSME),"19 Dec 2024","2024","","","838","842","Cloud-native systems represent a significant leap in constructing scalable, large systems, employing microservice architecture as a key element in developing distributed systems through self-contained components. However, the decentralized nature of these systems, characterized by separate source codes and deployments, introduces challenges in assessing system qual-ities. Microservice-based systems, with their inherent complexity and the need for coordinated changes across multiple microser-vices, lack established best practices and guidelines, leading to difficulties in constructing and comprehending the holistic system view. This gap can result in performance degradation and increased maintenance costs, potentially requiring system refactoring. The main goal of this project is to offer maintainability assur-ance for microservice practitioners. It introduces an automated assessment framework tailored to microservice architecture, en-hancing practitioners' understanding and analytical capabilities of the multiple system perspectives. The framework addresses various granularity levels, from artifacts to constructing holistic views of static and dynamic system characteristics. It integrates diverse perspectives, encompassing human-centric elements like architectural visualization and automated evaluations, including coupling detection, testing coverage measurement, and semantic clone identification. Validation studies involving practitioners demonstrate the framework's effectiveness in addressing diverse quality and maintainability issues, revealing insights not apparent when analyzing individual microservices in isolation.","2576-3148","979-8-3503-9568-6","10.1109/ICSME58944.2024.00087","National Science Foundation(grant numbers:2409933); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10795009","Microservice Architecture;Microservice Visual-ization;Maintainability;Metrics;Software Architecture Reconstruction;Viewpoints","Visualization;Software maintenance;Source coding;Semantics;Microservice architectures;Computer architecture;Maintenance;Dynamical systems;Testing;Guidelines","","","","26","IEEE","19 Dec 2024","","","IEEE","IEEE Conferences"
"On Microservice Architecture Based Communication Environment for Cycling Map Developing and Maintenance Simulator","A. Aizstrauts; D. Burkhardt; E. Ginters; K. Nazemi","Sociotechnical Systems OU, Tallinn, Estonia; Darmstadt University of Applied Sciences, Darmstadt, Germany; Department of Modelling and Simulation, Riga Technical University, Riga, Latvia; Darmstadt University of Applied Sciences, Darmstadt, Germany",2020 61st International Scientific Conference on Information Technology and Management Science of Riga Technical University (ITMS),"19 Nov 2020","2020","","","1","4","Urban transport infrastructure nowadays involves environmentally friendly modes of transport, the most democratic of which is cycling. Citizens will use bicycles if a reasonably designed cycle path scheme will be provided. Cyclists also need to know the characteristics and load of the planned route before the trip. Prediction can be provided by simulation, but it is often necessary to use heterogeneous and distributed models that require a specific communication environment to ensure interaction. The article describes the easy communication environment that is used to provide microservices communication and data exchange in a bicycle route design and maintenance multi-level simulator.","","978-1-7281-9105-8","10.1109/ITMS51158.2020.9259299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9259299","simulation;microservice architecture;easy communication environment","Load modeling;Bicycles;Computational modeling;Urban areas;Planning;Protocols;Predictive models","","1","","15","IEEE","19 Nov 2020","","","IEEE","IEEE Conferences"
"MAT: Automating Go monolithic applications transform into microservices through dependency analysis and AST","Y. -Y. Chen; K. -H. Hsu; A. W. Hou","Department of Computer Science, National Taichung University of Education, Taichung, Taiwan; Department of Computer Science, National Taichung University of Education, Taichung, Taiwan; Department of Computer Science, National Taichung University of Education, Taichung, Taiwan",2023 9th International Conference on Applied System Innovation (ICASI),"19 Jul 2023","2023","","","133","135","The advancement of containerization and various integration tools has greatly reduced the development cost of microservice architecture. Under this premise, many companies have begun to migrate their legacy systems (monolithic applications) to microservice architectures in order to adapt to market demands. Instead of migrating legacy systems to microservice architecture from scratch, we provide another approach of splitting an existing monolithic system into microservices. In this paper, we use Go language’s AST as a basis to split the original project into multiple independent components and design a method for analyzing dependencies, classifying them, and producing independently runnable microservices.","2768-4156","979-8-3503-9838-0","10.1109/ICASI57738.2023.10179517","Ministry of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10179517","microservice;dependency;AST;Go","Technological innovation;Costs;Design methodology;Microservice architectures;Transforms;Manuals;Companies","","","","18","IEEE","19 Jul 2023","","","IEEE","IEEE Conferences"
"Strategies for Request-Response Logging in Microservices Architecture","F. Basciftci; F. Aydemir","Dept. of Computer Engineering, Faculty of Technology, Selcuk University, Konya, Turkey; R&D Center, Information Technologies, Kuveyt Türk Bank, Istanbul, Turkey",2022 IEEE 20th Jubilee International Symposium on Intelligent Systems and Informatics (SISY),"13 Feb 2023","2022","","","000121","000126","Microservices Architecture is the prevailing architectural choice today for building distributed software systems in various business sectors, such as telecommunications, e-commerce, and finance. It is often necessary to log the full content of request and response messages (i.e., the entire body of these messages) that are entering and leaving such distributed systems due to legal book-keeping requirements. In this work, two systematic design strategies were used to realize the structured logging of request-response messages including their entire message body, particularly in a microservices architecture-based distributed software system. As a case study, a prototype per strategy was implemented and deployed into an existing Microservices Architecture-based banking system, which was provided by a commercial bank for the research presented in this paper in the Kubernetes cluster. Load tests were performed against this banking system to measure average request throughputs and average response times per logging strategy for analysis purposes. The results that are presented in this paper are expected to be helpful for both researchers and practitioners in the software industry who need a similar logging solution.","1949-0488","978-1-6654-8988-1","10.1109/SISY56759.2022.10036308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10036308","Microservices Architecture;Distributed System Design;Request-Response Logging;Banking System","Computer languages;Microservice architectures;Wheels;Banking;Computer architecture;Logic gates;Writing","","1","","37","IEEE","13 Feb 2023","","","IEEE","IEEE Conferences"
"A Microservices Quality Model Based on Microservices Anti-patterns","S. Pulnil; T. Senivongse","Department of Computer Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand; Department of Computer Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand",2022 19th International Joint Conference on Computer Science and Software Engineering (JCSSE),"28 Jul 2022","2022","","","1","6","Microservices architecture is becoming popular as many software organizations have the need to transform large complex systems into small-sized software units whose functions are separated by business capabilities. Microservices architecture is preferable since it promotes independence of software modification, maintenance, and deployment. However, anti-patterns or poor development patterns of microservices can decrease the software quality. Nonetheless, quality measurement of microservices design based on anti-patterns has not been found in existing research. Using the QMOOD method for quality model design, this paper proposes a microservices quality model based on 11 microservices anti-patterns and ISO/IEe 25010 as a standard reference for quality attributes. Also, a microservices quality measurement tool called MSA Nose+ is developed to measure the quality of microservices applications. In an experiment to validate the proposed model, the result shows that the quality values obtained from the proposed model improve consistently with the refactorings that are applied to a microservice-based system. Thus, development teams can use the proposed model and quality measurements as part of the decision making on quality improvement and maintenance of microservices applications.","2642-6579","978-1-6654-8510-4","10.1109/JCSSE54890.2022.9836297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836297","microservices;quality model;anti-patterns;quality measurement","Computational modeling;Standards organizations;Microservice architectures;Organizations;Computer architecture;Transforms;Software quality","","3","","12","IEEE","28 Jul 2022","","","IEEE","IEEE Conferences"
"Analyzing Microservices and Monolithic Systems: Key Factors in Architecture, Development, and Operations","J. Christian; Steven; A. Kurniawan; M. S. Anggreainy","Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, BINUS Graduate Program Doctor of Computer Science, Bina Nusantara University, Jakarta, Indonesia",2023 6th International Conference of Computer and Informatics Engineering (IC2IE),"4 Dec 2023","2023","","","64","69","Microservices and monolithic systems are two prevalent architectural approaches in software development. This study provides a complete review and analysis of the key components involved in design, development, and operation in software development. A systematic review of the literature was conducted according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. This review examined various sources debating monolithic systems vs microservices, highlighting their benefits, drawbacks, and implementation in enterprises. The paper addresses important research questions, aiming to further analyze this architectural approach. Findings show that microservices offer benefits such as scalability, flexibility, and independent deployment, while monolithic systems provide simplicity and ease of development. However, challenges related to network communication, data consistency, and operational complexity were also found with microservices. This research focuses on discussing the trade-offs and factors to consider when deciding between monolithic systems and microservices, which provides in-depth information for practitioners in decision-making for software development. This research aims to help readers understand the effects of using monolithic or microservice-based systems in software development.","","979-8-3503-4516-2","10.1109/IC2IE60547.2023.10331155","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10331155","Microservices;Monolithic Systems;PRISMA;benefits;drawbacks;implementation","Systematics;Scalability;Microservice architectures;Computer architecture;Maintenance engineering;Throughput;Software","","2","","28","IEEE","4 Dec 2023","","","IEEE","IEEE Conferences"
"Research on Digital Agile Information System Based on Microservice Architecture","Z. Xiuli; F. Dong; W. Chengzhang; W. Zhanwei","Beijing Guodiantong Network Technology Co. LTD, Beijing, China; Beijing Guodiantong Network Technology Co. LTD, Beijing, China; Beijing Guodiantong Network Technology Co. LTD, Beijing, China; Beijing Guodiantong Network Technology Co. LTD, Beijing, China",2023 2nd International Conference on Artificial Intelligence and Autonomous Robot Systems (AIARS),"20 Oct 2023","2023","","","238","242","With the vigorous development of various business systems of the State Grid Corporation of China, the business requirements are continuously updated and changed, and the traditional waterfall model development can no longer meet the current business needs. And in the paper, the architecture method of microservice integration Data Middle Office is proposed. Based on the microservice architecture system, the application and function are realized by integrating the component technology of the Data Middle Office, then the project practice is carried out through agile development, and the technical architecture layer and the agile development process are elaborated. In addition, the technical layers and workflows involved. By adopting the micro-service architecture and integrating the agile development model, focusing on the demand and rapidly iterating, the platform is continuously optimized and iterative upgraded, which provides a reference for the enterprise-level development solution of State Grid Corporation under the construction of the new information system.","","979-8-3503-2435-8","10.1109/AIARS59518.2023.00055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10285240","microservices;data middle office;agile development","Microservice architectures;Focusing;Real-time systems;Iterative methods;Springs;Research and development;Information systems","","","","10","IEEE","20 Oct 2023","","","IEEE","IEEE Conferences"
"Understanding the Causes of Microservice Logical Coupling: an Exploratory Study","D. A. d'Aragona; X. Li; A. Janes","Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland; FHV Vorarlberg University of Applied Sciences, Dornbirn, Austria",2024 IEEE/ACM International Workshop New Trends in Software Architecture (SATrends),"10 Sep 2024","2024","","","14","17","When implementing a software system, two crucial metrics come into play: the degree of interdependence between modules, known as coupling, and the extent to which the components within a module collaborate to fulfill its task, referred to as cohesion. This paper studies the phenomenon of apparent coupling and explores the possibilities to exclude it from measurement when studying coupling between microservices.","","979-8-4007-0560-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10669856","microservices;coupling;software quality;natural language processing;commits","Couplings;Measurement;Software architecture;Conferences;Microservice architectures;Software systems;Market research","","","","15","CCBY","10 Sep 2024","","","IEEE","IEEE Conferences"
"Design of a Geographic Information System for Forest and Land Fires Based on a Real-Time Database on Microservices Infrastructure","F. Zahra’ Aqilah Mudrikah; Istikmal; B. Aditya","School of Electrical Engineering, Telkom University, Bandung, Indonesia; School of Electrical Engineering, Telkom University, Bandung, Indonesia; School of Electrical Engineering, Telkom University, Bandung, Indonesia",2022 IEEE International Conference on Internet of Things and Intelligence Systems (IoTaIS),"13 Dec 2022","2022","","","1","6","Forest and land fires are an increasingly common problem in Indonesia. Fire cases that often occur require a system that is able to detect fires and provide information to users remotely to reduce the impact of fires. Along with the development of hardware technology such as computers, the use of GIS seems to be an effective shortcut in analyzing an event. Kubernetes is an open source platform for managing containerized application workloads, offering declarative configuration and automation. This research designs a Google Maps API System tool for forest and land fires using a real-time database on microservices infrastructure with outputs in the form of fire locations and the results of sensor readings used. Broadly speaking, the processes that occur in the design of the location of forest fire points will be detected by sensors. Then firebase will store forest fire data which will simultaneously be updated on the website. Clients can see the point of forest fires through a browser on their respective desktops. Based on the results of the performance tests that have been carried out, it can be concluded that the use of Kubernetes microclusters can provide advantages when compared to those built monolithically, because Kubernetes microclusters have several advantages, namely having the Horizontal Pod Autoscaler feature, and the Kubernetes microcluster manages components and related services well. Then for each test performed, there was no significant change in memory usage. In the analysis of the results of the comparison data with 7 tests that have been carried out there are 6 tests which mean that the service built with the Kubernetes microcluster is superior to the monolithic one, namely hits per second 2354 ms, latency 3599 ms, response code 720 success code, cpu utilization 13.84%, error rate error rate 0.00%, and throughput 112/sec.","2832-1383","979-8-3503-9645-4","10.1109/IoTaIS56727.2022.9975953","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9975953","SIG;Detector;Fire;Kubernetes;Microservices","Codes;Error analysis;Databases;Microservice architectures;Forestry;Throughput;Real-time systems","","1","","23","IEEE","13 Dec 2022","","","IEEE","IEEE Conferences"
"A Microservices Identification Approach based on Problem Frames","Z. Yang; S. Wu; C. Zhang","Anhui Provincial Key Laboratory of Multimodal Cognitive Computation (Anhui University); School of Computer Science and Technology, Anhui University; State Key Lab for Novel Software Technology (Nanjing University), Hefei, China; Anhui Provincial Key Laboratory of Multimodal Cognitive Computation (Anhui University); School of Computer Science and Technology, Anhui University; State Key Lab for Novel Software Technology (Nanjing University), Hefei, China; Anhui Provincial Key Laboratory of Multimodal Cognitive Computation (Anhui University); School of Computer Science and Technology, Anhui University; State Key Lab for Novel Software Technology (Nanjing University), Hefei, China",2022 IEEE 2nd International Conference on Software Engineering and Artificial Intelligence (SEAI),"25 Jul 2022","2022","","","155","159","As software grows in size continuously, traditional monolithic architecture is difficult to upgrade and update. As a more flexible architecture, microservices consist of smaller pieces or services that are loosely coupled and can be deployed independently. More and more IT companies are adopting microservices architecture. However, migrating to microservices is still a big challenge due to the lack of a more systematic methodology on microservices identification. Most existing studies on microservices identification are mainly based on refactoring the system module rather than considering the actual functional requirements. Therefore, we propose a microservices identification approach based on the problem frames to address this challenge, which considers real-world requirements. It relies on the merging process with the problem diagram, where the problem domain is processed, and the causal chain is obtained by searching the problem diagram. Subsequently, we calculate the correlation degree of the domains in the problem diagram. Then, based on the calculated correlation, we implement a clustering algorithm for the problem domains and get the categorization result of the problem domains which is the initial microservice candidate. The developers can consider each category of the problem domain as a microservice by converting the problem domains into the microservices. Finally, a case study verifies the validity of our proposed approach.","","978-1-6654-8223-3","10.1109/SEAI55746.2022.9832106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9832106","Microservices;microservices migration;problem frames;problem domain","Correlation;Systematics;Conferences;Merging;Microservice architectures;Computer architecture;Companies","","1","","12","IEEE","25 Jul 2022","","","IEEE","IEEE Conferences"
"PISCO: A smart simulator to deploy energy saving methods in microservices based networks","H. Humberto Alvarez Valera; M. Dalmau; P. Roose; J. Larracoechea; C. Herzog","E2S UPPA, University of Pau, Anglet, France; E2S UPPA, University of Pau, Anglet, France; E2S UPPA, University of Pau, Anglet, France; E2S UPPA, University of Pau, Anglet, France; EFFICIT SAS - Mauzac, France",2022 18th International Conference on Intelligent Environments (IE),"15 Jul 2022","2022","","","1","4","Nowadays, many researchers work to identify microservices-based application deployments and scheduling solutions to save energy without decreasing functional QoS. In this work, we present PISCO: A simulator that allows facing this challenge in a simple and efficient way, enabling its users to focus uniquely on microservices deployment/scheduling algorithms and its hardware/software repercussions (load vs. energy consumption) without worrying about low-level network configurations or operating system issues. PISCO is able to deploy and schedule (move, duplicate, start/stop) microservices and their dependencies on various devices with software and hardware heterogeneity (CPU, bandwidth, RAM, Battery, etc.), taking into account various scheduling heuristics algorithms: centralized vs non-centralized. To do this, PISCO allows deploying custom network topologies based on client-server schemes or p2p distributions, where devices can (dis)appear, turn on/off obeying random circumstances or user strategies.Finally, the simulator performs relevant operations such as QoS definition, resource monitoring, calculation of energy saved and consumption tracking (at device and network level). We tested some ideas based on our previous work “Kaligreen” to demonstrate the effectiveness of PISCO.","2472-7571","978-1-6654-6934-0","10.1109/IE54923.2022.9826775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826775","microservices;middleware;energy;consumption;CPU;network;hard disk;prototype;simulator","Performance evaluation;Schedules;Network topology;Operating systems;Software algorithms;Microservice architectures;Random access memory","","","","10","IEEE","15 Jul 2022","","","IEEE","IEEE Conferences"
"Towards Microservices-Aware Autoscaling: A Review","M. H. Fourati; S. Marzouk; M. Jmaiel","ReDCAD Laboratory, University of Sfax, Tunisia; ReDCAD Laboratory, University of Sfax, Tunisia; ReDCAD Laboratory, University of Sfax, Tunisia",2023 IEEE Symposium on Computers and Communications (ISCC),"28 Aug 2023","2023","","","1080","1083","This research paper elaborates an overview of auto scaling solutions for microservices-based applications deployed with containers. Two main features may characterize the efficiency of an autoscaler: analysis strategy launched to identify the root cause of resource saturation, and resource allocation strategy which selects the eligible components for scaling and calculates the required amount of resources. However, existing solutions do not consider the specificity of microservice architecture in their analysis and resource allocation strategies, which may lead to wrong root cause identification and unnecessary resource allocation. In this paper, we investigate and classify existing autoscalers dealing with containers in microservice context. We additionally specify the strength and the shortcomings of each category. As a conclusion, we report the challenges of such solutions and provide recommendations for future works enabling the development of microservices-aware autoscalers.","2642-7389","979-8-3503-0048-2","10.1109/ISCC58397.2023.10218213","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10218213","Autoscaling;Microservices;Containers;Cloud computing","Computers;Microservice architectures;Computer architecture;Containers;Dynamic scheduling;Resource management","","1","","23","IEEE","28 Aug 2023","","","IEEE","IEEE Conferences"
"Using Microservices for Rapid Creation of Remote Sensing Products","B. Xiang; Z. Li; Y. Liu; H. Zhang","Institute of Remote Sensing and Digital Earth, Chinese Academy of Sciences, China; Department of Computer Engineering and Computer Science, University of Concepción, Chile; Faculty of Engineering and Computer Science, Concordia University, Canada; State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, China",2018 IEEE International Conference on Software Architecture Companion (ICSA-C),"13 Aug 2018","2018","","","111","114","Driven by the demands of various sensing data products, remote sensing software systems have increasingly been developed and applied to a wide range of fields. Due to the legacy monolithic product line, we used to satisfy the requirements on a project-by-project basis, only with reuse of some fundamental source codes and tools. By employing microservices to refactor our product line, we are now able to follow a divide-and-conquer strategy to maximize the reusability of component business capacities and create satellite remote sensing products at a much faster pace. This paper mainly introduces our microservice-oriented product line, and the data-analytics-visualization (DAV) pattern for logically organizing and managing relevant microservices of different products. In particular, two projects (namely archaeological detection and cultural heritage protection & urban planning and land use) are used to demonstrate how we prevent to develop thematic products from scratch.","","978-1-5386-6585-5","10.1109/ICSA-C.2018.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8432192","Microservices;Software Architecture;Satellite Remote Sensing","Sensors;Cultural differences;Remote sensing;Satellites;Monitoring;Portals;Computer architecture","","","","5","IEEE","13 Aug 2018","","","IEEE","IEEE Conferences"
"A cloud platform architecture recovery metric method","W. Zhao; W. Hong; Y. Cheng","Institute of Mechanical Manufacturing Technology, Chinese Academy of Engineering Physics, Mianyang, China; Institute of Mechanical Manufacturing Technology, Chinese Academy of Engineering Physics, Mianyang, China; Institute of Computer Application, Chinese Academy of Engineering Physics, Mianyang, China",2022 IEEE 10th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),"3 Aug 2022","2022","10","","1840","1845","Cloud platforms have become the most popular architecture for providing software services today, and traditional architecture evolution evaluation methods cannot achieve better results on cloud platforms because they are different from the architecture of traditional software. In this paper, we propose a method for architecture recovery based on the decentralized characteristics of cloud platforms. First, the method identifies the inapplicability of traditional monolithic software architecture recovery methods under the cloud platform architecture, and then a fast recovery method for cloud platform architecture based on the new city of dispersion features. The process of cloud platform architecture recovery extracts the overall architecture information, integrates the transformed New Town association dependency graph based on the architecture information, and then uses the architecture dependency graph as the input for distance-based aggregation of decentralized components. Finally, the above method is applied to three cloud platform projects, and the evaluation of the effectiveness of architecture recovery is verified separately. The experimental results show that the cloud platform architecture recovery method based on decentralized features can fully extract the cloud platform architecture information and achieve the accurate metric of architecture description.","2693-2865","978-1-6654-2207-9","10.1109/ITAIC54216.2022.9836690","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836690","cloud platforms;evolution principles;architecture recovery;architecture extraction","Measurement;Codes;Software architecture;Urban areas;Systems architecture;Computer architecture;Feature extraction","","1","","9","IEEE","3 Aug 2022","","","IEEE","IEEE Conferences"
"Migrating Monolithic Mobile Application to Microservice Architecture: An Experiment Report","C. -Y. Fan; S. -P. Ma","Department of Computer Science and Engineering, National Taiwan Ocean University, Taiwan; Department of Computer Science and Engineering, National Taiwan Ocean University, Taiwan",2017 IEEE International Conference on AI & Mobile Services (AIMS),"11 Sep 2017","2017","","","109","112","The microservice architecture (MSA) is an emerging cloud software system, which provides fine-grained, self-contained service components (microservices) used in the construction of complex software systems. DevOps techniques are commonly used to automate the process of development and operation through continuous integration and continuous deployment. Monitoring software systems created by DevOps, makes it possible for MSA to obtain the feedback necessary to improve the system quickly and easily. Nonetheless, systematic, SDLC-driven methods (SDLC: software development life cycle) are lacking to facilitate the migration of software systems from a traditional monolithic architecture to MSA. Therefore, this paper proposes a migration process based on SDLC, including all of the methods and tools required during design, development, and implementation. The mobile application, EasyLearn, was used as an illustrative example to demonstrate the efficacy of the proposed migration process. We believe that this paper could provide valuable references for other development teams seeking to facilitate the migration of existing applications to MSA.","","978-1-5386-1999-5","10.1109/AIMS.2017.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8027278","microservice;microservice architecture;migration;software development life cycle","Computer architecture;Databases;Software systems;Tools;Automation;Mobile applications","","57","1","10","IEEE","11 Sep 2017","","","IEEE","IEEE Conferences"
