text,Document Title,Abstract,source,bool,processed_text
"Component-Based Refinement and Verification of Information-Flow Security Policies for Cyber-Physical Microservice Architectures Since cyber-physical systems are inherently vulnerable to information leaks, software architects need to reason about security policies to define desired and undesired information flow through a system. The microservice architectural style requires the architects to refine a macro-level security policy into micro-level policies for individual microservices. However, when policies are refined in an ill-formed way, information leaks can emerge on composition of microservices. Related approaches to prevent such leaks do not take into account characteristics of cyber-physical systems like real-time behavior or message passing communication. In this paper, we enable the refinement and verification of information-flow security policies for cyber-physical microservice architectures. We provide architects with a set of well-formedness rules for refining a macro-level policy in a way that enforces its security restrictions. Based on the resulting micro-level policies, we present a verification technique to check if the real-time message passing of microservices is secure. In combination, our contributions prevent information leaks from emerging on composition. We evaluate the accuracy of our approach using an extension of the CoCoME case study.",Component-Based Refinement and Verification of Information-Flow Security Policies for Cyber-Physical Microservice Architectures,"Since cyber-physical systems are inherently vulnerable to information leaks, software architects need to reason about security policies to define desired and undesired information flow through a system. The microservice architectural style requires the architects to refine a macro-level security policy into micro-level policies for individual microservices. However, when policies are refined in an ill-formed way, information leaks can emerge on composition of microservices. Related approaches to prevent such leaks do not take into account characteristics of cyber-physical systems like real-time behavior or message passing communication. In this paper, we enable the refinement and verification of information-flow security policies for cyber-physical microservice architectures. We provide architects with a set of well-formedness rules for refining a macro-level policy in a way that enforces its security restrictions. Based on the resulting micro-level policies, we present a verification technique to check if the real-time message passing of microservices is secure. In combination, our contributions prevent information leaks from emerging on composition. We evaluate the accuracy of our approach using an extension of the CoCoME case study.",IEEE conference,no,"['refinement', 'verification', 'security', 'policy', 'since', 'inherently', 'vulnerable', 'information', 'leak', 'architect', 'need', 'reason', 'security', 'policy', 'define', 'desired', 'information', 'flow', 'architectural', 'style', 'requires', 'architect', 'refine', 'security', 'policy', 'policy', 'individual', 'however', 'policy', 'way', 'information', 'leak', 'emerge', 'composition', 'related', 'prevent', 'leak', 'take', 'account', 'characteristic', 'like', 'behavior', 'message', 'passing', 'communication', 'paper', 'enable', 'refinement', 'verification', 'security', 'policy', 'provide', 'architect', 'set', 'rule', 'policy', 'way', 'security', 'restriction', 'based', 'resulting', 'policy', 'present', 'verification', 'technique', 'check', 'message', 'passing', 'secure', 'combination', 'contribution', 'prevent', 'information', 'leak', 'emerging', 'composition', 'evaluate', 'accuracy', 'using', 'extension', 'case', 'study']"
"A Runtime Trust Evaluation Mechanism in the Service Mesh Architecture With the advancement of cloud-native computing, enterprise software is shifting towards a microservice architecture (MSA). In a MSA, the application is built as a composite of microservices (also called services) where each service is dedicated to providing specific functionalities and communicating via APIs. The service mesh is a dedicated infrastructure layer serving as a service-to-service communication platform. It is introduced to alleviate the complexity, manageability, and interoperability challenges involved in a MSA. Even though the service mesh includes APIs to secure service-to-service communication, more functionality is needed to handle the perimeter-less and dynamic cloud environment. The existing APIs enable security measures based on a pre-defined configuration. However, there is no mechanism for dynamic trust evaluation of the participating services, which is necessary to protect the application from potential attacks. Attackers can exploit a vulnerability caused by a rouge service as a backdoor to compromise the application. Thus, there is a need for a trust evaluation mechanism in the service mesh to follow zero-trust architecture (ZTA) principles. This paper introduces a runtime trust evaluator (RTE) incorporated as a component within the service mesh control plane. A RTE can evaluate the trustworthiness of services at runtime before establishing service-to-service communications. The core functionality of a RTE is to assess the new service invocation requests initiated by a service to evaluate the trustworthiness of that service. The RTE collects the services’ invocation history and other telemetric data to determine the services’ criticality level for single-point failure. The RTE assesses service invocation request attributes to determine the existence of an unauthorized request and the impact on the requested service’s criticality level. The result is an evaluation of the initiator service’s trustworthiness. We demonstrate our approach on an open source microservice application from the Google Cloud team called Online Boutique. The environment setup uses Kubernetes as an orchestration solution and Istio as the service mesh platform.",A Runtime Trust Evaluation Mechanism in the Service Mesh Architecture,"With the advancement of cloud-native computing, enterprise software is shifting towards a microservice architecture (MSA). In a MSA, the application is built as a composite of microservices (also called services) where each service is dedicated to providing specific functionalities and communicating via APIs. The service mesh is a dedicated infrastructure layer serving as a service-to-service communication platform. It is introduced to alleviate the complexity, manageability, and interoperability challenges involved in a MSA. Even though the service mesh includes APIs to secure service-to-service communication, more functionality is needed to handle the perimeter-less and dynamic cloud environment. The existing APIs enable security measures based on a pre-defined configuration. However, there is no mechanism for dynamic trust evaluation of the participating services, which is necessary to protect the application from potential attacks. Attackers can exploit a vulnerability caused by a rouge service as a backdoor to compromise the application. Thus, there is a need for a trust evaluation mechanism in the service mesh to follow zero-trust architecture (ZTA) principles. This paper introduces a runtime trust evaluator (RTE) incorporated as a component within the service mesh control plane. A RTE can evaluate the trustworthiness of services at runtime before establishing service-to-service communications. The core functionality of a RTE is to assess the new service invocation requests initiated by a service to evaluate the trustworthiness of that service. The RTE collects the services’ invocation history and other telemetric data to determine the services’ criticality level for single-point failure. The RTE assesses service invocation request attributes to determine the existence of an unauthorized request and the impact on the requested service’s criticality level. The result is an evaluation of the initiator service’s trustworthiness. We demonstrate our approach on an open source microservice application from the Google Cloud team called Online Boutique. The environment setup uses Kubernetes as an orchestration solution and Istio as the service mesh platform.",IEEE conference,no,"['runtime', 'trust', 'evaluation', 'mechanism', 'mesh', 'advancement', 'computing', 'enterprise', 'shifting', 'towards', 'msa', 'msa', 'built', 'composite', 'also', 'called', 'dedicated', 'providing', 'specific', 'functionality', 'communicating', 'via', 'apis', 'mesh', 'dedicated', 'infrastructure', 'layer', 'serving', 'communication', 'platform', 'introduced', 'complexity', 'manageability', 'interoperability', 'challenge', 'involved', 'msa', 'even', 'though', 'mesh', 'includes', 'apis', 'secure', 'communication', 'functionality', 'needed', 'handle', 'dynamic', 'environment', 'existing', 'apis', 'enable', 'security', 'measure', 'based', 'configuration', 'however', 'mechanism', 'dynamic', 'trust', 'evaluation', 'participating', 'necessary', 'protect', 'potential', 'attack', 'attacker', 'exploit', 'vulnerability', 'caused', 'compromise', 'thus', 'need', 'trust', 'evaluation', 'mechanism', 'mesh', 'follow', 'principle', 'paper', 'introduces', 'runtime', 'trust', 'rte', 'within', 'mesh', 'control', 'plane', 'rte', 'evaluate', 'trustworthiness', 'runtime', 'establishing', 'communication', 'core', 'functionality', 'rte', 'assess', 'new', 'invocation', 'request', 'evaluate', 'trustworthiness', 'rte', 'collect', 'invocation', 'history', 'determine', 'criticality', 'level', 'failure', 'rte', 'invocation', 'request', 'attribute', 'determine', 'existence', 'request', 'impact', 'requested', 'criticality', 'level', 'result', 'evaluation', 'trustworthiness', 'demonstrate', 'open', 'source', 'google', 'team', 'called', 'online', 'environment', 'setup', 'us', 'kubernetes', 'orchestration', 'solution', 'istio', 'mesh', 'platform']"
"Back to the future: N-Versioning of Microservices Microservices are the dominant architecture used to build internet-scale applications today. Being internet-facing, their most critical attack surfaces are the OWASP top 10 Web Application Security Risks. Many of the top 10 OWASP attack types—injection, cross site scripting, broken access control and security misconfigurations—have persisted for many years despite major investments in code analysis and secure development patterns. Because microservices decompose monolithic applications into components using clean APIs, they lend themselves to practical application of a classic security/resilience principle, N-versioning. The paper introduces RDDR, a principled approach for applying N-versioning to microservices to improve resilience to data leaks. RDDR applies N-versioning to vulnerable microservices, requiring minimal code changes and with low performance impact beyond the cost of replicating microservices. Our evaluation demonstrates RDDR mitigating vulnerabilities of the top 5 of the top 10 OWASP types by applying diversity and redundancy to individual microservices.",Back to the future: N-Versioning of Microservices,"Microservices are the dominant architecture used to build internet-scale applications today. Being internet-facing, their most critical attack surfaces are the OWASP top 10 Web Application Security Risks. Many of the top 10 OWASP attack types—injection, cross site scripting, broken access control and security misconfigurations—have persisted for many years despite major investments in code analysis and secure development patterns. Because microservices decompose monolithic applications into components using clean APIs, they lend themselves to practical application of a classic security/resilience principle, N-versioning. The paper introduces RDDR, a principled approach for applying N-versioning to microservices to improve resilience to data leaks. RDDR applies N-versioning to vulnerable microservices, requiring minimal code changes and with low performance impact beyond the cost of replicating microservices. Our evaluation demonstrates RDDR mitigating vulnerabilities of the top 5 of the top 10 OWASP types by applying diversity and redundancy to individual microservices.",IEEE conference,no,"['back', 'future', 'dominant', 'used', 'build', 'today', 'critical', 'attack', 'surface', 'owasp', 'top', 'web', 'security', 'risk', 'many', 'top', 'owasp', 'attack', 'site', 'access', 'control', 'security', 'many', 'year', 'despite', 'major', 'investment', 'code', 'analysis', 'secure', 'development', 'pattern', 'decompose', 'monolithic', 'using', 'clean', 'apis', 'practical', 'classic', 'principle', 'paper', 'introduces', 'rddr', 'applying', 'improve', 'resilience', 'leak', 'rddr', 'applies', 'vulnerable', 'requiring', 'minimal', 'code', 'change', 'low', 'performance', 'impact', 'beyond', 'cost', 'replicating', 'evaluation', 'demonstrates', 'rddr', 'mitigating', 'vulnerability', 'top', 'top', 'owasp', 'type', 'applying', 'diversity', 'redundancy', 'individual']"
"Exploiting Miscoordination of Microservices in Tandem for Effective DDoS Attacks Today’s software development landscape has witnessed a shift towards microservices based architectures. Using this approach, large software systems are implemented by combining loosely-coupled services, each responsible for specific task and defined with separate scaling properties. Auto-scaling is a primary capability of cloud computing which allows systems to adapt to fluctuating traffic loads by dynamically increasing (scale-up) and decreasing (scale-down) the number of resources used.We observe that when microservices which utilize separate auto-scaling mechanisms operate in tandem to process traffic, they may perform ineffectively, especially under overload conditions, due to DDoS attacks. This can result in throttling (Denial of service - DoS) and over-provisioning of resources (Economic Denial of Sustainability - EDoS).This paper demonstrates how an attacker can exploit the tandem behavior of microservices with different auto-scaling mechanisms to create an attack we denote as the Tandem Attack. We demonstrate the attack on a typical Serverless architecture and analyze its economical and performance damages. One intriguing finding is that some attacks may make a cloud customer paying for service denied requests.We conclude that independent scaling of loosely coupled components might form an inherent difficulty and end-to-end controls might be needed.",Exploiting Miscoordination of Microservices in Tandem for Effective DDoS Attacks,"Today’s software development landscape has witnessed a shift towards microservices based architectures. Using this approach, large software systems are implemented by combining loosely-coupled services, each responsible for specific task and defined with separate scaling properties. Auto-scaling is a primary capability of cloud computing which allows systems to adapt to fluctuating traffic loads by dynamically increasing (scale-up) and decreasing (scale-down) the number of resources used.We observe that when microservices which utilize separate auto-scaling mechanisms operate in tandem to process traffic, they may perform ineffectively, especially under overload conditions, due to DDoS attacks. This can result in throttling (Denial of service - DoS) and over-provisioning of resources (Economic Denial of Sustainability - EDoS).This paper demonstrates how an attacker can exploit the tandem behavior of microservices with different auto-scaling mechanisms to create an attack we denote as the Tandem Attack. We demonstrate the attack on a typical Serverless architecture and analyze its economical and performance damages. One intriguing finding is that some attacks may make a cloud customer paying for service denied requests.We conclude that independent scaling of loosely coupled components might form an inherent difficulty and end-to-end controls might be needed.",IEEE conference,no,"['exploiting', 'tandem', 'effective', 'ddos', 'attack', 'today', 'development', 'landscape', 'shift', 'towards', 'based', 'using', 'large', 'implemented', 'combining', 'responsible', 'specific', 'task', 'defined', 'separate', 'scaling', 'property', 'primary', 'capability', 'computing', 'allows', 'adapt', 'fluctuating', 'traffic', 'load', 'dynamically', 'increasing', 'decreasing', 'number', 'resource', 'observe', 'utilize', 'separate', 'mechanism', 'operate', 'tandem', 'process', 'traffic', 'may', 'perform', 'especially', 'overload', 'condition', 'due', 'ddos', 'attack', 'result', 'denial', 'resource', 'economic', 'denial', 'sustainability', 'paper', 'demonstrates', 'attacker', 'exploit', 'tandem', 'behavior', 'different', 'mechanism', 'create', 'attack', 'tandem', 'attack', 'demonstrate', 'attack', 'typical', 'serverless', 'analyze', 'performance', 'damage', 'one', 'finding', 'attack', 'may', 'make', 'customer', 'conclude', 'independent', 'scaling', 'loosely', 'coupled', 'might', 'form', 'inherent', 'difficulty', 'control', 'might', 'needed']"
"Towards Novel Security Architectures for Network Functions Virtualization The definition of elastic network services that can be orchestrated at run-time brings unprecedented agility and dynamicity in network operation, but also complicates security management. As a matter of fact, cyber-security appliances are still largely stuck to traditional paradigms, based on relatively static topologies and the security perimeter model. The uptake of service-oriented architectures and microservices is now suggesting to compose security services by orchestrating monitoring, inspection, and enforcement capabilities, which are natively implemented in each elementary component (virtual functions, software-defined network equipment). In this paper, we describe and evaluate a novel framework for monitoring, inspection and enforcement that provides a broad and heterogeneous security context for centralized analytics, correlation and detection. Our work represents the preliminary step towards the creation of true Security-as-a-Service (SecaaS) paradigms in virtualized environments, through programmatic composition of common capabilities available in each virtual function.",Towards Novel Security Architectures for Network Functions Virtualization,"The definition of elastic network services that can be orchestrated at run-time brings unprecedented agility and dynamicity in network operation, but also complicates security management. As a matter of fact, cyber-security appliances are still largely stuck to traditional paradigms, based on relatively static topologies and the security perimeter model. The uptake of service-oriented architectures and microservices is now suggesting to compose security services by orchestrating monitoring, inspection, and enforcement capabilities, which are natively implemented in each elementary component (virtual functions, software-defined network equipment). In this paper, we describe and evaluate a novel framework for monitoring, inspection and enforcement that provides a broad and heterogeneous security context for centralized analytics, correlation and detection. Our work represents the preliminary step towards the creation of true Security-as-a-Service (SecaaS) paradigms in virtualized environments, through programmatic composition of common capabilities available in each virtual function.",IEEE conference,no,"['towards', 'novel', 'security', 'network', 'function', 'virtualization', 'definition', 'elastic', 'network', 'orchestrated', 'brings', 'unprecedented', 'agility', 'dynamicity', 'network', 'operation', 'also', 'security', 'management', 'fact', 'still', 'traditional', 'paradigm', 'based', 'relatively', 'static', 'topology', 'security', 'model', 'compose', 'security', 'orchestrating', 'monitoring', 'inspection', 'enforcement', 'capability', 'implemented', 'virtual', 'function', 'network', 'equipment', 'paper', 'describe', 'evaluate', 'novel', 'framework', 'monitoring', 'inspection', 'enforcement', 'provides', 'broad', 'heterogeneous', 'security', 'context', 'centralized', 'analytics', 'correlation', 'detection', 'work', 'represents', 'preliminary', 'step', 'towards', 'creation', 'true', 'paradigm', 'virtualized', 'environment', 'composition', 'common', 'capability', 'available', 'virtual', 'function']"
"Threat Intelligence Sharing Component in the Service Mesh Architecture The service mesh is a dedicated infrastructure layer in a microservice architecture (MSA) to handle service-to-service communication through application programming interface (API) calls. The service mesh employs features for continuous monitoring and ensuring delivery of service requests among services securely and reliably. The service mesh should enable threat intelligence sharing among the services at runtime as a part of continuous monitoring so that services are aware of potential threats and adapt to mitigate the threats. Threat intelligence contains detailed descriptions of attack tactics, techniques, and procedures (TTP) that are analyzed for countermeasure deployment. In this paper, we introduce threat intelligence sharing (TIS) into the control plane of the service mesh to enable the sharing of threat intelligence among services in an automated manner. It requires a structured format to specify threat intelligence and a well-defined protocol for sharing intelligence. We adopt a structured threat information expression (STIX) schema to specify threat intelligence and use the trusted automated exchange of intelligence information (TAXII) as a defined protocol to share threat intelligence as STIX documents. The advantage of including a TIS component in the service mesh is that it can generate threat intelligence using available telemetry data and enable sharing among the services without forcing services to modify their functionalities to support the process. We experiment with the TIS component’s effectiveness using an open-source MSA application called Online Boutique, which uses the service mesh platform, Istio, and Kubernetes as the orchestration solution.",Threat Intelligence Sharing Component in the Service Mesh Architecture,"The service mesh is a dedicated infrastructure layer in a microservice architecture (MSA) to handle service-to-service communication through application programming interface (API) calls. The service mesh employs features for continuous monitoring and ensuring delivery of service requests among services securely and reliably. The service mesh should enable threat intelligence sharing among the services at runtime as a part of continuous monitoring so that services are aware of potential threats and adapt to mitigate the threats. Threat intelligence contains detailed descriptions of attack tactics, techniques, and procedures (TTP) that are analyzed for countermeasure deployment. In this paper, we introduce threat intelligence sharing (TIS) into the control plane of the service mesh to enable the sharing of threat intelligence among services in an automated manner. It requires a structured format to specify threat intelligence and a well-defined protocol for sharing intelligence. We adopt a structured threat information expression (STIX) schema to specify threat intelligence and use the trusted automated exchange of intelligence information (TAXII) as a defined protocol to share threat intelligence as STIX documents. The advantage of including a TIS component in the service mesh is that it can generate threat intelligence using available telemetry data and enable sharing among the services without forcing services to modify their functionalities to support the process. We experiment with the TIS component’s effectiveness using an open-source MSA application called Online Boutique, which uses the service mesh platform, Istio, and Kubernetes as the orchestration solution.",IEEE conference,no,"['threat', 'intelligence', 'sharing', 'mesh', 'mesh', 'dedicated', 'infrastructure', 'layer', 'msa', 'handle', 'communication', 'programming', 'interface', 'api', 'call', 'mesh', 'employ', 'feature', 'continuous', 'monitoring', 'ensuring', 'delivery', 'request', 'among', 'mesh', 'enable', 'threat', 'intelligence', 'sharing', 'among', 'runtime', 'part', 'continuous', 'monitoring', 'aware', 'potential', 'threat', 'adapt', 'mitigate', 'threat', 'threat', 'intelligence', 'contains', 'detailed', 'description', 'attack', 'tactic', 'technique', 'procedure', 'analyzed', 'deployment', 'paper', 'introduce', 'threat', 'intelligence', 'sharing', 'ti', 'control', 'plane', 'mesh', 'enable', 'sharing', 'threat', 'intelligence', 'among', 'automated', 'manner', 'requires', 'structured', 'format', 'specify', 'threat', 'intelligence', 'protocol', 'sharing', 'intelligence', 'adopt', 'structured', 'threat', 'information', 'expression', 'schema', 'specify', 'threat', 'intelligence', 'use', 'automated', 'exchange', 'intelligence', 'information', 'defined', 'protocol', 'share', 'threat', 'intelligence', 'document', 'advantage', 'including', 'ti', 'mesh', 'generate', 'threat', 'intelligence', 'using', 'available', 'telemetry', 'enable', 'sharing', 'among', 'without', 'modify', 'functionality', 'support', 'process', 'experiment', 'ti', 'effectiveness', 'using', 'msa', 'called', 'online', 'us', 'mesh', 'platform', 'istio', 'kubernetes', 'orchestration', 'solution']"
"Grunt Attack: Exploiting Execution Dependencies in Microservices Loosely-coupled and lightweight microservices running in containers are likely to form complex execution dependencies inside the system. The execution dependency arises when two execution paths partially share component microservices, resulting in potential runtime blocking effects. In this paper, we present Grunt Attack - a novel low-volume DDoS attack that takes advantage of the execution dependencies of microservice applications. Grunt Attack utilizes legitimate HTTP requests to accurately profile the internal pairwise dependencies of all supported execution paths in the target system. By grouping and characterizing all the execution paths based on their pairwise dependencies, the Grunt attacker can target only a few execution paths to launch a low-volume DDoS attack that achieves large performance damage to the entire system. To increase the attack stealthiness, the Grunt attacker avoids creating a persistent bottleneck by alternating the target execution paths within their dependency group. We validate the effectiveness of Grunt attack through experiments of open-source microservices benchmark applications on real clouds (e.g., EC2, Azure) equipped with state-of-the-art IDS/IPS systems and live attack scenarios. Our results show that Grunt attack consumes less than 20% additional CPU resource of the target system while increasing its average response time by over 10x.",Grunt Attack: Exploiting Execution Dependencies in Microservices,"Loosely-coupled and lightweight microservices running in containers are likely to form complex execution dependencies inside the system. The execution dependency arises when two execution paths partially share component microservices, resulting in potential runtime blocking effects. In this paper, we present Grunt Attack - a novel low-volume DDoS attack that takes advantage of the execution dependencies of microservice applications. Grunt Attack utilizes legitimate HTTP requests to accurately profile the internal pairwise dependencies of all supported execution paths in the target system. By grouping and characterizing all the execution paths based on their pairwise dependencies, the Grunt attacker can target only a few execution paths to launch a low-volume DDoS attack that achieves large performance damage to the entire system. To increase the attack stealthiness, the Grunt attacker avoids creating a persistent bottleneck by alternating the target execution paths within their dependency group. We validate the effectiveness of Grunt attack through experiments of open-source microservices benchmark applications on real clouds (e.g., EC2, Azure) equipped with state-of-the-art IDS/IPS systems and live attack scenarios. Our results show that Grunt attack consumes less than 20% additional CPU resource of the target system while increasing its average response time by over 10x.",IEEE conference,no,"['grunt', 'attack', 'exploiting', 'execution', 'dependency', 'lightweight', 'running', 'container', 'likely', 'form', 'complex', 'execution', 'dependency', 'inside', 'execution', 'dependency', 'arises', 'two', 'execution', 'path', 'partially', 'share', 'resulting', 'potential', 'runtime', 'blocking', 'effect', 'paper', 'present', 'grunt', 'attack', 'novel', 'ddos', 'attack', 'take', 'advantage', 'execution', 'dependency', 'grunt', 'attack', 'utilizes', 'http', 'request', 'accurately', 'profile', 'internal', 'pairwise', 'dependency', 'supported', 'execution', 'path', 'target', 'grouping', 'characterizing', 'execution', 'path', 'based', 'pairwise', 'dependency', 'grunt', 'attacker', 'target', 'execution', 'path', 'ddos', 'attack', 'achieves', 'large', 'performance', 'damage', 'entire', 'increase', 'attack', 'grunt', 'attacker', 'creating', 'bottleneck', 'target', 'execution', 'path', 'within', 'dependency', 'group', 'validate', 'effectiveness', 'grunt', 'attack', 'experiment', 'benchmark', 'real', 'azure', 'equipped', 'live', 'attack', 'scenario', 'result', 'show', 'grunt', 'attack', 'consumes', 'less', 'additional', 'cpu', 'resource', 'target', 'increasing', 'average', 'response', 'time']"
"A Cyber Risk Based Moving Target Defense Mechanism for Microservice Architectures Microservice Architectures (MSA) structure applications as a collection of loosely coupled services that implement business capabilities. The key advantages of MSA include inherent support for continuous deployment of large complex applications, agility and enhanced productivity. However, studies indicate that most MSA are homogeneous, and introduce shared vulnerabilites, thus vulnerable to multi-step attacks, which are economics-of-scale incentives to attackers. In this paper, we address the issue of shared vulnerabilities in microservices with a novel solution based on the concept of Moving Target Defenses (MTD). Our mechanism works by performing risk analysis against microservices to detect and prioritize vulnerabilities. Thereafter, security risk-oriented software diversification is employed, guided by a defined diversification index. The diversification is performed at runtime, leveraging both model and template based automatic code generation techniques to automatically transform programming languages and container images of the microservices. Consequently, the microservices attack surfaces are altered thereby introducing uncertainty for attackers while reducing the attackability of the microservices. Our experiments demonstrate the efficiency of our solution, with an average success rate of over 70% attack surface randomization.",A Cyber Risk Based Moving Target Defense Mechanism for Microservice Architectures,"Microservice Architectures (MSA) structure applications as a collection of loosely coupled services that implement business capabilities. The key advantages of MSA include inherent support for continuous deployment of large complex applications, agility and enhanced productivity. However, studies indicate that most MSA are homogeneous, and introduce shared vulnerabilites, thus vulnerable to multi-step attacks, which are economics-of-scale incentives to attackers. In this paper, we address the issue of shared vulnerabilities in microservices with a novel solution based on the concept of Moving Target Defenses (MTD). Our mechanism works by performing risk analysis against microservices to detect and prioritize vulnerabilities. Thereafter, security risk-oriented software diversification is employed, guided by a defined diversification index. The diversification is performed at runtime, leveraging both model and template based automatic code generation techniques to automatically transform programming languages and container images of the microservices. Consequently, the microservices attack surfaces are altered thereby introducing uncertainty for attackers while reducing the attackability of the microservices. Our experiments demonstrate the efficiency of our solution, with an average success rate of over 70% attack surface randomization.",IEEE conference,no,"['cyber', 'risk', 'based', 'moving', 'target', 'defense', 'mechanism', 'msa', 'structure', 'collection', 'loosely', 'coupled', 'implement', 'business', 'capability', 'key', 'advantage', 'msa', 'include', 'inherent', 'support', 'continuous', 'deployment', 'large', 'complex', 'agility', 'enhanced', 'however', 'study', 'indicate', 'msa', 'homogeneous', 'introduce', 'shared', 'thus', 'vulnerable', 'attack', 'attacker', 'paper', 'address', 'issue', 'shared', 'vulnerability', 'novel', 'solution', 'based', 'concept', 'moving', 'target', 'defense', 'mtd', 'mechanism', 'work', 'performing', 'risk', 'analysis', 'detect', 'vulnerability', 'security', 'diversification', 'employed', 'guided', 'defined', 'diversification', 'diversification', 'performed', 'runtime', 'leveraging', 'model', 'template', 'based', 'automatic', 'code', 'generation', 'technique', 'automatically', 'transform', 'programming', 'language', 'container', 'image', 'consequently', 'attack', 'surface', 'thereby', 'introducing', 'uncertainty', 'attacker', 'reducing', 'experiment', 'demonstrate', 'efficiency', 'solution', 'average', 'success', 'rate', 'attack', 'surface']"
"Embedding security and privacy into the development and operation of cloud applications and services This paper introduces an approach allowing cloud application developers, service providers to consider security and privacy requirements across the application lifecycle. Specifically, a DevOps framework has been described that took into account several emerging technologies such as Network Functions Virtualization (NFV) and Microservice Pattern Design. As an illustration, a proof-of-concept application in the healthcare domain is presented to support such direction.",Embedding security and privacy into the development and operation of cloud applications and services,"This paper introduces an approach allowing cloud application developers, service providers to consider security and privacy requirements across the application lifecycle. Specifically, a DevOps framework has been described that took into account several emerging technologies such as Network Functions Virtualization (NFV) and Microservice Pattern Design. As an illustration, a proof-of-concept application in the healthcare domain is presented to support such direction.",IEEE conference,no,"['security', 'privacy', 'development', 'operation', 'paper', 'introduces', 'allowing', 'developer', 'provider', 'consider', 'security', 'privacy', 'requirement', 'across', 'lifecycle', 'specifically', 'devops', 'framework', 'described', 'account', 'several', 'emerging', 'technology', 'network', 'function', 'virtualization', 'nfv', 'pattern', 'design', 'healthcare', 'domain', 'presented', 'support', 'direction']"
"Network Security Mechanism Optimization Strategy in Cloud Native Scenario Risk assessors and managers face many difficult challenges related to the new network system. These challenges include the continuous changes in the nature of network systems caused by technological progress, their distribution in the fields of physics, information and social cognition, and the complex network structure that usually includes thousands of nodes. Here, we review the probability and risk-based decision technology applied to network systems, and conclude that the existing methods can not solve all the components of the risk assessment triad (threat, vulnerability, consequence), and lack the ability to integrate across multiple areas of network systems, thus providing guidance for enhancing network security. We propose a cloud native security chain architecture and network topology reconstruction technology link based on the full link of microservices. The network security performance is quantified by multi-layer filtering mechanism and setting different fitness index functions. The method proposed in this paper solves the problems of packet loss, load balancing and distributed delay of network security mechanism in the global network to a certain extent.",Network Security Mechanism Optimization Strategy in Cloud Native Scenario,"Risk assessors and managers face many difficult challenges related to the new network system. These challenges include the continuous changes in the nature of network systems caused by technological progress, their distribution in the fields of physics, information and social cognition, and the complex network structure that usually includes thousands of nodes. Here, we review the probability and risk-based decision technology applied to network systems, and conclude that the existing methods can not solve all the components of the risk assessment triad (threat, vulnerability, consequence), and lack the ability to integrate across multiple areas of network systems, thus providing guidance for enhancing network security. We propose a cloud native security chain architecture and network topology reconstruction technology link based on the full link of microservices. The network security performance is quantified by multi-layer filtering mechanism and setting different fitness index functions. The method proposed in this paper solves the problems of packet loss, load balancing and distributed delay of network security mechanism in the global network to a certain extent.",IEEE conference,no,"['network', 'security', 'mechanism', 'optimization', 'strategy', 'native', 'scenario', 'risk', 'manager', 'face', 'many', 'difficult', 'challenge', 'related', 'new', 'network', 'challenge', 'include', 'continuous', 'change', 'nature', 'network', 'caused', 'technological', 'progress', 'distribution', 'field', 'information', 'social', 'cognition', 'complex', 'network', 'structure', 'usually', 'includes', 'thousand', 'node', 'review', 'probability', 'decision', 'technology', 'applied', 'network', 'conclude', 'existing', 'method', 'solve', 'risk', 'assessment', 'threat', 'vulnerability', 'lack', 'ability', 'integrate', 'across', 'multiple', 'area', 'network', 'thus', 'providing', 'guidance', 'enhancing', 'network', 'security', 'propose', 'native', 'security', 'chain', 'network', 'topology', 'technology', 'link', 'based', 'full', 'link', 'network', 'security', 'performance', 'mechanism', 'setting', 'different', 'function', 'method', 'proposed', 'paper', 'solves', 'problem', 'packet', 'loss', 'load', 'balancing', 'distributed', 'delay', 'network', 'security', 'mechanism', 'global', 'network', 'certain', 'extent']"
