text,Document Title,Abstract,source,bool,processed_text
"Online Experiment Platform: A Microservices-based Cloud Native Application The development of cloud native technologies and web technologies is constantly innovating all aspects of web applications. As the scale of web applications continues to expand, the complexity of design, development, deployment and maintenance is getting higher and higher. The industry urgently needs a new web development paradigm to meet the upcoming challenge, so the concept of microservices comes into being, and soon becomes the preferred solution for large companies and individual developers. The emergence of public and private clouds further reduces the difficulty of implementing microservices-based applications. This article analyzes the idea of microservices architecture and its key components, then presents a microservices-based cloud native application Online experiment platform. As a complete product, its life cycle well demonstrates the advantages of microservices architecture and the practical significance of cloud native concept.",Online Experiment Platform: A Microservices-based Cloud Native Application,"The development of cloud native technologies and web technologies is constantly innovating all aspects of web applications. As the scale of web applications continues to expand, the complexity of design, development, deployment and maintenance is getting higher and higher. The industry urgently needs a new web development paradigm to meet the upcoming challenge, so the concept of microservices comes into being, and soon becomes the preferred solution for large companies and individual developers. The emergence of public and private clouds further reduces the difficulty of implementing microservices-based applications. This article analyzes the idea of microservices architecture and its key components, then presents a microservices-based cloud native application Online experiment platform. As a complete product, its life cycle well demonstrates the advantages of microservices architecture and the practical significance of cloud native concept.",IEEE conference,no,"['online', 'experiment', 'platform', 'native', 'development', 'native', 'technology', 'web', 'technology', 'constantly', 'aspect', 'web', 'scale', 'web', 'complexity', 'design', 'development', 'deployment', 'maintenance', 'getting', 'higher', 'higher', 'industry', 'need', 'new', 'web', 'development', 'paradigm', 'meet', 'challenge', 'concept', 'come', 'soon', 'becomes', 'preferred', 'solution', 'large', 'company', 'individual', 'developer', 'emergence', 'public', 'private', 'reduces', 'difficulty', 'implementing', 'article', 'analyzes', 'idea', 'key', 'present', 'native', 'online', 'experiment', 'platform', 'complete', 'product', 'life', 'cycle', 'well', 'demonstrates', 'advantage', 'practical', 'native', 'concept']"
"Design and research of University intelligent education cloud platform based on Dubbo microservice framework With the rapid development of mobile Internet, more and more people participate in online learning, online interaction and online communication. Online education has gradually become a new education model. Aiming at the cloud computing environment, this paper uses the hierarchical systematic design idea to deeply carry out the demand analysis and architecture design of smart education cloud in Colleges and universities. The system architecture design of the platform takes service and component as the core, and realizes the service encapsulation of each functional module of the platform through the micro service design of the single project architecture. At the same time, combining Dubbo microservice framework and distributed database technology, the platform's RPC communication, service discovery and traffic management capabilities are optimized, which effectively improves the intelligent management and application level of the platform.",Design and research of University intelligent education cloud platform based on Dubbo microservice framework,"With the rapid development of mobile Internet, more and more people participate in online learning, online interaction and online communication. Online education has gradually become a new education model. Aiming at the cloud computing environment, this paper uses the hierarchical systematic design idea to deeply carry out the demand analysis and architecture design of smart education cloud in Colleges and universities. The system architecture design of the platform takes service and component as the core, and realizes the service encapsulation of each functional module of the platform through the micro service design of the single project architecture. At the same time, combining Dubbo microservice framework and distributed database technology, the platform's RPC communication, service discovery and traffic management capabilities are optimized, which effectively improves the intelligent management and application level of the platform.",IEEE conference,no,"['design', 'research', 'university', 'intelligent', 'education', 'platform', 'based', 'dubbo', 'framework', 'rapid', 'development', 'mobile', 'internet', 'people', 'online', 'learning', 'online', 'interaction', 'online', 'communication', 'online', 'education', 'gradually', 'become', 'new', 'education', 'model', 'aiming', 'computing', 'environment', 'paper', 'us', 'hierarchical', 'systematic', 'design', 'idea', 'carry', 'demand', 'analysis', 'design', 'smart', 'education', 'university', 'design', 'platform', 'take', 'core', 'realizes', 'functional', 'module', 'platform', 'micro', 'design', 'single', 'project', 'time', 'combining', 'dubbo', 'framework', 'distributed', 'database', 'technology', 'platform', 'rpc', 'communication', 'discovery', 'traffic', 'management', 'capability', 'optimized', 'effectively', 'improves', 'intelligent', 'management', 'level', 'platform']"
"Sharing platform of digital specimen of wood canker based on WebGIS in Xinjiang province: architecture, design and implementation The collection, integration, analysis and sharing of digital specimens of wood canker is an important basic work for conducting relevant scientific research, education and teaching. In this study, for all kinds of users, such as scientific research, education, experts and the public, the architecture of Sharing platform of digital specimen of wood canker in Xinjiang province was designed by microservice architecture, the microservice function tree was constructed by domain-driven design method, the microservice cluster was built by using Spring Cloud technology components, and 8 kinds of microservices were developed based on WebGIS technology. The application results show that the platform is easy to use, provides data sharing and services through visualization and interactivity, and can provide decision-making data resources support for scientific research, education, monitoring, quarantine and prevention of wood canker.","Sharing platform of digital specimen of wood canker based on WebGIS in Xinjiang province: architecture, design and implementation","The collection, integration, analysis and sharing of digital specimens of wood canker is an important basic work for conducting relevant scientific research, education and teaching. In this study, for all kinds of users, such as scientific research, education, experts and the public, the architecture of Sharing platform of digital specimen of wood canker in Xinjiang province was designed by microservice architecture, the microservice function tree was constructed by domain-driven design method, the microservice cluster was built by using Spring Cloud technology components, and 8 kinds of microservices were developed based on WebGIS technology. The application results show that the platform is easy to use, provides data sharing and services through visualization and interactivity, and can provide decision-making data resources support for scientific research, education, monitoring, quarantine and prevention of wood canker.",IEEE conference,no,"['sharing', 'platform', 'digital', 'specimen', 'wood', 'canker', 'based', 'design', 'implementation', 'collection', 'integration', 'analysis', 'sharing', 'digital', 'specimen', 'wood', 'canker', 'important', 'basic', 'work', 'conducting', 'relevant', 'scientific', 'research', 'education', 'teaching', 'study', 'kind', 'user', 'scientific', 'research', 'education', 'expert', 'public', 'sharing', 'platform', 'digital', 'specimen', 'wood', 'canker', 'designed', 'function', 'tree', 'constructed', 'design', 'method', 'cluster', 'built', 'using', 'spring', 'technology', 'kind', 'developed', 'based', 'technology', 'result', 'show', 'platform', 'easy', 'use', 'provides', 'sharing', 'visualization', 'provide', 'resource', 'support', 'scientific', 'research', 'education', 'monitoring', 'prevention', 'wood', 'canker']"
"Development of the Concept and Architecture of an Automated System for Updating Physical Knowledge for Information Support of Search Design For developing an automated system for updating physical knowledge for information support of search design, it is necessary to choose a technology stack that would meet the implementation requirements. In view of the sanctions currently imposed on the Russian Federation, it is worth considering mainly open projects and/or domestic developments. We will highlight the main criteria that it is desirable to take into account when designing the architecture of an automated system to support the synthesis of new technical systems and technologies: (a) ability to store and process large amounts of data; (b) unification access for all data analysis procedures; (c) maximum automation of all stages; (d) modularity of the structure, focus on the expansion of functionality; (e) focus on open source solutions and software of domestic manufacturers, excluding rigid binding to paid foreign solutions. As a result of the work done, various aspects of the implementation of the required automated system were analyzed. A review of various software systems and cloud products showed that the concept of building data lakes (Data Lake) in conjunction with the distributed processing tools of the Apache Hadoop ecosystem is used for big data processing. An architecture framework based on a centralized data warehouse and Hadoop components is proposed. It will be possible to increase the functionality of the platform by adding new microservices that connect to the storage and distributed processing tools via the API, as well as using a single web service for managing and displaying data analysis results from these microservices.",Development of the Concept and Architecture of an Automated System for Updating Physical Knowledge for Information Support of Search Design,"For developing an automated system for updating physical knowledge for information support of search design, it is necessary to choose a technology stack that would meet the implementation requirements. In view of the sanctions currently imposed on the Russian Federation, it is worth considering mainly open projects and/or domestic developments. We will highlight the main criteria that it is desirable to take into account when designing the architecture of an automated system to support the synthesis of new technical systems and technologies: (a) ability to store and process large amounts of data; (b) unification access for all data analysis procedures; (c) maximum automation of all stages; (d) modularity of the structure, focus on the expansion of functionality; (e) focus on open source solutions and software of domestic manufacturers, excluding rigid binding to paid foreign solutions. As a result of the work done, various aspects of the implementation of the required automated system were analyzed. A review of various software systems and cloud products showed that the concept of building data lakes (Data Lake) in conjunction with the distributed processing tools of the Apache Hadoop ecosystem is used for big data processing. An architecture framework based on a centralized data warehouse and Hadoop components is proposed. It will be possible to increase the functionality of the platform by adding new microservices that connect to the storage and distributed processing tools via the API, as well as using a single web service for managing and displaying data analysis results from these microservices.",IEEE conference,no,"['development', 'concept', 'automated', 'updating', 'physical', 'knowledge', 'information', 'support', 'search', 'design', 'developing', 'automated', 'updating', 'physical', 'knowledge', 'information', 'support', 'search', 'design', 'necessary', 'choose', 'technology', 'stack', 'would', 'meet', 'implementation', 'requirement', 'view', 'currently', 'considering', 'mainly', 'open', 'project', 'development', 'highlight', 'main', 'criterion', 'desirable', 'take', 'account', 'designing', 'automated', 'support', 'synthesis', 'new', 'technical', 'technology', 'ability', 'store', 'process', 'large', 'amount', 'b', 'access', 'analysis', 'procedure', 'c', 'maximum', 'automation', 'stage', 'modularity', 'structure', 'focus', 'expansion', 'functionality', 'focus', 'open', 'source', 'solution', 'solution', 'result', 'work', 'done', 'various', 'aspect', 'implementation', 'required', 'automated', 'analyzed', 'review', 'various', 'product', 'showed', 'concept', 'building', 'lake', 'lake', 'distributed', 'processing', 'tool', 'apache', 'ecosystem', 'used', 'big', 'processing', 'framework', 'based', 'centralized', 'proposed', 'possible', 'increase', 'functionality', 'platform', 'adding', 'new', 'connect', 'storage', 'distributed', 'processing', 'tool', 'via', 'api', 'well', 'using', 'single', 'web', 'managing', 'analysis', 'result']"
"Dynamic Micro-Frontends Economic and business related demands of decreasing time to market and efficient production in an ever more efficient manner have manifested themselves in software development as well. They are most visible in the use of streamlined development approaches and production of aggressively reusable components, on both server and client sides of modern applications. On the server side, the modern development is dominated by tendency to use microservice based architectures, while on the client side, the same idea is realized through the use of micro-frontends. Micro-frontend applications represent a natural counterpart to numerous segmented and compartmentalized backend services. One of the issues related to micro-fronted approach is relatively low support for rapid deployment and evolution of individual components. In this paper we present a novel approach that enables fully dynamic use and deployment of micro-frontends, synchronized with their respective micro-services, both in development and in production stages. We also show possible use cases beyond classic scenarios present in existing practice of micro-frontend applications.",Dynamic Micro-Frontends,"Economic and business related demands of decreasing time to market and efficient production in an ever more efficient manner have manifested themselves in software development as well. They are most visible in the use of streamlined development approaches and production of aggressively reusable components, on both server and client sides of modern applications. On the server side, the modern development is dominated by tendency to use microservice based architectures, while on the client side, the same idea is realized through the use of micro-frontends. Micro-frontend applications represent a natural counterpart to numerous segmented and compartmentalized backend services. One of the issues related to micro-fronted approach is relatively low support for rapid deployment and evolution of individual components. In this paper we present a novel approach that enables fully dynamic use and deployment of micro-frontends, synchronized with their respective micro-services, both in development and in production stages. We also show possible use cases beyond classic scenarios present in existing practice of micro-frontend applications.",IEEE conference,no,"['dynamic', 'economic', 'business', 'related', 'demand', 'decreasing', 'time', 'market', 'efficient', 'production', 'ever', 'efficient', 'manner', 'development', 'well', 'use', 'streamlined', 'development', 'production', 'reusable', 'server', 'client', 'side', 'modern', 'server', 'side', 'modern', 'development', 'use', 'based', 'client', 'side', 'idea', 'realized', 'use', 'represent', 'natural', 'counterpart', 'numerous', 'backend', 'one', 'issue', 'related', 'relatively', 'low', 'support', 'rapid', 'deployment', 'evolution', 'individual', 'paper', 'present', 'novel', 'enables', 'fully', 'dynamic', 'use', 'deployment', 'synchronized', 'respective', 'development', 'production', 'stage', 'also', 'show', 'possible', 'use', 'case', 'beyond', 'classic', 'scenario', 'present', 'existing', 'practice']"
"Automated Testing and Resilience of Microservice’s Network-link using Istio Service Mesh Microservices technology has gained considerable popularity in software design to deploy complex applications in the form of micro-modular microservice components. Each service is implemented as an autonomous system, and its internal constituent data can be accessed via a network interface. Such architecture increases the complexity of the network because each module is a separate entity for development and operations. A fault in any service affects the operation of another service and could completely break the application. It is, therefore, necessary to create a framework for the systematic testing and resilience of the network link in microservices, independent of the programming language and business logic. It helps the network administrator track the cause of the fault. In this paper, we have shown the use of the service mesh Istio to monitor communication between microservices and to develop automated testing and resilience. Istio provides various types of fault injectors for communication links between services. A Locust load testing tool is used to exert a microservice load. The faulty link is located via the Jaeger and Grafana dashboard within the Istio frame. For resilience or correction of the fault, a new connection is temporarily established between the affected microservice by deploying redundant services. In addition, microservices scaling and the implementation of the circuit breaker have been shown to remedy network congestion. The setup is demonstrated in the Kubernetes cluster with the Hipster shop e-commerce application.",Automated Testing and Resilience of Microservice’s Network-link using Istio Service Mesh,"Microservices technology has gained considerable popularity in software design to deploy complex applications in the form of micro-modular microservice components. Each service is implemented as an autonomous system, and its internal constituent data can be accessed via a network interface. Such architecture increases the complexity of the network because each module is a separate entity for development and operations. A fault in any service affects the operation of another service and could completely break the application. It is, therefore, necessary to create a framework for the systematic testing and resilience of the network link in microservices, independent of the programming language and business logic. It helps the network administrator track the cause of the fault. In this paper, we have shown the use of the service mesh Istio to monitor communication between microservices and to develop automated testing and resilience. Istio provides various types of fault injectors for communication links between services. A Locust load testing tool is used to exert a microservice load. The faulty link is located via the Jaeger and Grafana dashboard within the Istio frame. For resilience or correction of the fault, a new connection is temporarily established between the affected microservice by deploying redundant services. In addition, microservices scaling and the implementation of the circuit breaker have been shown to remedy network congestion. The setup is demonstrated in the Kubernetes cluster with the Hipster shop e-commerce application.",IEEE conference,no,"['automated', 'testing', 'resilience', 'using', 'istio', 'mesh', 'technology', 'gained', 'popularity', 'design', 'deploy', 'complex', 'form', 'implemented', 'autonomous', 'internal', 'constituent', 'accessed', 'via', 'network', 'interface', 'increase', 'complexity', 'network', 'module', 'separate', 'entity', 'development', 'operation', 'fault', 'affect', 'operation', 'another', 'could', 'completely', 'break', 'therefore', 'necessary', 'create', 'framework', 'systematic', 'testing', 'resilience', 'network', 'link', 'independent', 'programming', 'language', 'business', 'logic', 'help', 'network', 'administrator', 'track', 'cause', 'fault', 'paper', 'shown', 'use', 'mesh', 'istio', 'monitor', 'communication', 'develop', 'automated', 'testing', 'resilience', 'istio', 'provides', 'various', 'type', 'fault', 'communication', 'link', 'load', 'testing', 'tool', 'used', 'load', 'faulty', 'link', 'located', 'via', 'jaeger', 'grafana', 'dashboard', 'within', 'istio', 'frame', 'resilience', 'fault', 'new', 'connection', 'established', 'affected', 'deploying', 'redundant', 'addition', 'scaling', 'implementation', 'circuit', 'shown', 'network', 'congestion', 'setup', 'demonstrated', 'kubernetes', 'cluster', 'shop']"
"Microservices Upgrade in Clouds: Dynamic Management of Version Dependencies and User Load In today's cloud computing environments, where scalability, agility, and resiliency are paramount, microservices architecture stands out as a fundamental keystone of modern software development. While microservices are designed as independent components communicating through well-defined APIs, maintaining and upgrading them pose unique challenges, including version compatibility, dependency management, and service continuity. These challenges become intricate when multiple instances of a specific microservice are deployed, utilizing load balancing to distribute users and offering different functionalities simultaneously. This paper proposes a heuristic algorithm to address the microservices upgrading problem. The proposed algorithm migrates users gradually and effectively by managing version dependencies, user load, considering propagation impact, multiple instances, and resource constraints. The simulation results demonstrate the superiority of our algorithm over existing benchmarks in terms of resource usage cost and the number of new version instances.",Microservices Upgrade in Clouds: Dynamic Management of Version Dependencies and User Load,"In today's cloud computing environments, where scalability, agility, and resiliency are paramount, microservices architecture stands out as a fundamental keystone of modern software development. While microservices are designed as independent components communicating through well-defined APIs, maintaining and upgrading them pose unique challenges, including version compatibility, dependency management, and service continuity. These challenges become intricate when multiple instances of a specific microservice are deployed, utilizing load balancing to distribute users and offering different functionalities simultaneously. This paper proposes a heuristic algorithm to address the microservices upgrading problem. The proposed algorithm migrates users gradually and effectively by managing version dependencies, user load, considering propagation impact, multiple instances, and resource constraints. The simulation results demonstrate the superiority of our algorithm over existing benchmarks in terms of resource usage cost and the number of new version instances.",IEEE conference,no,"['upgrade', 'dynamic', 'management', 'version', 'dependency', 'user', 'load', 'today', 'computing', 'environment', 'scalability', 'agility', 'resiliency', 'paramount', 'stand', 'fundamental', 'modern', 'development', 'designed', 'independent', 'communicating', 'apis', 'maintaining', 'upgrading', 'pose', 'unique', 'challenge', 'including', 'version', 'compatibility', 'dependency', 'management', 'continuity', 'challenge', 'become', 'intricate', 'multiple', 'instance', 'specific', 'deployed', 'utilizing', 'load', 'balancing', 'distribute', 'user', 'offering', 'different', 'functionality', 'simultaneously', 'paper', 'proposes', 'heuristic', 'algorithm', 'address', 'upgrading', 'problem', 'proposed', 'algorithm', 'user', 'gradually', 'effectively', 'managing', 'version', 'dependency', 'user', 'load', 'considering', 'propagation', 'impact', 'multiple', 'instance', 'resource', 'constraint', 'simulation', 'result', 'demonstrate', 'algorithm', 'existing', 'benchmark', 'term', 'resource', 'usage', 'cost', 'number', 'new', 'version', 'instance']"
"A Retrospective Engineering Analysis of Human-AI Teams Using the Sidekick Principles The speed of development of Artificial Intelligence (AI) capabilities outpaces that of human systems engineering, particularly for the integration of human-AI teams (HAT) in production-level software. The emergence of frameworks for the principled design and development of hybrid systems offers opportunities to close this gap: They can help identify which common HAT components should be built and matured to accelerate the engineering of such hybrid systems. Leveraging the sidekick principles of human-AI teaming in a review of recent efforts, we identified a prioritized list of system requirements for reusable HAT components. We share these insights with a specific emphasis on the analytical microservices we believe are key to instantiating the sidekick principles.",A Retrospective Engineering Analysis of Human-AI Teams Using the Sidekick Principles,"The speed of development of Artificial Intelligence (AI) capabilities outpaces that of human systems engineering, particularly for the integration of human-AI teams (HAT) in production-level software. The emergence of frameworks for the principled design and development of hybrid systems offers opportunities to close this gap: They can help identify which common HAT components should be built and matured to accelerate the engineering of such hybrid systems. Leveraging the sidekick principles of human-AI teaming in a review of recent efforts, we identified a prioritized list of system requirements for reusable HAT components. We share these insights with a specific emphasis on the analytical microservices we believe are key to instantiating the sidekick principles.",IEEE conference,no,"['engineering', 'analysis', 'team', 'using', 'sidekick', 'principle', 'speed', 'development', 'artificial', 'intelligence', 'ai', 'capability', 'human', 'engineering', 'particularly', 'integration', 'team', 'hat', 'emergence', 'framework', 'design', 'development', 'hybrid', 'offer', 'opportunity', 'close', 'gap', 'help', 'identify', 'common', 'hat', 'built', 'accelerate', 'engineering', 'hybrid', 'leveraging', 'sidekick', 'principle', 'review', 'recent', 'effort', 'identified', 'list', 'requirement', 'reusable', 'hat', 'share', 'insight', 'specific', 'emphasis', 'analytical', 'believe', 'key', 'sidekick', 'principle']"
"A microservices architecture for collaborative document editing enhanced with face recognition Modern web applications can now provide rich and dynamic user experiences, such as allowing multiple users to collaboratively edit rich-text documents in real-time from multiple devices. Application architectures are evolving to support the development and deployment of such interactive functionality by decoupling software components into microservices. This paper introduces the architecture and the implementation of a collaborative rich-text editor that makes use of microservices to enable and enhance its scalable co-editing functionality. This includes microservices for synchronizing unstructured text using operational transformations, for chat functionality, and for detecting and recognizing faces in images added to the editor. The architecture makes use of Docker to allow for the development and testing of individual services as separate containers enabling seamless deployment across the available network of computers and other computing devices. The system will be demonstrated by showing how microservices make it possible for multiple users to co-edit a document where images containing faces are added and recognized as part of the document content, thereby supporting the document creation process.",A microservices architecture for collaborative document editing enhanced with face recognition,"Modern web applications can now provide rich and dynamic user experiences, such as allowing multiple users to collaboratively edit rich-text documents in real-time from multiple devices. Application architectures are evolving to support the development and deployment of such interactive functionality by decoupling software components into microservices. This paper introduces the architecture and the implementation of a collaborative rich-text editor that makes use of microservices to enable and enhance its scalable co-editing functionality. This includes microservices for synchronizing unstructured text using operational transformations, for chat functionality, and for detecting and recognizing faces in images added to the editor. The architecture makes use of Docker to allow for the development and testing of individual services as separate containers enabling seamless deployment across the available network of computers and other computing devices. The system will be demonstrated by showing how microservices make it possible for multiple users to co-edit a document where images containing faces are added and recognized as part of the document content, thereby supporting the document creation process.",IEEE conference,no,"['collaborative', 'document', 'enhanced', 'face', 'recognition', 'modern', 'web', 'provide', 'rich', 'dynamic', 'user', 'experience', 'allowing', 'multiple', 'user', 'document', 'multiple', 'device', 'evolving', 'support', 'development', 'deployment', 'interactive', 'functionality', 'decoupling', 'paper', 'introduces', 'implementation', 'collaborative', 'make', 'use', 'enable', 'enhance', 'scalable', 'functionality', 'includes', 'text', 'using', 'operational', 'transformation', 'functionality', 'detecting', 'face', 'image', 'added', 'make', 'use', 'docker', 'allow', 'development', 'testing', 'individual', 'separate', 'container', 'enabling', 'seamless', 'deployment', 'across', 'available', 'network', 'computer', 'computing', 'device', 'demonstrated', 'showing', 'make', 'possible', 'multiple', 'user', 'document', 'image', 'containing', 'face', 'added', 'recognized', 'part', 'document', 'content', 'thereby', 'supporting', 'document', 'creation', 'process']"
"Synthetic to Real-World: Insights on Microservices-Based Application Benchmarks This paper focuses on implementing a realis-tic microservice-based application from DeathStarBench into μBench and the challenges associated with it. Unlike traditional monolithic applications, microservice apps comprise multiple smaller components that are comparatively complex. This makes benchmarking essential. Benchmarking is a process of evaluating and comparing the performance of a system, such as efficiency, effectiveness, quality, or cost, to assess how well a particular entity is performing compared to a reference point, often referred to as a benchmark. A benchmarking tool that employs near real-world applications, extending beyond the capabilities of the existing tools. The inclusion of configuring the microservices from scratch allows for a more comprehensive understanding of application performance, which is crucial for today's complex cloud-based applications [1]. Through synthetic benchmarking, μBench simulates real-world conditions, offering a more com-plete performance analysis. In this paper, we expand the tool μBench to effectively demonstrate its proficiency in deploying and benchmarking a diverse range of microservice applications by mimicking real-world applications like DeathStarBench and Teastore, analysing the performance and resource utilisation through various tools like Kiali, Prometheus and Jaeger.",Synthetic to Real-World: Insights on Microservices-Based Application Benchmarks,"This paper focuses on implementing a realis-tic microservice-based application from DeathStarBench into μBench and the challenges associated with it. Unlike traditional monolithic applications, microservice apps comprise multiple smaller components that are comparatively complex. This makes benchmarking essential. Benchmarking is a process of evaluating and comparing the performance of a system, such as efficiency, effectiveness, quality, or cost, to assess how well a particular entity is performing compared to a reference point, often referred to as a benchmark. A benchmarking tool that employs near real-world applications, extending beyond the capabilities of the existing tools. The inclusion of configuring the microservices from scratch allows for a more comprehensive understanding of application performance, which is crucial for today's complex cloud-based applications [1]. Through synthetic benchmarking, μBench simulates real-world conditions, offering a more com-plete performance analysis. In this paper, we expand the tool μBench to effectively demonstrate its proficiency in deploying and benchmarking a diverse range of microservice applications by mimicking real-world applications like DeathStarBench and Teastore, analysing the performance and resource utilisation through various tools like Kiali, Prometheus and Jaeger.",IEEE conference,no,"['synthetic', 'insight', 'benchmark', 'paper', 'focus', 'implementing', 'μbench', 'challenge', 'associated', 'unlike', 'traditional', 'monolithic', 'apps', 'comprise', 'multiple', 'smaller', 'complex', 'make', 'benchmarking', 'essential', 'benchmarking', 'process', 'evaluating', 'comparing', 'performance', 'efficiency', 'effectiveness', 'quality', 'cost', 'assess', 'well', 'particular', 'entity', 'performing', 'compared', 'reference', 'point', 'often', 'referred', 'benchmark', 'benchmarking', 'tool', 'employ', 'near', 'extending', 'beyond', 'capability', 'existing', 'tool', 'inclusion', 'configuring', 'scratch', 'allows', 'comprehensive', 'understanding', 'performance', 'crucial', 'today', 'complex', 'synthetic', 'benchmarking', 'μbench', 'condition', 'offering', 'performance', 'analysis', 'paper', 'tool', 'μbench', 'effectively', 'demonstrate', 'deploying', 'benchmarking', 'diverse', 'range', 'like', 'performance', 'resource', 'various', 'tool', 'like', 'prometheus', 'jaeger']"
"MV4MS: A Spring Cloud based Framework for the Co-Deployment of Multi-Version Microservices Agile development and the loose coupling of microservices, make continuous delivery/deployment of large, complex service systems become much easier. The microservices are upgraded and released independently and have their own independent version trees. For compatibility, multiple versions of one microservice are to be deployed in the same system to offer slightly different functionalities to different users simultaneously. However, loosely-coupling does not mean multiple microservices keep absolutely independent but there are more or less dependencies among them, and such dependencies occur not only on functionalities but also on the version issue, too. Existing microservice frameworks have no enough capability for multi-version co-deployment and the corresponding version-oriented dependency management. In this paper, a Spring Cloud based framework called MV4MS is introduced for this challenge. It extracts version information from source codes of microservices, builds version dependencies, packs and deploys requisite versions of microservices, and routes user requests to desired versions at run-time. Architecture of MV4MS and detailed design of its components are elaborately introduced. Experiments are conducted in AWS cloud environment, and results show that our framework could reduce the complexity of multi-version microservice co-deployment and ensure the correctness of routing between multi-version microservice.",MV4MS: A Spring Cloud based Framework for the Co-Deployment of Multi-Version Microservices,"Agile development and the loose coupling of microservices, make continuous delivery/deployment of large, complex service systems become much easier. The microservices are upgraded and released independently and have their own independent version trees. For compatibility, multiple versions of one microservice are to be deployed in the same system to offer slightly different functionalities to different users simultaneously. However, loosely-coupling does not mean multiple microservices keep absolutely independent but there are more or less dependencies among them, and such dependencies occur not only on functionalities but also on the version issue, too. Existing microservice frameworks have no enough capability for multi-version co-deployment and the corresponding version-oriented dependency management. In this paper, a Spring Cloud based framework called MV4MS is introduced for this challenge. It extracts version information from source codes of microservices, builds version dependencies, packs and deploys requisite versions of microservices, and routes user requests to desired versions at run-time. Architecture of MV4MS and detailed design of its components are elaborately introduced. Experiments are conducted in AWS cloud environment, and results show that our framework could reduce the complexity of multi-version microservice co-deployment and ensure the correctness of routing between multi-version microservice.",IEEE conference,no,"['spring', 'based', 'framework', 'agile', 'development', 'coupling', 'make', 'continuous', 'large', 'complex', 'become', 'much', 'easier', 'upgraded', 'released', 'independently', 'independent', 'version', 'tree', 'compatibility', 'multiple', 'version', 'one', 'deployed', 'offer', 'different', 'functionality', 'different', 'user', 'simultaneously', 'however', 'mean', 'multiple', 'keep', 'independent', 'less', 'dependency', 'among', 'dependency', 'occur', 'functionality', 'also', 'version', 'issue', 'existing', 'framework', 'enough', 'capability', 'corresponding', 'dependency', 'management', 'paper', 'spring', 'based', 'framework', 'called', 'introduced', 'challenge', 'extract', 'version', 'information', 'source', 'code', 'build', 'version', 'dependency', 'deploys', 'version', 'route', 'user', 'request', 'desired', 'version', 'detailed', 'design', 'introduced', 'experiment', 'conducted', 'aws', 'environment', 'result', 'show', 'framework', 'could', 'reduce', 'complexity', 'ensure', 'correctness', 'routing']"
"A Framework for Monitoring Microservice-Oriented Cloud Applications in Heterogeneous Virtualization Environments Microservices have emerged as a new approach for developing and deploying cloud applications that require higher levels of agility, scale, and reliability. To this end, a microservice-based cloud application architecture advocates decomposition of monolithic application components into independent software components called ""microservices"". As the independent microservices can be developed, deployed, and updated independently of each other, it leads to complex run-time performance monitoring and management challenges. To solve this problem, we propose a generic monitoring framework, Multi-microservices Multi-virtualization Multi-cloud (M3) that monitors the performance of microservices deployed across heterogeneous virtualization platforms in a multi-cloud environment. We validated the efficacy and efficiency of M3 using a Book-Shop application executing across AWS and Azure.",A Framework for Monitoring Microservice-Oriented Cloud Applications in Heterogeneous Virtualization Environments,"Microservices have emerged as a new approach for developing and deploying cloud applications that require higher levels of agility, scale, and reliability. To this end, a microservice-based cloud application architecture advocates decomposition of monolithic application components into independent software components called ""microservices"". As the independent microservices can be developed, deployed, and updated independently of each other, it leads to complex run-time performance monitoring and management challenges. To solve this problem, we propose a generic monitoring framework, Multi-microservices Multi-virtualization Multi-cloud (M3) that monitors the performance of microservices deployed across heterogeneous virtualization platforms in a multi-cloud environment. We validated the efficacy and efficiency of M3 using a Book-Shop application executing across AWS and Azure.",IEEE conference,no,"['framework', 'monitoring', 'heterogeneous', 'virtualization', 'environment', 'emerged', 'new', 'developing', 'deploying', 'require', 'higher', 'level', 'agility', 'scale', 'reliability', 'end', 'decomposition', 'monolithic', 'independent', 'called', 'independent', 'developed', 'deployed', 'updated', 'independently', 'lead', 'complex', 'performance', 'monitoring', 'management', 'challenge', 'solve', 'problem', 'propose', 'generic', 'monitoring', 'framework', 'monitor', 'performance', 'deployed', 'across', 'heterogeneous', 'virtualization', 'platform', 'environment', 'validated', 'efficacy', 'efficiency', 'using', 'executing', 'across', 'aws', 'azure']"
