"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MAX2: An ReRAM-Based Neural Network Accelerator That Maximizes Data Reuse and Area Utilization","M. Mao; X. Peng; R. Liu; J. Li; S. Yu; C. Chakrabarti","School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA",IEEE Journal on Emerging and Selected Topics in Circuits and Systems,"11 Jun 2019","2019","9","2","398","410","Although recent advances in resistive random access memory (ReRAM)-based accelerator designs for deep convolutional neural networks (CNNs) offer energy-efficiency improvements over CMOS-based accelerators, they have a large number of energy consuming data transactions. In this paper, we propose MAX2, a multi-tile ReRAM accelerator framework for supporting multiple CNN topologies, that maximizes on-chip data reuse and reduces on-chip bandwidth to minimize energy consumption due to data movement. Building upon the fact that a large filter can be built with a stack of smaller (3×3) filters, we design every tile with nine processing elements (PEs). Each PE consists of multiple ReRAM subarrays to compute the dot product. The PEs operate in a systolic fashion, thereby maximizing input feature map reuse and minimizing interconnection cost. MAX2 chooses the data size granularity in the systolic array in conjunction with weight duplication to achieve very high area utilization without requiring additional peripheral circuits. We provide a detailed energy and area breakdown of each component at the PE level, tile level, and system level. The system-level evaluation in 32-nm node on several VGG-network benchmarks shows that the MAX2 can improve computation efficiency (TOPs/s/mm2) by 2.5× and energy efficiency (TOPs/s/W) by 5.2× compared with a state-of-the-art ReRAM-based accelerator.","2156-3365","","10.1109/JETCAS.2019.2908937","NSF-Computer and Network Systems (CNS)(grant numbers:1218183,1615774); NSF-Computing and Communication Foundations (CCF)(grant numbers:1449653); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8680623","ReRAM;CNN;accelerator;systolic;data reuse","Table lookup;Bandwidth;Convolution;Energy efficiency;Integrated circuit interconnections;Computational efficiency","","19","","35","IEEE","2 Apr 2019","","","IEEE","IEEE Journals"
"Instruction-Set Accelerated Implementation of CRYSTALS-Kyber","M. Bisheh-Niasar; R. Azarderakhsh; M. Mozaffari-Kermani","Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA; Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA; Department of Computer Engineering and Science, University of South Florida, Tampa, FL, USA",IEEE Transactions on Circuits and Systems I: Regular Papers,"10 Nov 2021","2021","68","11","4648","4659","Large scale quantum computers will break classical public-key cryptography protocols by quantum algorithms such as Shor’s algorithm. Hence, designing quantum-safe cryptosystems to replace current classical algorithms is crucial. Luckily there are some post-quantum candidates that are assumed to be resistant against future attacks from quantum computers, and NIST is considering standardizing them. Among these candidates, lattice-based cryptography sounds more interesting than others due to the performance results as well as confidence in the security. There are few works in the literature evaluating the performance of lattice-based cryptography in hardware. In this paper, we focus on Cryptographic Suite for Algebraic Lattices (CRYSTALS) key exchange mechanisms known as Kyber and provide an instruction-set hardware architecture and implement on Xilinx Artix-7 FPGA for performance evaluation and testing. Our proposed architecture provides an efficient and high-performance set of components to perform polynomial sampling, number-theoretic transform (NTT), and point-wise multiplication to speed up lattice-based post-quantum cryptography (PQC). This architecture implemented on ASIC outperforms state-of-the-art implementations.","1558-0806","","10.1109/TCSI.2021.3106639","NSF(grant numbers:1801341); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9525069","ASIC;FPGA;hardware architecture;Kyber;lattice-based cryptography;post-quantum cryptography","Computer architecture;Cryptography;Hardware;Elliptic curve cryptography;Computers;Field programmable gate arrays;Signal processing algorithms","","67","","42","IEEE","30 Aug 2021","","","IEEE","IEEE Journals"
"Data Acquisition System for ITER Neutron Diagnostic Divertor Neutron Flux Monitor","V. A. Fedorov; Y. A. Kashchuk; E. S. Martazov; Y. A. Parishkin; N. A. Selyaev; V. A. Vorobiev","National Research Nuclear University MEPhI, Moscow, Russia; Institution “Project Center ITER,”, Moscow, Russia; National Research Nuclear University MEPhI, Moscow, Russia; National Research Nuclear University MEPhI, Moscow, Russia; National Research Nuclear University MEPhI, Moscow, Russia; Institution “Project Center ITER,”, Moscow, Russia",IEEE Transactions on Nuclear Science,"13 Sep 2018","2018","65","9","2392","2397","Neutron diagnostic “Divertor Neutron Flux Monitor” is being under the development for the ITER project. This diagnostic is a primary tool for total neutron yield and fusion power measurements. Diagnostic consists of the three detector modules and the enhanced data acquisition (DAQ) systems. Each module contains three fission chambers (FCs) with 235U and three with 238U. The choice of the FC types and sensitivities is determined by the project requirements for the neutron flux measurement range, error, and time resolution. The DAQ system performs preliminary amplification and processing of the fission chamber signals, and the calculation of the neutron flux at the module location to calculate the total neutron yield and fusion power. The DAQ system transfers measured data to the upper level of the control system with a time resolution of 1 ms and provides raw data archiving. The hardware and software of the DAQ system were developed taking into account the requirements of the ITER project. The data processing system mockup of a single detection module was manufactured. This mockup passed laboratory and reactor tests. The system has passed the preliminary design approval. Preparation for the manufacturing of the system prototype is carried out at this moment. The architecture of the DAQ system and its components are shown in the report, and the test results of the system mockup are discussed.","1558-1578","","10.1109/TNS.2018.2855961","Institution “Project Center ITER” through the framework of the state contract with State Corporation “ROSATOM.”; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8411456","Fusion reactors;neutrons;reactor instrumentation;tokamak devices","Data acquisition;Neutrons;Detectors;Current measurement;Control systems;Pulse measurements;Monitoring","","3","","8","IEEE","16 Jul 2018","","","IEEE","IEEE Journals"
"A Novel Hybrid Acquisition System for Industrial Condition Monitoring and Predictive Maintenance","D. Pinardi; L. Arpa; A. Toscani; E. Manconi; M. Binelli; E. Mucchi","Department of Engineering and Architecture, University of Parma, Parma, Italy; Department of Engineering, University of Ferrara, Ferrara, Italy; Department of Engineering and Architecture, University of Parma, Parma, Italy; Department of Engineering and Architecture, University of Parma, Parma, Italy; Department of Engineering and Architecture, University of Parma, Parma, Italy; Department of Engineering, University of Ferrara, Ferrara, Italy",IEEE Access,"22 Jul 2024","2024","12","","98121","98129","A novel data acquisition system for condition monitoring and predictive maintenance of mechanical parts, machinery, and industrial plants is presented. Current commercial solutions rely on an analog architecture and a star topology, in which all transducers are connected to a centralized acquisition unit. Usually this requires long shielded cables, which are sensitive to electromagnetic disturbances, always present in industrial environments. The proposed solution makes use of a digital bus implemented on an Unshielded Twisted Pair to connect one or more Acquisition Nodes to a data storage system (e.g., a laptop or an industrial computer). The wiring is simplified, cabling cost is reduced, high disturbance rejection is obtained, at the same time ensuring synchronization between all signals, mandatory for the computation of the most advanced diagnostic metrics. The performance and effectiveness of the developed system are proved in comparison with a top-quality, laboratory-grade commercial solution. A 10-days experiment was performed on a radial bearing mounted on a bearing test bench, by employing both systems side-by-side. Early-stage damage identification will be demonstrated with the described solution, despite costing a fraction and offering numerous advantages for industrial applications with respect to products currently available on the market.","2169-3536","","10.1109/ACCESS.2024.3428313","National Recovery and Resilience Plan (NRRP) Mission 4 Component 2 Investment 1.5—Call for tender No. 3277 of 30/12/2021 of Italian Ministry of University and Research through European Union—NextGenerationEU Award: Project Code ECS_00000033, Concession Decree No. 1052 of 23/06/2022, adopted by Italian Ministry of University and Research, CUP B33D21019790006, Ecosystem for Sustainable Transition of Emilia-Romagna (ECOSISTER); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10597382","Bearing fault detection;data acquisition system;digital bus;industrial condition monitoring;predictive maintenance","Data acquisition;Condition monitoring;Band-pass filters;Topology;Cables;Analog-digital conversion;Predictive maintenance;Fault detection","","","","41","CCBYNCND","15 Jul 2024","","","IEEE","IEEE Journals"
"Digital Twin and Data-Driven Quality Prediction of Complex Die-Casting Manufacturing","D. Liu; Y. Du; W. Chai; C. Lu; M. Cong","School of Mechanical Engineering, Dalian University of Technology, Dalian, China; Dalian Jiaotong University, Dalian, China; School of Mechanical Engineering, Dalian University of Technology, Dalian, China; School of Mechanical Engineering, Dalian University of Technology, Dalian, China; School of Mechanical Engineering, Dalian University of Technology, Dalian, China",IEEE Transactions on Industrial Informatics,"19 Sep 2022","2022","18","11","8119","8128","Digital twin and data-driven technologies provide an idea for realizing complex product quality prediction. Aiming at the issues of real-time visual monitoring, operating status analysis, and quality prediction in complex die-casting intelligent manufacturing, a digital twin and data-driven quality prediction architecture is proposed. The virtual-real interaction digital twin of die-casting manufacturing cells is established. The collaborative working mode of physical cells, virtual cells, and real-time monitoring is constructed to predict product quality. The learning method of die-casting parameter data and appearance defect data is proposed to realize the real-time quality prediction in die-casting process and the appearance defect quality prediction after processing, respectively. The data preprocessing and XGBoost-based learning method is proposed for real-time quality prediction of die-casting process. A single-shot refinement neural network for aluminum casting tiny defects detection (Refine-ACTDD) based on deep learning is proposed to solve the high-precision defect detection problems of small appearance defects of complex castings and large interference of complex background. Taking the complex aluminum die-casting as an example, the applications of quality prediction are verified. The method provides a new technical approach for high-precision quality prediction of complex die-casting manufacturing.","1941-0050","","10.1109/TII.2022.3168309","Science and Technology Research Project of Liaoning Province(grant numbers:2021JH1/104000 79); Dalian Science and Technology Major Project(grant numbers:2020ZD13GX003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9762013","Deep learning;defects detection;die-casting manufacturing;digital twin;quality prediction","Digital twin;Manufacturing;Casting;Real-time systems;Solid modeling;Data models;Production","","27","","30","IEEE","25 Apr 2022","","","IEEE","IEEE Journals"
"LSTM-Based Energy-Efficient Wireless Communication With Reconfigurable Intelligent Surfaces","K. D. Gupta; R. Nigam; D. K. Sharma; S. K. Dhurandher","Department of Computer Science and Engineering, Maharaja Surajmal Institute of Technology, New Delhi, India; Division of Computer Engineering, University of Delhi, Netaji Subhas Institute of Technology, New Delhi, India; Department of Information Technology, Netaji Subhas University of Technology, New Delhi, India; Department of Information Technology, Netaji Subhas University of Technology, New Delhi, India",IEEE Transactions on Green Communications and Networking,"23 May 2022","2022","6","2","704","712","A Reconfigurable Intelligent Surface is an eminent approach for improving the net data rate and maximizing the energy efficacy of wireless Base Stations (BS). Due to the vast number of surface elements, the task of optimizing the BS’s transmission and Reconfigurable Intelligent Surface (RIS) element’s configuration is incredibly challenging. In principle, to enhance energy conservation and diminish the BS power consumption, it is essential to optimize the transmission power of the BS and phase configuration of the RIS. This paper proposes a Long Short-Term Memory (LSTM) based scheme which performs decision-making using dynamic information of the wireless networks following channel intricacy and RIS’s energy harvesting while increasing the energy efficacy. Once trained in a real-time environment, the proposed LSTM model foretells optimal RIS configuration for each transmission. The transmissions considered are designated for users located in various regions in the corresponding wireless network. The LSTM model and Adam optimizer are used to build the RIS-aided downlink system model and explore its energy efficiency and robustness. The results achieved after performing various simulations determine that the LSTM framework raises energy efficacy to 35.42% while increasing the RIS elements from 9 to 25. In addition, the model can achieve more than 100 bps $/$ Hz net data rate.","2473-2400","","10.1109/TGCN.2021.3135437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650786","Adam optimizer;energy efficiency;long short-term memory;phase configuration;reconfigurable intelligent surfaces","Energy efficiency;Array signal processing;Green products;Wireless networks;Downlink;Optimization;Energy consumption","","12","","45","IEEE","14 Dec 2021","","","IEEE","IEEE Journals"
"MiniFloats on RISC-V Cores: ISA Extensions With Mixed-Precision Short Dot Products","L. Bertaccini; G. Paulin; M. Cavalcante; T. Fischer; S. Mach; L. Benini","Integrated System Laboratory (IIS), ETH Zurich, Zürich, Switzerland; Integrated System Laboratory (IIS), ETH Zurich, Zürich, Switzerland; Integrated System Laboratory (IIS), ETH Zurich, Zürich, Switzerland; Integrated System Laboratory (IIS), ETH Zurich, Zürich, Switzerland; Axelera AI, Zürich, Switzerland; Integrated System Laboratory (IIS), ETH Zurich, Zürich, Switzerland",IEEE Transactions on Emerging Topics in Computing,"5 Dec 2024","2024","12","4","1040","1055","Low-precision floating-point (FP) formats have recently been intensely investigated in the context of machine learning inference and training applications. While 16-bit formats are already widely used, 8-bit FP data types have lately emerged as a viable option for neural network training when employed in a mixed-precision scenario and combined with rounding methods increasing the precision in compound additions, such as stochastic rounding. So far, hardware implementations supporting FP8 are mostly implemented within domain-specific accelerators. We propose two RISC-V instruction set architecture (ISA) extensions, enhancing respectively scalar and vector general-purpose cores with low and mixed-precision capabilities. The extensions support two 8-bit and two 16-bit FP formats and are based on dot-product instructions accumulating at higher precision. We develop a hardware unit supporting mixed-precision dot products and stochastic rounding and integrate it into an open-source floating-point unit (FPU). Finally, we integrate the enhanced FPU into a cluster of scalar cores, as well as a cluster of vector cores, and implement them in a 12 nm FinFET technology. The former achieves 575 GFLOPS/W on FP8-to-FP16 matrix multiplications at 0.8 V, 1.26 GHz; the latter reaches 860 GFLOPS/W at 0.8 V, 1.08 GHz, 1.93x higher efficiency than computing on FP16-to-FP32.","2168-6750","","10.1109/TETC.2024.3365354","The European Pilot(grant numbers:101034126); European High Performance Computing Joint Undertaking; Fractal(grant numbers:877056); Electronic Components and Systems for European Leadership; EU Horizon 2020 research and innovation programme; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440050","Transprecision computing;RISC-V;ISA extension;floating-point architectures;widening dot product;NN training","Training;Computer architecture;Hardware;Dynamic range;Artificial neural networks;Stochastic processes;Computational modeling","","3","","45","IEEE","19 Feb 2024","","","IEEE","IEEE Journals"
"The Cyber Security Modeling Language: A Tool for Assessing the Vulnerability of Enterprise System Architectures","T. Sommestad; M. Ekstedt; H. Holm","Royal Institute of Technology, Stockholm, Sweden; Royal Institute of Technology, Stockholm, Sweden; Royal Institute of Technology, Stockholm, Sweden",IEEE Systems Journal,"4 Jul 2013","2013","7","3","363","373","The cyber security modeling language (CySeMoL) is a modeling language for enterprise-level system architectures coupled to a probabilistic inference engine. If the computer systems of an enterprise are modeled with CySeMoL, this inference engine can assess the probability that attacks on the systems will succeed. The theory used for the attack-probability calculations in CySeMoL is a compilation of research results on a number of security domains and covers a range of attacks and countermeasures. The theory has previously been validated on a component level. In this paper, the theory is also validated on a system level. A test indicates that the reasonableness and correctness of CySeMoL assessments compare with the reasonableness and correctness of the assessments of a security professional. CySeMoL's utility has been tested in case studies.","1937-9234","","10.1109/JSYST.2012.2221853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6378394","Computer security;expert systems;risk analysis;supervisory control and data acquisition (SCADA) systems","Computer architecture;Software;Databases;Systems engineering and theory;Computer security;Probabilistic logic","","111","","65","IEEE","11 Dec 2012","","","IEEE","IEEE Journals"
"Reinforcement Learning-Based Energy-Aware Area Coverage for Reconfigurable hRombo Tiling Robot","A. V. Le; R. Parween; P. T. Kyaw; R. E. Mohan; T. H. Q. Minh; C. S. C. S. Borusu","ROAR lab, Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; ROAR lab, Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; ROAR lab, Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; ROAR lab, Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Optoelectronics Research Group, Faculty of Electrical and Electronics Engineering, Ton Duc Thang University, Ho Chi Minh, Vietnam; ROAR lab, Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore",IEEE Access,"1 Dec 2020","2020","8","","209750","209761","Applying the automation in covering the areas entirely eases manual jobs in various domestic fields such as site investigation, search, rescue, security, cleaning, and maintenance. A self-reconfigurable robot with adjustable dimensions is a viable answer to improve the coverage percentage for predefined map areas. However, the shape-shifting of this robot class also adds to the complexity of locomotion components and the need for an optimal complete coverage strategy for this new type of robot. The typical complete coverage route, including the least times of shape-shifting, the shortest navigation route, and the minimum travel time, is presented in the article. By splitting the map into the sub-areas similar to the self-reconfigurable robot's available shapes, the robot can design the ideal tileset and optimal navigation strategies to cover the workspace. To this end, we propose a Complete Tileset Energy-Aware Coverage Path Planning (CTPP) framework for a tiling self-reconfigurable robot named hRombo with four rhombus-shaped modules. The robot can reconfigure its base structure into seven distinct forms by activating the servo motors to drive the three robot hinges connecting robot modules. The problem of optimal path planning assisting the proposed hRombo robot to clear optimally all predefined tiles within the arbitrary workspace is considered a classic Travel Salesman Problem (TSP), and this TSP is solved by the reinforcement learning (RL) approach. The RL's reward function and action space are based on robot kinematic and the required energies, including transformation, translation, and orientation actions, to move the robot inside the workspace. The CTPP for the hRombo robot is validated with conventional complete coverage methods in simulation and real workspace conditions. The results showed that the CTPP is suitable for producing Pareto plans that enable robots to navigate from source to target in different workspaces with the least consumed energy and time among considered methods.","2169-3536","","10.1109/ACCESS.2020.3038905","National Robotics Programme under its Robotics Enabling Capabilities and Technologies(grant numbers:192 25 00051); National Robotics Programme under its Robot Domain Specific(grant numbers:192 22 00058); Agency for Science, Technology, and Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9262896","Reconfigurable robot;tiling robotic;reinforcement learning;complete coverage planning;energy path planning","Robots;Shape;Navigation;Robot kinematics;Path planning;Wheels;Servomotors","","27","","47","CCBY","18 Nov 2020","","","IEEE","IEEE Journals"
"A Hybrid Task Crash Recovery Solution for Edge Computing in IoT-Based Manufacturing","R. Xiao; Y. Zhang; X. H. Cui; F. Zhang; H. H. Wang","School of Cyber Science and Engineering, Wuhan University, Wuhan, China; School of Computer and Information Engineering, Hubei University, Wuhan, China; School of Cyber Science and Engineering, Wuhan University, Wuhan, China; Department of Finance, McQuay Air Conditioning and Refrigeration (Wuhan) Company, Wuhan, China; School of Computer and Information Engineering, Hubei University, Wuhan, China",IEEE Access,"9 Aug 2021","2021","9","","106220","106231","Smart factory is the deep integration of technology, business, products, and industry. The R&D of products, the construction of factory information, customer orders, and supply chain data are combined to act on the production. This paper proposes a Hybrid Internet of Things (H-IoT) platform framework, which consists of five layers: intelligent device layer, communication protocol layer, edge computing layer, IoT control layer, and application layer. Object Linking and Embedding (OLE) for Process Control (OPC) transmits the received device data to the database of the edge server through the TCP/IP protocol. After the edge server performs preprocessing such as data cleaning, the device data are uniformly collected and distributed through the IoT layer. The various subsystems of the smart factory obtain the required resource data through IoT. To run tasks uninterruptedly and efficiently, we propose a Container-Managed Task Crash Recovery Mechanism for the Edge Computing (EC) layer. We design a reasonable EC hierarchy, then propose a task migration scheduling strategy. Our method ensures the reliability and stability of manufacturing with mass data transmission even in the case of a random crash of partial edge servers.","2169-3536","","10.1109/ACCESS.2021.3068471","National Key Research and Development Program of China(grant numbers:2018YFC1604000); Fundamental Research Funds for the Central Universities of China(grant numbers:2042017gf0035,2042019kf0268); National Natural Science Foundation of China(grant numbers:61572374,U163620068,U1135005,61572371); Natural Science Foundation of Hubei Province(grant numbers:2017CFB663); Academic Team Building Plan for Young Scholars from Wuhan University(grant numbers:WHU2016012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9385091","H-IoT framework;EC;container-managed task crash recovery mechanism","Edge computing;Production;Task analysis;Manufacturing;Computer architecture;Job shop scheduling;Processor scheduling","","9","","40","CCBYNCND","24 Mar 2021","","","IEEE","IEEE Journals"
"High-Performance and Scalable System Architecture for the Real-Time Estimation of Generalized Laguerre-Volterra MIMO Model From Neural Population Spiking Activity","W. X. Y. Li; R. H. M. Chan; W. Zhang; R. C. C. Cheung; D. Song; T. W. Berger","Department of Electronic Engineering, City University of Hong Kong, Hong Kong SAR, China; Department of Electronic Engineering, City University of Hong Kong, Hong Kong SAR, China; Department of Electronic Engineering, City University of Hong Kong, Hong Kong SAR, China; Department of Electronic Engineering, City University of Hong Kong, Hong Kong SAR, China; Department of Biomedical Engineering, Center for Neural Engineering, Los Angeles, CA, USA; Department of Biomedical Engineering, Center for Neural Engineering, Los Angeles, CA, USA",IEEE Journal on Emerging and Selected Topics in Circuits and Systems,"30 Jan 2012","2011","1","4","489","501","A hardware-based computational platform is developed to model the generalized Laguerre–Volterra (GLV) multiple-input multiple-output (MIMO) system which is essential in identification of the time-varying neural dynamics underlying spike activities. Time cost for model parameters estimation is greatly reduced by a significant enhancement of 3.1$\,\times 10^{3}~{\rm x}$ in data throughput of the Xilinx XC6VSX475T field programmable gate array (FPGA)-based system compared to a C model running on an Intel i7–860 Quad Core processor. The processing core consists of a first stage containing a vector convolution and MAC (multiply and accumulation) component; a second stage containing a prethreshold potential updating unit with an error approximation function component; and a third stage consisting of a gradient calculation unit. The hardware platform is scalable with the utilization of different number of processing units within each stage. It is also easily extendable into a multi-FPGA structure to further enhance the computational capability. A hardware IP library is proposed for versatile neural models and applications. The implementation of the self-reconfiguring platform and its applications to future research of neural dynamics are explored.","2156-3365","","10.1109/JETCAS.2011.2178733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6112182","Field programmable gate array (FPGA);generalized Laguerre-Volterra model;IP library;multiple-input multiple-output (MIMO) system;neuroscience","Hardware;Brain modeling;Algorithm design and analysis;MIMO;Kernel;Computational modeling;Field programmable gate arrays","","17","","35","IEEE","23 Dec 2011","","","IEEE","IEEE Journals"
"Data Augmentation With CycleGAN to Build a Classifier for Novel Defects From the Dicing Stage of Semiconductor Package Assembly","C. T. Wu; C. S. Tsou; S. H. Li","College of Business, National Taipei University of Business, Taipei, Taiwan; Institute of Information and Decision Sciences, National Taipei University of Business, Taipei, Taiwan; Department of Accounting Information, National Taipei University of Business, Taipei, Taiwan",IEEE Access,"4 Sep 2023","2023","11","","93012","93018","Industry 4.0, a concept first proposed by Germany, has resulted in an increasing number of companies adopting a mass customization strategy. This strategy is widely used across various industries, enabling the production of small batches of diversified products to meet the diverse needs of customers. It encompasses the business process of providing customized goods that best fulfill individual customer requirements, thereby necessitating small-scale production of multiple products. Therefore, the product life cycle of mass customization is much shorter than other production strategies. When product line changes are frequent and customized products have high yield rates, accurately detecting potential defects from a limited number of images is a daunting challenge. If the defect identification classification model needs to maintain a certain level of identification accuracy and the model needs to be deployed quickly, it is impossible to wait until a large number of defect images are collected before deploying an accurate model for new defects. Obtaining a high-precision defect identification classification model is crucial. In this study, we employed the style transfer method of CycleGAN, which takes advantage of the unmatched training images, to successfully transfer the style of defective images from old products to defect-free images of new products. However, CycleGAN requires a large number of images for training, so this study primarily focuses on rare sample categories. We first obtained the defect mask through a semantic segmentation model and then separated the foreground defect from the wafer background using digital image processing techniques. We then copied and pasted the separated defect onto a new wafer background to generate fake defect images. Finally, a generative adversarial network architecture was used to perform image blending to make the fake defect images more natural and realistic. The effectiveness of the data augmentation method was verified through a convolutional neural network model. Through the proposed method in this study, the number of defect images in new products was successfully increased, which helps to deploy a defect identification classification model for new products quickly.","2169-3536","","10.1109/ACCESS.2023.3309159","National Science and Technology Council, Executive Yuan, R.O.C(grant numbers:NSTC 112-2637-H-141-003-); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10231323","Automated optical inspection (AOI);outsourced semiconductor assembly and test (OSAT);artificial intelligence;vision defects;GAN;image fusion","Semiconductor device modeling;Data models;Training;Integrated circuit modeling;Artificial intelligence;Production facilities;Semantic segmentation;Outsourcing;Assembly systems","","1","","29","CCBY","28 Aug 2023","","","IEEE","IEEE Journals"
"Digital Twin in Aerospace Industry: A Gentle Introduction","L. Li; S. Aslam; A. Wileman; S. Perinpanayagam","IVHM Centre, Cranfield University, Bedfordshire, U.K.; IVHM Centre, Cranfield University, Bedfordshire, U.K.; IVHM Centre, Cranfield University, Bedfordshire, U.K.; IVHM Centre, Cranfield University, Bedfordshire, U.K.",IEEE Access,"27 Jan 2022","2022","10","","9543","9562","Digital twin (DT), primarily a virtual replica of any conceivable physical entity, is a highly transformative technology with profound implications. Whether it be product development, design optimisation, performance improvement, or predictive maintenance, digital twins are changing the ways work is undertaken in various industries with multifarious business applications. Aerospace industry, including its manufacturing base, is one such keen adopter of digital twins with an unprecedented interest in their bespoke design, development, and implementation across wider operations and critical functions. This, however, comes with some misconceptions about the digital twin technology and lack of understanding with respect to its optimal implementation. For instance, equating a digital twin to an intelligent model while ignoring the essential components of data acquisition and visualisation, misleads the creators into building digital shadow or digital models, instead of the actual digital twin. This paper unfolds such intricacies of digital twin technology for the aerospace community in particular and others in general so as to remove the fallacies that affect their effective realisation for safety-critical systems. It comprises a comprehensive survey of digital twins and their constituent elements. Elaborating their characteristic state-of-the-art composition along with corresponding limitations, three dimensions of the future digital twins for the aerospace sector, termed as aero-Digital Twins (aero-DTs), are proposed as an outcome of this survey. These include the interactive, standardisation, and cognitive dimensions of digital twins, which if leveraged diligently could help the aero-DT research and development community quadruple the efficiency of existing and future aerospace systems as well as their associated processes.","2169-3536","","10.1109/ACCESS.2021.3136458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9656111","Digital twins;aircraft operation and maintenance;aerospace manufacturing","Digital twin;Computational modeling;Aerospace industry;Atmospheric modeling;Aircraft;Sensors;Analytical models","","78","","157","CCBY","20 Dec 2021","","","IEEE","IEEE Journals"
"LCG-YOLO: A Real-Time Surface Defect Detection Method for Metal Components","J. Yu; X. Shi; W. Wang; Y. Zheng","Hebei University of Architecture, Zhangjiakou, China; Hebei University of Architecture, Zhangjiakou, China; Hebei University of Architecture, Zhangjiakou, China; Hebei University of Architecture, Zhangjiakou, China",IEEE Access,"25 Mar 2024","2024","12","","41436","41451","Surface defect inspection of metal components plays a critical role in ensuring product quality, enhancing production efficiency, and reducing costs, with particular emphasis on the detection of small-sized surface defects to ensure the safety and reliability of metal components during their usage. Existing detection methods for small size defects on the surfaces of metal components have some shortcomings, such as low precision and poor real-time performance. To solve these two problems, this paper proposes a real-time defect detection method based on improved YOLO. Firstly, the LSandGlass (LSG) module is used to replace the residual module in the backbone network, which reduces information loss, eliminates the low-resolution feature layer, and minimizes semantic loss. The network then uses a lightweight Ghost convolution at the neck to extract the network features. In addition, the convolutional block attention mechanism (CBAM) module is added to improve the detection precision of small-size defects. Finally, soft intersection over union (SIoU) is used to further enhance target detection capability. The experiment was carried out a self-made hexagonal bolt data set of typical commonly used metal components. The experimental results show that compared to the original YOLOv5, the mAP (0.5) is improved by 5.7% to 95.50%, and the reasoning FPS is improved by 21 fps to 95 fps. These results indicate that the proposed LCG-YOLO improves the real-time detection performance of metal component surface defects.","2169-3536","","10.1109/ACCESS.2024.3378999","Basic Scientific Research Business Fund Project of Universities in Hebei Province(grant numbers:2022CXTD08); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10474410","Surface defect detection;LSandGlass;CBAM;ghost;SIoU;YOLOv5","Metals;Feature extraction;YOLO;Surface treatment;Defect detection;Real-time systems;Production","","1","","35","CCBYNCND","18 Mar 2024","","","IEEE","IEEE Journals"
